time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,0.1831,0.1117,0.1345,0.253
0.006000,0.1580,0.0962,0.1962,0.270
0.007000,0.1049,0.0759,0.2385,0.271
0.011000,0.0383,0.0581,0.2757,0.284
0.016000,-0.0177,0.0193,0.2222,0.224
0.021000,-0.0587,0.0027,0.0716,0.093
0.027000,-0.0876,-0.0441,-0.1019,0.141
0.031000,-0.0809,-0.0826,-0.2222,0.251
0.036000,-0.0645,-0.1224,-0.3041,0.334
0.041000,-0.0030,-0.1633,-0.3432,0.380
0.047000,0.0893,-0.1719,-0.3447,0.395
0.051000,0.1673,-0.1821,-0.2920,0.383
0.056000,0.2146,-0.1442,-0.2141,0.336
0.061000,0.2408,-0.1248,-0.1634,0.317
0.067000,0.2267,-0.0955,-0.1491,0.288
0.071000,0.1937,-0.0825,-0.1354,0.250
0.076000,0.1232,-0.0645,-0.1101,0.177
0.081000,0.0672,-0.0557,-0.1091,0.140
0.087000,0.0254,-0.0869,-0.1249,0.154
0.091000,-0.0237,-0.1128,-0.1362,0.178
0.097000,-0.0563,-0.1430,-0.1380,0.207
0.102000,-0.0799,-0.2062,-0.1279,0.256
0.108000,-0.0850,-0.2071,-0.1181,0.253
0.114000,-0.1170,-0.2292,-0.0870,0.272
0.117000,-0.1280,-0.2510,-0.0752,0.292
0.122000,-0.1539,-0.2397,-0.0634,0.292
0.128000,-0.1610,-0.2002,-0.0135,0.257
0.133000,-0.1354,-0.1495,0.0029,0.202
0.137000,-0.1031,-0.1018,0.0383,0.150
0.144000,-0.0211,-0.0690,0.0736,0.103
0.148000,0.0463,-0.0368,0.1373,0.149
0.155000,0.0898,-0.0003,0.1768,0.198
0.158000,0.0953,0.0213,0.1997,0.222
0.162000,0.0966,0.0709,0.2298,0.259
0.167000,0.0887,0.0605,0.2479,0.270
0.174000,0.0457,0.0404,0.2541,0.261
0.178000,-0.0063,0.0252,0.2413,0.243
0.183000,-0.0626,-0.0068,0.2313,0.240
0.188000,-0.0827,-0.0198,0.2119,0.228
0.194000,-0.1644,-0.0231,0.1738,0.240
0.198000,-0.1650,-0.0433,0.1265,0.212
0.204000,-0.1728,-0.0633,0.0892,0.205
0.209000,-0.1618,-0.0665,0.0783,0.192
0.213000,-0.1770,-0.0648,0.0579,0.197
0.219000,-0.1659,-0.0204,0.0543,0.176
0.224000,-0.1455,0.0144,0.0624,0.159
0.228000,-0.1300,0.0513,0.0728,0.158
0.233000,-0.0739,0.0738,0.0926,0.140
0.238000,-0.0272,0.1248,0.1239,0.178
0.244000,0.0385,0.1491,0.1503,0.215
0.249000,0.0753,0.1567,0.1433,0.225
0.254000,0.0860,0.1405,0.1647,0.233
0.259000,0.0516,0.1291,0.1481,0.203
0.264000,-0.0016,0.1103,0.1555,0.191
0.268000,-0.0569,0.0749,0.1464,0.174
0.273000,-0.1382,0.0230,0.1376,0.196
0.281000,-0.2097,-0.0265,0.1170,0.242
0.284000,-0.2404,-0.0305,0.0968,0.261
0.288000,-0.2545,-0.0465,0.0601,0.266
0.295000,-0.2379,-0.0698,0.0478,0.252
0.298000,-0.2288,-0.0360,0.0212,0.233
0.305000,-0.1702,-0.0402,0.0114,0.175
0.309000,-0.0931,-0.0299,-0.0104,0.098
0.316000,0.0045,-0.0122,-0.0204,0.024
0.319000,0.0779,-0.0060,-0.0282,0.083
0.325000,0.1291,0.0241,-0.0172,0.132
0.335000,0.1206,0.0093,-0.0279,0.124
0.336000,0.0930,0.0378,-0.0031,0.100
0.340000,0.0417,0.0399,0.0214,0.062
0.344000,-0.0259,0.0610,0.0338,0.074
0.349000,-0.0693,0.0508,0.0653,0.108
0.354000,-0.0862,0.0430,0.0823,0.127
0.359000,-0.1028,0.0301,0.1114,0.155
0.364000,-0.0906,0.0072,0.1073,0.141
0.371000,-0.0615,-0.0349,0.1439,0.160
0.375000,-0.0420,-0.0178,0.1569,0.163
0.379000,-0.0153,-0.0418,0.1488,0.155
0.385000,-0.0077,-0.0543,0.1481,0.158
0.391000,0.0096,-0.0480,0.1430,0.151
0.397000,0.0293,-0.0421,0.1263,0.136
0.400000,0.0655,-0.0341,0.1146,0.136
0.405000,0.1040,-0.0191,0.1102,0.153
0.410000,0.1161,-0.0186,0.0751,0.140
0.415000,0.1140,-0.0182,0.0711,0.136
0.420000,0.1210,-0.0343,0.0410,0.132
0.426000,0.0779,-0.0431,0.0040,0.089
0.431000,0.0584,-0.0541,-0.0399,0.089
0.436000,0.0457,-0.0555,-0.0788,0.107
0.440000,-0.0029,-0.0756,-0.0961,0.122
0.445000,0.0080,-0.0811,-0.0968,0.127
0.450000,0.0161,-0.0980,-0.1120,0.150
0.455000,0.0216,-0.1074,-0.0988,0.147
0.461000,0.0648,-0.0904,-0.0787,0.136
0.466000,0.0960,-0.0661,-0.0613,0.132
0.470000,0.1152,-0.0633,-0.0180,0.133
0.477000,0.1132,-0.0463,-0.0083,0.123
0.481000,0.1186,-0.0247,0.0345,0.126
0.486000,0.0910,-0.0415,0.0463,0.110
0.491000,0.1064,-0.0297,0.0605,0.126
0.497000,0.1005,-0.0254,0.0700,0.125
0.500000,0.0901,-0.0168,0.0843,0.125
0.506000,0.0872,-0.0273,0.1248,0.155
0.518000,0.0677,-0.0356,0.1270,0.148
0.518000,0.0627,-0.0512,0.0986,0.128
0.523000,0.0670,-0.0716,0.0562,0.113
0.526000,0.0877,-0.0421,0.0238,0.100
0.533000,0.1273,-0.0602,0.0153,0.142
0.537000,0.1430,-0.0616,0.0236,0.157
0.541000,0.1421,-0.0630,0.0555,0.165
0.547000,0.1484,-0.0670,0.0612,0.174
0.551000,0.1358,-0.0329,0.0597,0.152
0.556000,0.1305,-0.0348,0.0773,0.156
0.562000,0.1089,-0.0273,0.0830,0.140
0.567000,0.0851,-0.0176,0.0839,0.121
0.571000,0.0402,-0.0366,0.0967,0.111
0.576000,-0.0041,-0.0533,0.0883,0.103
0.582000,-0.0363,-0.0510,0.0824,0.103
0.587000,-0.0514,-0.0607,0.0672,0.104
0.592000,-0.0427,-0.0681,0.0022,0.080
0.597000,-0.0557,-0.1039,-0.0337,0.123
0.602000,-0.0309,-0.0990,-0.0693,0.125
0.607000,-0.0017,-0.1107,-0.0643,0.128
0.619000,0.0272,-0.1080,-0.0546,0.124
0.621000,0.0367,-0.1242,-0.0689,0.147
0.624000,0.0437,-0.1185,-0.0762,0.147
0.627000,0.0338,-0.1174,-0.0930,0.154
0.634000,0.0335,-0.1066,-0.0600,0.127
0.637000,0.0286,-0.0884,-0.0679,0.115
0.643000,0.0452,-0.0795,-0.0759,0.119
0.649000,0.0571,-0.0657,-0.0627,0.107
0.654000,0.0569,-0.0422,-0.0474,0.085
0.657000,0.0210,-0.0543,-0.0490,0.076
0.663000,0.0210,-0.0541,-0.0365,0.069
0.668000,0.0136,-0.0205,-0.0338,0.042
0.674000,0.0015,0.0010,-0.0145,0.015
0.678000,0.0253,0.0225,0.0069,0.035
0.684000,0.0679,0.0484,0.0354,0.091
0.688000,0.1007,0.0552,0.0517,0.126
0.693000,0.1075,0.0476,0.0465,0.126
0.698000,0.1071,0.0376,0.0794,0.139
0.704000,0.1117,0.0086,0.0861,0.141
0.708000,0.0688,0.0103,0.1048,0.126
0.719000,0.0311,0.0142,0.1020,0.108
0.720000,-0.0348,0.0036,0.0900,0.097
