time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.2677,0.0106,0.0617,0.275
0.002000,0.2652,0.0251,-0.1059,0.287
0.007000,0.2639,0.0099,-0.2327,0.352
0.017000,0.2240,0.0107,-0.2765,0.356
0.018000,0.2124,0.0320,-0.2665,0.342
0.022000,0.2226,0.0311,-0.2413,0.330
0.028000,0.1878,0.0484,-0.2150,0.290
0.033000,0.1632,0.0788,-0.1900,0.263
0.038000,0.0938,0.0627,-0.1780,0.211
0.043000,0.0820,0.0428,-0.1335,0.162
0.048000,0.0702,0.0094,-0.0945,0.118
0.053000,0.0487,-0.0020,-0.0514,0.071
0.059000,0.0625,-0.0202,-0.0064,0.066
0.064000,0.0732,-0.0310,0.0119,0.080
0.068000,0.0717,-0.0205,0.0587,0.095
0.074000,0.1225,0.0207,0.0814,0.149
0.078000,0.1610,0.0589,0.0804,0.189
0.083000,0.1516,0.0727,0.0773,0.185
0.089000,0.0761,0.0740,0.0889,0.138
0.094000,0.0155,0.0462,0.1055,0.116
0.099000,-0.0493,-0.0105,0.1416,0.150
0.103000,-0.0732,-0.0673,0.1444,0.175
0.109000,-0.0493,-0.0862,0.1477,0.178
0.114000,0.0010,-0.0958,0.1442,0.173
0.119000,0.0893,-0.0725,0.1315,0.175
0.124000,0.1583,-0.0947,0.0810,0.201
0.129000,0.1961,-0.0834,0.0500,0.219
0.134000,0.1911,-0.0767,-0.0190,0.207
0.139000,0.1789,-0.0722,-0.0591,0.202
0.144000,0.1168,-0.0840,-0.0872,0.168
0.149000,0.0170,-0.1333,-0.1273,0.185
0.155000,-0.0802,-0.1602,-0.1794,0.254
0.159000,-0.1532,-0.1795,-0.2431,0.339
0.164000,-0.1786,-0.2053,-0.2830,0.393
0.170000,-0.1901,-0.2256,-0.2944,0.417
0.175000,-0.1946,-0.2406,-0.2657,0.408
0.181000,-0.1662,-0.2338,-0.2398,0.374
0.184000,-0.0836,-0.2197,-0.1929,0.304
0.190000,-0.0422,-0.1629,-0.1655,0.236
0.195000,-0.0270,-0.1304,-0.1123,0.174
0.200000,-0.0309,-0.0887,-0.0641,0.114
0.205000,-0.0607,-0.0238,-0.0090,0.066
0.211000,-0.0542,-0.0048,0.0624,0.083
0.215000,-0.0566,0.0400,0.1239,0.142
0.220000,-0.0418,0.0461,0.1352,0.149
0.225000,-0.0124,0.0616,0.1228,0.138
0.230000,0.0196,0.0625,0.1012,0.121
0.235000,0.0562,0.0729,0.0868,0.127
0.241000,0.0617,0.0666,0.0774,0.119
0.245000,0.0814,0.0556,0.0466,0.109
0.250000,0.1320,0.0260,0.0159,0.135
0.256000,0.1873,0.0136,-0.0195,0.189
0.260000,0.1517,0.0042,-0.0741,0.169
0.265000,0.0970,-0.0140,-0.1263,0.160
0.271000,0.0137,-0.0338,-0.1572,0.161
0.275000,-0.0459,-0.0315,-0.1384,0.149
0.280000,-0.0984,-0.0502,-0.0869,0.141
0.286000,-0.1556,-0.0233,-0.0052,0.157
0.291000,-0.2177,-0.0013,0.0567,0.225
0.296000,-0.2038,0.0301,0.1015,0.230
0.301000,-0.1691,0.0608,0.1178,0.215
0.305000,-0.1493,0.0717,0.1508,0.224
0.312000,-0.1367,0.0535,0.2031,0.251
0.316000,-0.1291,0.0325,0.2268,0.263
0.321000,-0.1355,0.0112,0.2340,0.271
0.325000,-0.0867,0.0131,0.2181,0.235
0.331000,-0.0615,0.0049,0.2193,0.228
0.337000,-0.0573,-0.0013,0.1924,0.201
0.341000,-0.0405,-0.0149,0.1778,0.183
0.345000,-0.0210,-0.0264,0.1613,0.165
0.351000,-0.0153,-0.0426,0.1237,0.132
0.357000,0.0196,-0.0585,0.0815,0.102
0.368000,0.0069,-0.0622,0.0513,0.081
0.368000,0.0061,-0.0892,-0.0168,0.091
0.371000,-0.0184,-0.0846,-0.0682,0.110
0.377000,-0.0433,-0.0985,-0.0863,0.138
0.381000,-0.0614,-0.0954,-0.1259,0.169
0.386000,-0.0684,-0.1179,-0.1276,0.187
0.392000,-0.0639,-0.1135,-0.1225,0.179
0.396000,-0.0291,-0.1112,-0.1273,0.172
0.402000,-0.0018,-0.0897,-0.1228,0.152
0.406000,0.0586,-0.0727,-0.1328,0.162
0.411000,0.0803,-0.0747,-0.1096,0.155
0.417000,0.1162,-0.0768,-0.1055,0.175
0.422000,0.1304,-0.0740,-0.1134,0.188
0.427000,0.1423,-0.0521,-0.1190,0.193
0.432000,0.1399,-0.0423,-0.1197,0.189
0.437000,0.1446,-0.0566,-0.1202,0.196
0.441000,0.1468,-0.0827,-0.1088,0.201
0.447000,0.1539,-0.0921,-0.0547,0.188
0.453000,0.1610,-0.0826,-0.0388,0.185
0.458000,0.1920,-0.0590,-0.0255,0.202
0.464000,0.2063,-0.0333,-0.0240,0.210
0.468000,0.2585,-0.0151,-0.0272,0.260
0.472000,0.2608,-0.0042,-0.0018,0.261
0.480000,0.2513,0.0161,-0.0004,0.252
0.483000,0.1847,0.0174,-0.0038,0.186
0.488000,0.1282,0.0115,0.0023,0.129
0.493000,0.0651,0.0128,0.0273,0.072
0.497000,0.0049,0.0096,0.0235,0.026
0.502000,-0.0503,0.0232,0.0243,0.061
0.508000,-0.0623,0.0486,0.0370,0.087
0.513000,-0.0194,0.0548,0.0590,0.083
0.518000,0.0519,0.0895,0.0642,0.122
0.522000,0.1037,0.1165,0.0648,0.169
0.529000,0.1553,0.0862,0.0370,0.181
0.533000,0.1662,0.1128,0.0453,0.206
0.538000,0.1750,0.1010,0.0632,0.212
0.543000,0.1482,0.0817,0.0718,0.184
0.549000,0.0907,0.0764,0.1020,0.156
0.553000,0.0501,0.0470,0.1346,0.151
0.558000,0.0361,0.0672,0.1673,0.184
0.564000,0.0221,0.0442,0.1976,0.204
0.568000,-0.0061,0.0304,0.2161,0.218
0.573000,-0.0414,0.0070,0.2085,0.213
0.587000,-0.0554,-0.0092,0.1940,0.202
0.588000,-0.1147,-0.0278,0.1772,0.213
0.589000,-0.1285,-0.0581,0.1298,0.192
0.605000,-0.1352,-0.0762,0.0898,0.179
0.607000,-0.1326,-0.0537,0.0786,0.163
0.607000,-0.1676,-0.0336,0.0388,0.175
0.608000,-0.1904,-0.0325,0.0254,0.195
0.616000,-0.2126,-0.0145,-0.0024,0.213
0.618000,-0.2177,-0.0129,0.0054,0.218
0.623000,-0.2388,-0.0087,0.0107,0.239
0.628000,-0.2405,0.0123,0.0109,0.241
0.634000,-0.2564,0.0215,-0.0008,0.257
0.639000,-0.2008,0.0164,-0.0387,0.205
0.645000,-0.1621,-0.0075,-0.0288,0.165
0.649000,-0.1405,-0.0264,-0.0428,0.149
0.654000,-0.1168,-0.0663,-0.0307,0.138
0.659000,-0.0793,-0.1012,-0.0234,0.131
0.666000,-0.0330,-0.1072,-0.0210,0.114
0.669000,-0.0469,-0.1013,-0.0448,0.120
0.674000,-0.0612,-0.0857,-0.0923,0.140
0.687000,-0.0661,-0.0536,-0.0825,0.118
0.689000,-0.0923,-0.0334,-0.0586,0.114
0.691000,-0.0707,-0.0206,-0.0610,0.096
0.703000,-0.0682,0.0016,-0.0491,0.084
0.704000,-0.0368,-0.0049,-0.0421,0.056
0.705000,-0.0268,-0.0019,-0.0256,0.037
0.710000,-0.0216,-0.0227,0.0075,0.032
0.714000,-0.0112,-0.0385,0.0213,0.045
0.720000,0.0184,-0.0281,0.0349,0.048
0.724000,0.0671,-0.0058,0.0602,0.090
0.730000,0.1227,0.0185,0.0713,0.143
0.734000,0.1639,0.0307,0.0633,0.178
0.739000,0.1834,0.0260,0.0531,0.193
0.745000,0.1432,-0.0264,0.0740,0.163
0.750000,0.0695,-0.0500,0.0474,0.098
0.755000,0.0601,-0.0901,0.0234,0.111
0.763000,0.0263,-0.1204,-0.0052,0.123
0.765000,0.0328,-0.1030,-0.0478,0.118
0.770000,0.0554,-0.1093,-0.0901,0.152
0.775000,0.0487,-0.0939,-0.1061,0.150
0.782000,0.0658,-0.1000,-0.0770,0.142
0.785000,0.1041,-0.0821,-0.0435,0.140
0.791000,0.0994,-0.0618,-0.0199,0.119
0.803000,0.0944,-0.0628,-0.0110,0.114
0.804000,0.0679,-0.0446,0.0025,0.081
0.810000,0.0199,-0.0525,0.0348,0.066
0.823000,-0.0371,-0.0272,0.1001,0.110
0.825000,-0.0604,-0.0022,0.1436,0.156
0.825000,-0.0407,-0.0015,0.1632,0.168
0.826000,-0.0282,-0.0105,0.1875,0.190
0.836000,-0.0015,-0.0626,0.2119,0.221
0.837000,0.0109,-0.0481,0.2341,0.239
0.841000,0.0423,-0.0650,0.2587,0.270
0.846000,0.0405,-0.0727,0.2716,0.284
0.851000,0.0532,-0.0854,0.2466,0.266
0.856000,0.0305,-0.0533,0.2578,0.265
0.863000,0.0132,-0.0549,0.2429,0.249
0.866000,0.0203,-0.0377,0.2165,0.221
0.870000,0.0136,-0.0114,0.1928,0.194
0.876000,0.0264,0.0074,0.1694,0.172
0.881000,0.0322,0.0165,0.0941,0.101
0.886000,0.0142,-0.0004,0.0596,0.061
0.891000,0.0157,-0.0478,0.0561,0.075
0.900000,0.0337,-0.0590,0.0169,0.070
0.901000,0.0585,-0.0508,-0.0341,0.085
0.908000,0.0804,-0.0115,-0.0754,0.111
0.916000,0.0731,-0.0032,-0.1284,0.148
0.918000,0.0673,-0.0209,-0.1479,0.164
0.922000,0.0300,-0.0596,-0.1175,0.135
0.930000,-0.0102,-0.0742,-0.0804,0.110
0.933000,-0.0653,-0.0884,-0.0485,0.120
0.937000,-0.1180,-0.0714,-0.0265,0.140
0.941000,-0.1326,-0.0569,-0.0095,0.145
0.947000,-0.1712,-0.0305,0.0096,0.174
0.952000,-0.2119,0.0005,0.0404,0.216
0.957000,-0.1546,0.0408,0.0614,0.171
0.962000,-0.0662,0.0783,0.0727,0.126
0.968000,0.0320,0.0916,0.1032,0.142
0.971000,0.1494,0.0833,0.0955,0.196
0.979000,0.2242,0.0773,0.1022,0.258
0.983000,0.2326,0.0594,0.1043,0.262
0.988000,0.2107,0.0460,0.0709,0.227
0.992000,0.1702,-0.0341,0.0358,0.177
1.001000,0.1251,-0.0542,0.0057,0.136
1.003000,0.0707,-0.1052,-0.0264,0.129
1.008000,-0.0075,-0.1249,-0.0653,0.141
1.018000,-0.0690,-0.1137,-0.1015,0.167
1.020000,-0.0665,-0.0930,-0.1421,0.182
1.022000,-0.0716,-0.1080,-0.1636,0.209
1.029000,-0.0631,-0.1061,-0.1660,0.207
1.032000,-0.0695,-0.1064,-0.1210,0.175
1.038000,-0.0500,-0.0875,-0.0694,0.122
1.043000,-0.0142,-0.0377,-0.0375,0.055
1.048000,-0.0237,0.0213,0.0179,0.037
1.053000,-0.0280,0.0679,0.0491,0.088
1.058000,-0.0893,0.0762,0.0847,0.145
1.065000,-0.0763,0.1058,0.1058,0.168
1.068000,-0.0775,0.1043,0.0840,0.155
1.073000,-0.0381,0.0906,0.0911,0.134
1.080000,0.0180,0.0698,0.1505,0.167
1.085000,0.0480,0.0086,0.1573,0.165
1.089000,0.1162,-0.0121,0.1691,0.206
1.094000,0.1510,-0.0404,0.1622,0.225
1.105000,0.1716,-0.0593,0.1225,0.219
1.106000,0.1419,-0.0856,0.0930,0.190
1.112000,0.1122,-0.1192,0.0616,0.175
1.125000,0.0803,-0.1408,0.0756,0.179
1.126000,0.0606,-0.1456,0.0611,0.169
1.127000,0.0389,-0.1146,0.0750,0.142
1.136000,-0.0110,-0.0788,0.0507,0.094
1.139000,-0.0485,-0.0333,0.0285,0.065
1.139000,-0.0808,-0.0090,0.0038,0.081
1.144000,-0.0889,0.0158,-0.0118,0.091
1.149000,-0.1085,0.0055,-0.0183,0.110
1.154000,-0.0638,0.0149,-0.0157,0.067
1.160000,-0.0861,-0.0132,-0.0326,0.093
1.164000,-0.1062,-0.0452,-0.0498,0.126
1.170000,-0.1174,-0.0531,-0.0408,0.135
1.175000,-0.0411,-0.0583,0.0083,0.072
1.182000,0.0131,-0.0873,0.0452,0.099
1.187000,0.0787,-0.0523,0.0629,0.113
1.189000,0.0820,-0.0842,0.0784,0.141
1.197000,0.0423,-0.0808,0.0822,0.123
1.199000,-0.0069,-0.0921,0.1100,0.144
1.206000,-0.0463,-0.1204,0.1262,0.180
1.210000,-0.0833,-0.1085,0.1210,0.183
1.216000,-0.0986,-0.1016,0.1185,0.185
1.221000,-0.0635,-0.0785,0.1352,0.169
1.226000,-0.0471,-0.0606,0.1164,0.139
1.230000,-0.0210,-0.0264,0.0884,0.095
1.234000,0.0055,-0.0235,0.0583,0.063
1.241000,0.0441,0.0031,0.0309,0.054
1.249000,0.0523,-0.0060,-0.0176,0.055
1.251000,0.0608,0.0111,-0.0445,0.076
1.256000,0.0505,0.0092,-0.0831,0.098
1.260000,0.0501,-0.0018,-0.0884,0.102
1.266000,0.0163,-0.0031,-0.0985,0.100
1.271000,0.0154,-0.0182,-0.1230,0.125
1.275000,0.0376,-0.0164,-0.1452,0.151
1.287000,0.0683,-0.0023,-0.1604,0.174
1.288000,0.0815,-0.0236,-0.1567,0.178
1.290000,0.0891,-0.0017,-0.1367,0.163
1.302000,0.0937,-0.0082,-0.1147,0.148
1.303000,0.1024,0.0023,-0.1145,0.154
1.305000,0.0892,-0.0134,-0.1262,0.155
1.310000,0.0900,-0.0337,-0.0903,0.132
1.317000,0.1075,-0.0515,-0.0642,0.135
1.321000,0.1132,-0.0456,-0.0286,0.125
1.325000,0.0576,-0.0423,0.0115,0.072
1.332000,0.0195,-0.0178,0.0301,0.040
1.337000,-0.0225,0.0178,0.0228,0.037
1.340000,0.0003,0.0387,0.0205,0.044
1.346000,-0.0097,0.0687,0.0325,0.077
1.351000,-0.0334,0.0888,0.0660,0.116
1.357000,-0.0351,0.0873,0.1041,0.140
1.361000,-0.0103,0.0949,0.1207,0.154
1.369000,0.0430,0.1284,0.0946,0.165
1.371000,0.0580,0.1142,0.0568,0.140
1.376000,0.0610,0.0808,0.0505,0.113
1.389000,0.0495,0.0498,0.0348,0.078
1.390000,0.0259,-0.0119,0.0265,0.039
1.391000,-0.0004,-0.0401,-0.0030,0.040
