time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.011000,0.0063,0.0355,0.0155,0.039
0.011000,0.0347,-0.0012,0.0920,0.098
0.011000,0.0581,-0.0163,0.1489,0.161
0.012000,0.0525,-0.0242,0.2029,0.211
0.012000,0.0473,-0.0132,0.1760,0.183
0.012000,0.0756,0.0143,0.1279,0.149
0.016000,0.0779,0.0132,0.0992,0.127
0.022000,0.0831,0.0238,0.1065,0.137
0.026000,0.0842,0.0226,0.1160,0.145
0.031000,0.0979,0.0475,0.1159,0.159
0.036000,0.0932,0.0724,0.1015,0.156
0.041000,0.1038,0.0781,0.0872,0.156
0.046000,0.1172,0.1052,0.0967,0.185
0.051000,0.0547,0.1012,0.0634,0.131
0.057000,0.0024,0.0975,0.0515,0.110
0.061000,-0.0709,0.0749,0.0159,0.104
0.066000,-0.0823,0.0547,0.0116,0.099
0.072000,-0.1368,0.0630,0.0217,0.152
0.077000,-0.1415,0.0497,0.0485,0.158
0.082000,-0.2036,-0.0017,0.0681,0.215
0.086000,-0.2019,-0.0290,0.0663,0.214
0.092000,-0.2078,-0.0565,0.0528,0.222
0.097000,-0.1926,-0.0885,0.0847,0.228
0.110000,-0.1873,-0.1063,0.0856,0.232
0.110000,-0.2134,-0.1144,0.0462,0.246
0.112000,-0.1965,-0.0819,0.0069,0.213
0.116000,-0.1253,-0.0990,-0.0325,0.163
0.122000,-0.0498,-0.0706,-0.0695,0.111
0.128000,-0.0366,-0.0370,-0.0901,0.104
0.133000,-0.0259,-0.0388,-0.1110,0.120
0.138000,-0.0200,-0.0328,-0.0991,0.106
0.142000,0.0119,-0.0145,-0.0711,0.074
0.147000,0.0030,-0.0151,-0.0554,0.058
0.154000,0.0225,0.0250,-0.0401,0.052
0.158000,0.0107,0.0505,-0.0202,0.055
0.163000,0.0253,0.0636,0.0235,0.072
0.167000,0.0185,0.0526,0.0885,0.105
0.173000,0.0167,0.0673,0.1605,0.175
0.178000,0.0342,0.0600,0.1943,0.206
0.182000,0.0305,0.0688,0.2048,0.218
0.188000,0.0721,0.0627,0.1919,0.214
0.192000,0.0902,0.0513,0.1867,0.214
0.198000,0.0778,0.0417,0.1775,0.198
0.204000,0.0586,0.0080,0.1640,0.174
0.208000,0.0114,-0.0328,0.1532,0.157
0.213000,-0.0047,-0.0926,0.1286,0.158
0.218000,0.0008,-0.1092,0.0733,0.132
0.223000,-0.0175,-0.1232,0.0114,0.125
0.229000,0.0260,-0.1417,-0.0573,0.155
0.235000,0.0428,-0.1051,-0.0878,0.143
0.238000,0.0760,-0.0921,-0.1398,0.184
0.244000,0.1159,-0.0930,-0.1775,0.232
0.248000,0.1268,-0.0957,-0.1987,0.254
0.256000,0.1160,-0.1168,-0.2109,0.268
0.258000,0.0764,-0.1109,-0.2140,0.253
0.263000,0.0370,-0.1047,-0.2009,0.230
0.269000,0.0143,-0.0768,-0.1858,0.202
0.277000,0.0061,-0.1010,-0.1451,0.177
0.278000,-0.0210,-0.0867,-0.1382,0.164
0.283000,-0.0220,-0.0820,-0.1314,0.156
0.288000,-0.0113,-0.0869,-0.0985,0.132
0.294000,0.0068,-0.0919,-0.0586,0.109
0.299000,0.0128,-0.1019,0.0002,0.103
0.304000,0.0046,-0.0786,0.0373,0.087
0.310000,0.0370,-0.0488,0.0364,0.071
0.314000,0.0671,-0.0172,0.0453,0.083
0.319000,0.1021,0.0090,0.0687,0.123
0.324000,0.1419,0.0134,0.0826,0.165
0.330000,0.1436,0.0032,0.0682,0.159
0.334000,0.1504,-0.0356,0.0659,0.168
0.339000,0.1166,-0.0505,0.0426,0.134
0.344000,0.0974,-0.0607,0.0361,0.120
0.349000,0.0425,-0.0542,0.0131,0.070
0.354000,0.0114,-0.0572,0.0163,0.061
0.361000,-0.0579,-0.0484,0.0053,0.076
0.364000,-0.1080,-0.0324,-0.0009,0.113
0.371000,-0.1368,0.0002,0.0165,0.138
0.375000,-0.1468,0.0042,0.0193,0.148
0.381000,-0.1616,-0.0010,-0.0043,0.162
0.384000,-0.1480,-0.0105,-0.0090,0.149
0.390000,-0.1132,-0.0363,-0.0045,0.119
0.396000,-0.0834,-0.0259,-0.0146,0.088
0.401000,-0.0343,-0.0056,0.0178,0.039
0.405000,0.0006,0.0076,0.0331,0.034
0.410000,0.0191,0.0375,0.0481,0.064
0.416000,0.0424,0.0126,0.0535,0.069
0.420000,0.0045,0.0162,0.0970,0.098
0.425000,-0.0020,0.0337,0.1451,0.149
0.431000,-0.0082,0.0508,0.1789,0.186
0.436000,-0.0189,0.0603,0.1865,0.197
0.441000,-0.0129,0.0478,0.1899,0.196
0.446000,-0.0164,0.0232,0.1816,0.184
0.450000,-0.0201,0.0006,0.1668,0.168
0.457000,-0.0121,-0.0410,0.1665,0.172
0.462000,-0.0208,-0.0420,0.1379,0.146
0.465000,-0.0085,-0.0527,0.0788,0.095
0.471000,-0.0252,-0.0490,0.0153,0.057
0.476000,-0.0207,-0.0691,-0.0381,0.082
0.482000,-0.0425,-0.0579,-0.0842,0.111
0.489000,-0.0382,-0.0701,-0.1065,0.133
0.492000,-0.0176,-0.0842,-0.1124,0.142
0.495000,0.0125,-0.1046,-0.1331,0.170
0.501000,0.0421,-0.1220,-0.1231,0.178
0.506000,0.0881,-0.1009,-0.1184,0.179
0.511000,0.1150,-0.0890,-0.0334,0.149
0.516000,0.1369,-0.0628,0.0224,0.152
0.527000,0.1304,-0.0320,0.0610,0.147
0.528000,0.1358,0.0079,0.1041,0.171
0.531000,0.1364,0.0188,0.1280,0.188
0.538000,0.1488,0.0293,0.1497,0.213
0.543000,0.1444,0.0154,0.1835,0.234
0.546000,0.1018,-0.0274,0.1676,0.198
0.551000,0.1048,-0.0679,0.1214,0.174
0.556000,0.0459,-0.1228,0.1045,0.168
0.561000,0.0207,-0.1609,0.0595,0.173
0.566000,-0.0160,-0.1918,0.0032,0.192
0.571000,0.0023,-0.2083,-0.0311,0.211
0.576000,-0.0007,-0.2222,-0.0819,0.237
0.581000,0.0225,-0.1834,-0.1396,0.232
0.587000,0.0767,-0.1350,-0.1688,0.229
0.592000,0.1144,-0.0581,-0.1577,0.203
0.597000,0.1403,-0.0003,-0.1282,0.190
0.604000,0.1805,0.0504,-0.1516,0.241
0.607000,0.2062,0.0631,-0.1205,0.247
0.612000,0.2248,0.0378,-0.0732,0.239
0.617000,0.2314,0.0249,-0.0194,0.234
0.628000,0.2163,-0.0046,0.0031,0.216
0.630000,0.1678,-0.0268,0.0350,0.174
0.632000,0.1027,-0.0418,0.0240,0.113
0.644000,0.0254,-0.0381,0.0134,0.048
0.645000,-0.0447,-0.0679,0.0483,0.095
0.647000,-0.1384,-0.0790,0.1046,0.191
0.654000,-0.1558,-0.0832,0.1299,0.219
0.657000,-0.1756,-0.0711,0.1339,0.232
0.662000,-0.1430,-0.0499,0.1263,0.197
0.667000,-0.1178,-0.0385,0.1046,0.162
0.673000,-0.1092,-0.0129,0.0641,0.127
0.678000,-0.0623,0.0008,0.0522,0.081
0.682000,-0.0488,0.0193,0.0355,0.063
0.687000,-0.0612,0.0451,0.0425,0.087
0.693000,-0.1039,0.0687,0.0181,0.126
0.698000,-0.1199,0.0639,0.0128,0.137
0.713000,-0.1640,0.0785,-0.0023,0.182
0.715000,-0.1982,0.0815,0.0203,0.215
0.715000,-0.2369,0.0513,0.0260,0.244
0.718000,-0.2564,0.0146,0.0410,0.260
0.733000,-0.2282,-0.0172,0.0606,0.237
0.734000,-0.1691,-0.0583,0.0921,0.201
0.735000,-0.1272,-0.0661,0.1092,0.180
0.744000,-0.1023,-0.0766,0.1598,0.205
0.746000,-0.0606,-0.0613,0.1937,0.212
0.748000,-0.0287,-0.0348,0.2136,0.218
0.754000,0.0007,-0.0183,0.2027,0.204
0.758000,0.0013,-0.0357,0.1995,0.203
0.763000,-0.0196,-0.0200,0.1727,0.175
0.768000,-0.0263,-0.0071,0.1537,0.156
0.774000,-0.0806,-0.0111,0.1254,0.149
0.778000,-0.0682,-0.0011,0.1165,0.135
0.784000,-0.0632,0.0066,0.0934,0.113
0.791000,-0.0323,0.0332,0.0658,0.080
0.794000,-0.0206,0.0621,0.0549,0.085
0.799000,0.0240,0.1028,0.0106,0.106
0.811000,0.0638,0.1006,0.0045,0.119
0.812000,0.1131,0.0797,0.0078,0.139
0.814000,0.1622,0.0664,0.0180,0.176
0.824000,0.1611,0.0248,-0.0101,0.163
0.825000,0.1745,0.0077,-0.0358,0.178
0.829000,0.1139,-0.0045,-0.0424,0.122
0.834000,0.0942,-0.0237,-0.0395,0.105
0.839000,0.0818,-0.0497,-0.0248,0.099
0.844000,0.0811,-0.0449,-0.0243,0.096
0.849000,0.0638,-0.0259,-0.0262,0.074
0.854000,0.0489,-0.0166,-0.0208,0.056
0.859000,0.0291,-0.0100,-0.0320,0.044
0.864000,0.0330,-0.0155,-0.0215,0.042
0.871000,0.0250,-0.0211,-0.0109,0.034
0.875000,0.0310,-0.0056,-0.0002,0.032
0.882000,0.0488,0.0097,-0.0037,0.050
0.884000,0.0311,0.0107,0.0282,0.043
0.890000,0.0302,0.0140,0.0577,0.067
0.895000,0.0389,0.0339,0.0442,0.068
0.901000,0.0429,0.0183,0.0139,0.049
0.913000,0.0376,0.0267,0.0004,0.046
0.915000,0.0299,-0.0123,0.0058,0.033
0.916000,0.0272,-0.0485,0.0206,0.059
0.935000,0.0363,-0.0701,0.0281,0.084
0.943000,0.0192,-0.0724,0.0165,0.077
0.944000,0.0237,-0.1009,0.0145,0.105
0.945000,0.0331,-0.0888,0.0126,0.096
0.946000,0.0309,-0.1102,0.0084,0.115
0.946000,0.0119,-0.0838,-0.0148,0.086
0.950000,0.0072,-0.1054,-0.0424,0.114
0.955000,-0.0047,-0.0887,-0.0603,0.107
0.962000,-0.0070,-0.0793,-0.0567,0.098
0.965000,-0.0142,-0.0722,-0.0461,0.087
0.973000,-0.0191,-0.0485,-0.0499,0.072
0.975000,-0.0289,-0.0297,-0.0371,0.056
0.981000,-0.0553,-0.0015,-0.0244,0.060
0.985000,-0.0864,-0.0138,-0.0025,0.088
0.992000,-0.1031,-0.0474,-0.0140,0.114
0.995000,-0.1391,-0.0760,0.0079,0.159
1.002000,-0.1652,-0.1140,0.0345,0.204
1.013000,-0.1862,-0.1258,0.0564,0.232
1.015000,-0.1667,-0.1781,0.0450,0.248
1.016000,-0.1284,-0.2015,0.0100,0.239
1.028000,-0.0974,-0.1750,-0.0222,0.201
1.029000,-0.0545,-0.1438,-0.0067,0.154
1.031000,-0.0045,-0.0867,-0.0129,0.088
1.037000,0.0027,-0.0775,0.0024,0.078
1.041000,0.0434,-0.0823,-0.0231,0.096
1.046000,0.0386,-0.0464,-0.0225,0.064
1.051000,0.0296,-0.0320,-0.0174,0.047
1.056000,0.0303,-0.0151,-0.0030,0.034
1.062000,0.0147,0.0209,-0.0127,0.029
1.066000,-0.0150,0.0141,-0.0154,0.026
1.072000,-0.0398,0.0216,-0.0418,0.062
1.077000,-0.0432,0.0124,-0.0537,0.070
1.082000,-0.0324,-0.0110,-0.0061,0.035
1.090000,-0.0263,-0.0343,0.0625,0.076
1.093000,0.0080,-0.0387,0.0928,0.101
1.097000,0.0203,-0.0359,0.0611,0.074
1.102000,0.0060,-0.0216,0.0442,0.050
1.108000,0.0345,0.0021,0.0511,0.062
1.112000,0.0603,-0.0007,0.0487,0.077
1.117000,0.0667,0.0036,0.0249,0.071
1.132000,0.0417,-0.0182,0.0132,0.047
1.133000,0.0002,-0.0255,0.0110,0.028
1.134000,-0.0077,-0.0398,0.0064,0.041
1.149000,-0.0179,-0.0277,0.0135,0.036
