0,0
0.005,0.00340918806898097
0.01,-0.135499004524674
0.015,-0.270687422312044
0.02,-0.507438222801135
0.025,-0.564922952926602
0.03,-0.765890511488666
0.035,-0.899575364011904
0.04,-1.02324930336832
0.045,-1.107479105257
0.05,-1.22640177223303
0.055,-1.30104141909704
0.06,-1.29028113127484
0.065,-1.28911065856407
0.07,-1.27062748338016
0.075,-1.27011296050166
0.08,-1.24757047107051
0.085,-1.23288872589077
0.09,-1.20674756589227
0.095,-1.18389787734842
0.1,-1.16078926349089
0.105,-1.15926669832102
0.11,-1.14921280105523
0.115,-1.1395332271327
0.12,-1.12981419643603
0.125,-1.12519101822455
0.13,-1.13332392512293
0.135,-1.1093477132945
0.14,-1.08647337229996
0.145,-1.05139929034425
0.15,-1.03581128772298
0.155,-1.01161328853446
0.16,-0.994962718619372
0.165,-0.973974569887949
0.17,-0.965141530659631
0.175,-0.944186938728134
0.18,-0.939816506945434
0.185,-0.926323896540149
0.19,-0.921950208079262
0.195,-0.900527206357917
0.2,-0.874036212554092
0.205,-0.856809418277139
0.21,-0.853943899915024
0.215,-0.850395329047633
0.22,-0.845001861409269
0.225,-0.839382498382719
0.23,-0.838800313716464
0.235,-0.834423610365405
0.24,-0.832957824989619
0.245,-0.825823120973498
0.25,-0.818167060067221
0.255,-0.80592788632651
0.26,-0.803219040646859
0.265,-0.802774120949803
0.27,-0.790155910238444
0.275,-0.78482143852034
0.28,-0.786867517985422
0.285,-0.797329642876407
0.29,-0.89382202483741
0.295,-0.986165633785445
0.3,-1.03699197111959
0.305,-1.05798370171085
0.31,-1.06875514507122
0.315,-1.08627592330758
0.32,-1.09564541716968
0.325,-1.10236591848422
0.33,-1.11132109346162
0.335,-1.11533857871725
0.34,-1.12452032357541
0.345,-1.13671676509458
0.35,-1.14250077174529
0.355,-1.1486932839667
0.36,-1.15445612596424
0.365,-1.15571488597132
0.37,-1.15778183732494
0.375,-1.1628993358831
0.38,-1.16784284327106
0.385,-1.17085034089232
0.39,-1.17857085441278
0.395,-1.18420841258392
0.4,-1.18673766326342
0.405,-1.18926699461608
0.41,-1.1934669793371
0.415,-1.19511744009889
0.42,-1.19633549261873
0.425,-1.19686189153171
0.43,-1.20022660560833
0.435,-1.20107300617418
0.44,-1.20225918511414
0.445,-1.20528905931366
0.45,-1.21387580106392
0.455,-1.21464714048364
0.46,-1.21737372359304
0.465,-1.22019116818282
0.47,-1.22219623872128
0.475,-1.22515811370625
0.48,-1.22675045444666
0.485,-1.2292515286227
0.49,-1.23409864191494
0.495,-1.23517810440719
0.5,-1.23636271326889
0.505,-1.23627495144371
0.51,-1.24029869455795
0.515,-1.24214945490567
0.52,-1.24564357750089
0.525,-1.24640487287393
0.53,-1.25103959292666
0.535,-1.25366612305051
0.54,-1.28312269917513
0.545,-1.28815612458589
0.55,-1.29299824032198
0.555,-1.29544859116688
0.56,-1.29686386880913
0.565,-1.30478369120197
0.57,-1.30778547304532
0.575,-1.32313448282229
0.58,-1.32734655860005
0.585,-1.32358353020952
0.59,-1.32162151358712
0.595,-1.32105355218361
0.6,-1.32010442597546
0.605,-1.32029399506449
0.61,-1.31866542524733
0.615,-1.31643079098853
0.62,-1.31301433585934
0.625,-1.30455732817628
0.63,-1.31031873446263
0.635,-1.3280850241973
0.64,-1.33011781582366
0.645,-1.33306203673512
0.65,-1.33383303169817
0.655,-1.33488960519414
0.66,-1.3355883270828
0.665,-1.33750131194236
0.67,-1.33905514858439
0.675,-1.34060928971939
0.68,-1.34032297509014
0.685,-1.34266561341375
0.69,-1.34285461909841
0.695,-1.34704135846769
0.7,-1.34851105699858
0.705,-1.36632222874808
0.71,-1.35849374846394
0.715,-1.35365754718477
0.72,-1.35634610403622
0.725,-1.35734975095017
0.73,-1.35907106193655
0.735,-1.35962479531254
0.74,-1.36084303758837
0.745,-1.36220937219682
0.75,-1.36503990714353
0.755,-1.36609329969766
0.76,-1.36816281866998
0.765,-1.36868408489461
0.77,-1.22478864977597
0.775,-1.21623692906625
0.78,-1.20934304436805
0.785,-1.20447341080815
0.79,-1.20040260901586
0.795,-1.1958793922616
0.8,-1.19146224395988
0.805,-1.18759898045771
0.81,-1.1826864659302
0.815,-1.17869210909993
0.82,-1.16530881828901
0.825,-1.15361769078429
0.83,-1.13695430188922
0.835,-1.12382575115894
0.84,-1.10548546422385
0.845,-1.00733099102269
0.85,-1.23474552746071
0.855,-1.26557189378773
0.86,-1.26630035219519
0.865,-1.26815227542422
0.87,-1.27115705289097
0.875,-1.2719327006534
0.88,-1.27349804814913
0.885,-1.27546976693124
0.89,-1.27712893921086
0.895,-1.27814844867358
0.9,-1.28026442472032
0.905,-1.27872060643219
0.91,-1.28040576544736
0.915,-1.28182168469173
0.92,-1.28071169041361
0.925,-1.28225239607897
0.93,-1.2822405191711
0.935,-1.28354584887139
0.94,-1.28447446823816
0.945,-1.28418480851432
0.95,-1.28466057623402
0.955,-1.28650271538352
0.96,-1.28692489909895
0.965,-1.2878612974477
0.97,-1.28823743299136
0.975,-1.28925160264761
0.98,-1.2885181761078
0.985,-1.29001776940018
0.99,-1.29079030389425
0.995,-1.29298744647346
1,-1.29319912705452
1.005,-1.29517685833286
1.01,-1.29625306011818
1.015,-1.29765790370126
1.02,-1.29912392634768
1.025,-1.29918503894241
1.03,-1.29834834311033
1.035,-1.29879093344312
1.04,-1.29902635291145
1.045,-1.29889798520094
1.05,-1.2996754097848
1.055,-1.29991286394236
1.06,-1.30019722097417
1.065,-1.30120365186593
1.07,-1.30213101157527
1.075,-1.3026558316923
1.08,-1.30328737881166
1.085,-1.30419412613804
1.09,-1.30389462875773
1.095,-1.3034288434842
1.1,-1.30329155278175
1.105,-1.30395411390405
1.11,-1.30369471438743
1.115,-1.30340411834015
1.12,-1.30438206021379
1.125,-1.30460739317529
1.13,-1.30467933741982
1.135,-1.3060626968642
1.14,-1.3057809920451
1.145,-1.30544781830661
1.15,-1.3058023364941
1.155,-1.30574960336148
1.16,-1.30659268128083
1.165,-1.30777568548222
1.17,-1.30825093883535
1.175,-1.30899135350578
