0,0,0
0.005,11.8731537414504,9.99134249968299
0.01,9.89582093269215,10.0134027267666
0.015,10.4339091024266,9.73379292276739
0.02,8.8060640524939,9.55463172149619
0.025,9.41820786408197,9.68935818908324
0.03,8.72148591276404,9.55956627746084
0.035,8.85261263034749,9.42252573547067
0.04,8.96113285596151,9.09863406787418
0.045,9.08260189177605,9.33022296344796
0.05,8.96085692724651,9.2359605841378
0.055,8.86172362320965,8.97053344967958
0.06,8.99090055526006,9.39099530414154
0.065,8.57396166406262,9.35330903649788
0.07,9.60053076974604,9.08041751746216
0.075,8.82926518506634,8.78776531808185
0.08,8.94364295430069,9.00556063163498
0.085,8.41785018871928,9.10759281296832
0.09,8.42683987667585,9.20804902611662
0.095,8.31504899619056,9.23339259855013
0.1,9.37256526401813,9.12751065323083
0.105,9.03983938034359,9.06433520073754
0.11,8.87639700707862,9.21813004979823
0.115,8.79220997047789,9.23942834589623
0.12,9.10609670830403,9.16333825936358
0.125,9.60380264260785,9.02475415687075
0.13,8.53150347800077,8.89058147257164
0.135,8.5952566476036,8.81967009961184
0.14,8.00281144350894,9.02863803433905
0.145,8.90379365237941,8.75949079348363
0.15,8.24439003833992,8.96452056343097
0.155,8.54256063294476,8.92956956226668
0.16,8.51052389219276,8.85244073141428
0.165,8.63130988523705,8.91076019439152
0.17,7.85821658338966,9.01231085118607
0.175,8.49558046393759,9.08627053051245
0.18,8.7242110828932,8.85429943754889
0.185,8.84686943709533,8.90252297468275
0.19,8.01651886477214,8.93762461385157
0.195,7.41585984595218,8.81483482248484
0.2,8.70843648225447,8.66831837161917
0.205,8.86854039412779,8.71633678541992
0.21,8.14569598275509,9.10922471609233
0.215,8.45386826068483,9.00250457815392
0.22,8.7133182450823,8.63478180655224
0.225,8.94703828179386,8.72084217466341
0.23,8.85390451613526,8.95522715566645
0.235,8.17270858679846,8.95008907455133
0.24,8.68119001517644,8.84166981220623
0.245,8.71316817326087,8.71045569001886
0.25,8.29121507807325,8.68016523440056
0.255,8.72164549078889,8.74039668239032
0.26,8.93814617177741,8.76088893338262
0.265,7.92049247720402,9.25025271581694
0.27,8.36462851991106,8.67561653636614
0.275,8.62154131077471,8.52446945576408
0.28,8.13147906903954,8.78379421868727
0.285,8.743565000467,8.78635392016536
0.29,7.45275440669579,8.94065288366602
0.295,8.47435521322021,8.86048834241948
0.3,8.18098496768792,8.82226789677739
0.305,8.02247002606989,8.73227035335363
