time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,-0.0800,0.1229,0.1660,0.221
0.007000,-0.0904,0.0921,0.1717,0.215
0.010000,-0.0857,0.0659,0.1417,0.178
0.017000,-0.0302,0.0138,0.1143,0.119
0.021000,0.0048,-0.0378,0.1013,0.108
0.026000,0.0143,-0.0560,0.0741,0.094
0.031000,0.0099,-0.0572,0.0186,0.061
0.036000,0.0341,-0.0464,-0.0530,0.078
0.042000,0.0388,-0.0401,-0.0955,0.111
0.047000,0.0411,-0.0144,-0.1187,0.126
0.051000,0.0196,-0.0050,-0.0869,0.089
0.057000,0.0035,-0.0190,-0.0579,0.061
0.062000,-0.0053,-0.0133,-0.0337,0.037
0.067000,-0.0213,0.0191,-0.0382,0.048
0.071000,-0.0304,0.0281,-0.0617,0.074
0.077000,-0.0540,0.0281,-0.0872,0.106
0.081000,-0.0679,0.0263,-0.0721,0.102
0.087000,-0.0625,0.0416,-0.0595,0.096
0.092000,-0.0570,0.0190,-0.0019,0.060
0.097000,-0.0558,-0.0078,0.0268,0.062
0.102000,-0.0522,-0.0128,0.0267,0.060
0.107000,0.0012,-0.0272,0.0314,0.042
0.111000,-0.0008,-0.0580,0.0219,0.062
0.117000,0.0018,-0.0885,0.0219,0.091
0.123000,0.0158,-0.0998,0.0362,0.107
0.127000,0.0173,-0.0850,0.0195,0.089
0.132000,0.0276,-0.0706,-0.0065,0.076
0.137000,0.0322,-0.0399,0.0057,0.052
0.142000,0.0005,-0.0262,0.0131,0.029
0.148000,0.0046,-0.0389,0.0371,0.054
0.152000,-0.0245,-0.0447,0.0964,0.109
0.158000,-0.0222,-0.0652,0.1528,0.168
0.163000,-0.0223,-0.0810,0.1327,0.157
0.168000,-0.0181,-0.0687,0.0891,0.114
0.172000,-0.0098,-0.0449,0.0553,0.072
0.178000,0.0006,-0.0123,0.0503,0.052
0.182000,-0.0226,-0.0421,0.0642,0.080
0.187000,-0.0768,-0.0506,0.0828,0.124
0.193000,-0.0877,-0.0572,0.0704,0.126
0.198000,-0.1056,-0.0662,0.0865,0.152
0.203000,-0.0806,-0.0254,0.0906,0.124
0.208000,-0.0581,-0.0043,0.0923,0.109
0.213000,-0.0313,0.0261,0.0750,0.085
0.218000,0.0187,0.0466,0.0910,0.104
0.224000,0.0658,0.0454,0.1046,0.132
0.228000,0.0962,0.0466,0.0895,0.139
0.233000,0.1359,0.0525,0.1054,0.180
0.239000,0.1520,0.0441,0.1212,0.199
0.244000,0.1610,0.0310,0.1249,0.206
0.248000,0.1680,-0.0202,0.0977,0.195
0.253000,0.1679,-0.0092,0.0565,0.177
0.259000,0.1537,-0.0340,0.0133,0.158
0.264000,0.1347,-0.0422,-0.0344,0.145
0.268000,0.0968,-0.0479,-0.0745,0.131
0.275000,0.0353,-0.0491,-0.0929,0.111
0.278000,-0.0260,-0.0647,-0.0946,0.118
0.283000,-0.0726,-0.0566,-0.0962,0.133
0.289000,-0.1263,-0.0652,-0.1002,0.174
0.294000,-0.1655,-0.0406,-0.1137,0.205
0.299000,-0.1619,-0.0259,-0.1056,0.195
0.305000,-0.1634,-0.0089,-0.1143,0.200
0.309000,-0.1409,-0.0086,-0.0896,0.167
0.314000,-0.1353,0.0036,-0.0675,0.151
0.320000,-0.1488,0.0158,-0.0646,0.163
0.324000,-0.1120,0.0066,-0.0664,0.130
0.329000,-0.0635,0.0093,-0.0659,0.092
0.335000,-0.0363,-0.0188,-0.0654,0.077
0.340000,0.0125,-0.0323,-0.0887,0.095
0.345000,0.0353,-0.0434,-0.0809,0.098
0.350000,0.0750,-0.0351,-0.0946,0.126
0.355000,0.0792,-0.0340,-0.1176,0.146
0.359000,0.0670,-0.0183,-0.0954,0.118
0.366000,0.0669,-0.0264,-0.1185,0.139
0.370000,0.0479,-0.0414,-0.1081,0.125
0.377000,0.0051,-0.0229,-0.0930,0.096
0.380000,-0.0396,-0.0303,-0.0757,0.091
0.384000,-0.0341,-0.0069,-0.0822,0.089
0.390000,-0.0549,-0.0047,-0.0911,0.106
0.396000,-0.0211,0.0213,-0.1069,0.111
0.401000,0.0169,0.0451,-0.1226,0.132
0.406000,0.0473,0.0426,-0.0955,0.115
0.410000,0.0729,0.0380,-0.0685,0.107
0.416000,0.0792,0.0266,-0.0608,0.103
0.421000,0.1044,0.0179,-0.0435,0.115
0.426000,0.1197,0.0426,-0.0597,0.140
0.430000,0.1226,0.0221,-0.0733,0.145
0.437000,0.1419,0.0210,-0.0773,0.163
0.442000,0.1252,0.0008,-0.0480,0.134
0.447000,0.0896,-0.0166,-0.0450,0.102
0.451000,0.0754,-0.0195,-0.0326,0.084
0.457000,0.0205,-0.0533,-0.0297,0.064
0.461000,-0.0269,-0.0487,-0.0007,0.056
0.467000,-0.0762,-0.0394,0.0494,0.099
0.471000,-0.1129,-0.0420,0.0658,0.137
0.478000,-0.1329,0.0052,0.1035,0.168
0.483000,-0.1148,0.0399,0.1052,0.161
0.486000,-0.1107,0.0837,0.1306,0.191
0.491000,-0.0515,0.1246,0.1558,0.206
0.497000,-0.0133,0.1102,0.2139,0.241
0.502000,0.0300,0.1052,0.2430,0.267
0.511000,0.0569,0.0930,0.2149,0.241
0.512000,0.0908,0.0875,0.1751,0.216
0.517000,0.1099,0.0818,0.1332,0.191
0.522000,0.1025,0.0711,0.0560,0.137
0.528000,0.0878,0.0507,0.0270,0.105
0.531000,0.0757,-0.0077,0.0029,0.076
0.537000,0.0471,-0.0394,0.0099,0.062
0.542000,0.0045,-0.0685,0.0145,0.070
0.548000,-0.0309,-0.0571,-0.0023,0.065
0.551000,-0.0405,-0.0433,-0.0332,0.068
0.561000,-0.0625,-0.0296,-0.0496,0.085
0.563000,-0.1039,0.0031,-0.0563,0.118
0.567000,-0.1287,0.0191,-0.0391,0.136
0.571000,-0.1389,0.0185,-0.0055,0.140
0.578000,-0.1465,0.0108,0.0373,0.152
0.582000,-0.1533,0.0176,0.0418,0.160
0.587000,-0.1239,0.0269,0.0130,0.128
0.605000,-0.1111,0.0362,-0.0037,0.117
0.607000,-0.0386,0.0432,-0.0560,0.081
0.608000,0.0221,0.0194,-0.0555,0.063
0.610000,0.0830,-0.0230,-0.0622,0.106
0.613000,0.1058,-0.0602,-0.0523,0.132
0.619000,0.1162,-0.0685,-0.0685,0.151
0.628000,0.1378,-0.0694,-0.0940,0.181
0.629000,0.1348,-0.0678,-0.1122,0.188
0.632000,0.1174,-0.0494,-0.0970,0.160
0.638000,0.0571,-0.0405,-0.0557,0.090
0.643000,0.0115,-0.0386,-0.0195,0.045
0.648000,-0.0290,-0.0245,-0.0144,0.041
0.652000,-0.0833,-0.0054,-0.0094,0.084
0.660000,-0.1037,0.0137,0.0170,0.106
0.663000,-0.0831,0.0802,0.0336,0.120
0.667000,-0.0649,0.0795,0.0382,0.110
0.672000,-0.0254,0.0977,0.0475,0.112
0.681000,-0.0217,0.0801,0.0258,0.087
0.683000,0.0105,0.0886,0.0115,0.090
0.688000,0.0637,0.0753,0.0328,0.104
0.696000,0.1095,0.0596,0.0302,0.128
0.699000,0.1286,0.0484,0.0371,0.142
0.704000,0.1662,0.0512,0.0226,0.175
0.712000,0.1719,0.0565,0.0272,0.183
0.713000,0.1843,0.0589,0.0176,0.194
0.719000,0.1727,0.0255,0.0697,0.188
0.725000,0.1397,-0.0053,0.1262,0.188
0.728000,0.1145,-0.0432,0.1797,0.217
0.733000,0.0640,-0.0758,0.2233,0.244
0.739000,0.0258,-0.0822,0.2001,0.218
0.744000,0.0112,-0.0386,0.1462,0.152
0.748000,0.0224,-0.0167,0.0857,0.090
0.754000,0.0377,0.0335,0.0257,0.057
0.760000,0.0240,0.0359,-0.0053,0.044
0.765000,0.0055,0.0527,-0.0098,0.054
0.768000,-0.0152,0.0504,0.0141,0.054
0.775000,-0.0523,0.0243,0.0022,0.058
0.779000,-0.0651,0.0247,0.0095,0.070
0.783000,-0.1083,0.0015,0.0356,0.114
0.789000,-0.1387,0.0235,0.0734,0.159
0.803000,-0.1258,0.0501,0.0609,0.149
0.805000,-0.1178,0.0622,0.0652,0.148
0.806000,-0.0930,0.1028,0.0624,0.152
0.826000,-0.0562,0.0882,0.0975,0.143
0.827000,-0.0149,0.0855,0.1180,0.147
0.828000,0.0356,0.1066,0.1242,0.167
0.828000,0.0549,0.1033,0.1207,0.168
0.829000,0.0620,0.0712,0.1007,0.138
0.836000,0.0498,0.0461,0.0855,0.109
0.840000,0.0190,0.0258,0.0705,0.077
0.845000,-0.0088,-0.0280,0.0579,0.065
0.849000,-0.0816,-0.0912,0.0311,0.126
0.856000,-0.0942,-0.1257,-0.0168,0.158
0.861000,-0.1588,-0.1694,-0.0264,0.234
0.867000,-0.1730,-0.1679,-0.0668,0.250
0.869000,-0.1755,-0.1476,-0.1187,0.258
0.887000,-0.2068,-0.1296,-0.1535,0.288
0.888000,-0.1810,-0.1355,-0.1358,0.264
0.889000,-0.1581,-0.1078,-0.1253,0.229
0.889000,-0.1405,-0.0943,-0.1006,0.197
0.904000,-0.0996,-0.0543,-0.0879,0.144
0.909000,-0.0260,-0.0073,-0.0682,0.073
0.911000,0.0233,0.0493,-0.0487,0.073
0.912000,0.0675,0.0798,-0.0506,0.116
0.917000,0.0925,0.1081,-0.0383,0.147
0.921000,0.1104,0.1175,-0.0189,0.162
0.926000,0.1211,0.1271,-0.0234,0.177
0.930000,0.1245,0.1248,0.0054,0.176
0.937000,0.1327,0.1035,0.0268,0.170
0.942000,0.1268,0.0679,0.0362,0.148
0.946000,0.1070,0.0397,0.0573,0.128
0.950000,0.0851,-0.0266,0.0426,0.099
0.957000,0.0469,-0.0688,0.0256,0.087
0.962000,-0.0006,-0.1087,0.0183,0.110
0.968000,-0.0381,-0.1604,-0.0081,0.165
0.970000,-0.0777,-0.1905,-0.0199,0.207
0.989000,-0.0955,-0.2134,-0.0127,0.234
0.990000,-0.0686,-0.2030,-0.0578,0.222
0.990000,-0.0636,-0.1973,-0.0716,0.219
1.005000,-0.0567,-0.1394,-0.0710,0.166
1.007000,-0.0403,-0.0912,-0.0443,0.109
1.008000,-0.0170,-0.0432,-0.0178,0.050
1.008000,0.0347,0.0023,0.0156,0.038
1.013000,0.0550,0.0264,0.0417,0.074
1.016000,0.0940,0.0742,0.0201,0.121
1.021000,0.1276,0.0934,-0.0251,0.160
1.027000,0.1441,0.1031,-0.0604,0.187
1.031000,0.1631,0.0794,-0.0360,0.185
1.036000,0.1372,0.0349,-0.0237,0.144
1.042000,0.0956,-0.0235,-0.0305,0.103
1.047000,0.0974,-0.0483,-0.0278,0.112
1.051000,0.0589,-0.0871,-0.0346,0.111
1.057000,0.0327,-0.1091,-0.0058,0.114
1.063000,-0.0218,-0.1121,0.0181,0.116
1.067000,-0.0475,-0.1151,-0.0034,0.125
1.071000,-0.0427,-0.0686,-0.0271,0.085
1.087000,-0.0191,-0.0296,-0.0434,0.056
1.088000,0.0232,0.0229,-0.0264,0.042
1.089000,0.0482,0.0748,-0.0143,0.090
1.107000,0.0777,0.1025,0.0001,0.129
1.108000,0.0948,0.1105,-0.0212,0.147
1.109000,0.0831,0.1018,-0.0400,0.137
