time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.0955,0.1582,-0.0053,0.185
0.003000,0.0680,0.1095,-0.0313,0.133
0.007000,0.0485,0.0740,-0.0667,0.111
0.012000,0.0274,0.0064,-0.1065,0.110
0.016000,0.0140,-0.0546,-0.1556,0.165
0.022000,0.0035,-0.0953,-0.1663,0.192
0.037000,-0.0397,-0.1203,-0.1746,0.216
0.038000,-0.0348,-0.0992,-0.2043,0.230
0.038000,0.0053,-0.0823,-0.2313,0.246
0.041000,0.0068,-0.0884,-0.2321,0.248
0.048000,0.0007,-0.0820,-0.1758,0.194
0.053000,-0.0057,-0.0848,-0.1367,0.161
0.056000,0.0116,-0.0683,-0.0908,0.114
0.062000,0.0482,-0.0355,-0.0713,0.093
0.068000,0.0303,-0.0341,-0.0307,0.055
0.072000,-0.0347,-0.0281,0.0002,0.045
0.077000,-0.0895,-0.0201,0.0165,0.093
0.082000,-0.1460,-0.0315,0.0232,0.151
0.088000,-0.1596,-0.0053,0.0133,0.160
0.093000,-0.1589,0.0181,0.0082,0.160
0.098000,-0.1178,0.0103,0.0174,0.120
0.102000,-0.0349,0.0213,0.0171,0.044
0.108000,0.0728,0.0561,-0.0046,0.092
0.112000,0.0977,0.0596,-0.0213,0.116
0.117000,0.1094,0.0654,-0.0474,0.136
0.123000,0.0630,0.0305,-0.0329,0.077
0.128000,0.0359,0.0172,0.0053,0.040
0.133000,0.0068,-0.0344,0.0478,0.059
0.139000,-0.0215,-0.0407,0.1020,0.112
0.143000,-0.0629,-0.0470,0.1556,0.174
0.148000,-0.1170,-0.0630,0.1850,0.228
0.154000,-0.1391,-0.0529,0.2048,0.253
0.158000,-0.1745,-0.0474,0.1910,0.263
0.163000,-0.1807,-0.0395,0.1395,0.232
0.169000,-0.1556,-0.0079,0.1120,0.192
0.173000,-0.1164,0.0356,0.0706,0.141
0.178000,-0.0776,0.0529,0.0343,0.100
0.183000,-0.0464,0.0513,0.0030,0.069
0.189000,-0.0013,0.0381,-0.0495,0.062
0.193000,-0.0091,0.0277,-0.1014,0.106
0.198000,-0.0336,-0.0109,-0.1435,0.148
0.203000,-0.0082,-0.0275,-0.1852,0.187
0.209000,0.0075,-0.0221,-0.2218,0.223
0.214000,0.0061,-0.0070,-0.2676,0.268
0.218000,0.0262,0.0393,-0.2988,0.303
0.223000,-0.0085,0.0478,-0.3084,0.312
0.228000,-0.0948,0.0496,-0.2989,0.317
0.234000,-0.1562,0.0356,-0.2562,0.302
0.239000,-0.1765,0.0107,-0.2116,0.276
0.244000,-0.1586,0.0103,-0.2030,0.258
0.248000,-0.1267,0.0175,-0.1872,0.227
0.254000,-0.0597,0.0016,-0.1551,0.166
0.259000,-0.0056,0.0241,-0.1540,0.156
0.267000,0.0575,0.0227,-0.1648,0.176
0.269000,0.0911,0.0617,-0.1707,0.203
0.275000,0.1007,0.0475,-0.1552,0.191
0.279000,0.0838,0.0232,-0.1375,0.163
0.284000,0.0359,0.0195,-0.1578,0.163
0.289000,-0.0358,0.0174,-0.1543,0.159
0.294000,-0.0907,0.0073,-0.1626,0.186
0.299000,-0.1405,-0.0036,-0.1518,0.207
0.304000,-0.1734,0.0157,-0.1007,0.201
0.309000,-0.1635,0.0268,-0.0999,0.193
0.315000,-0.1179,0.0327,-0.0968,0.156
0.319000,-0.0816,0.0806,-0.0722,0.136
0.324000,-0.0712,0.1299,-0.0598,0.160
0.331000,-0.0226,0.1147,-0.0403,0.124
0.335000,-0.0224,0.0544,-0.0258,0.064
0.340000,0.0320,0.0328,0.0100,0.047
0.345000,0.0566,0.0068,0.0432,0.072
0.350000,0.1043,-0.0043,0.0879,0.136
0.355000,0.1970,-0.0150,0.1275,0.235
0.362000,0.2778,-0.0939,0.2451,0.382
0.366000,0.3230,-0.1529,0.3166,0.477
0.371000,0.3587,-0.1423,0.3258,0.505
0.376000,0.3851,-0.0911,0.3254,0.512
0.380000,0.4042,0.0167,0.3132,0.512
0.386000,0.3849,0.0832,0.2916,0.490
0.391000,0.3464,0.1395,0.2868,0.471
0.396000,0.2507,0.1686,0.2986,0.425
0.401000,0.1699,0.1948,0.3436,0.430
0.405000,0.0921,0.1772,0.3858,0.434
0.411000,0.0149,0.1802,0.4253,0.462
0.415000,-0.0232,0.1535,0.4693,0.494
0.421000,-0.0081,0.1141,0.4796,0.493
0.432000,0.0453,0.0764,0.4661,0.475
0.432000,0.0751,0.0311,0.4623,0.469
0.435000,0.1101,-0.0026,0.4110,0.425
0.441000,0.1624,-0.0366,0.3577,0.395
0.445000,0.1865,-0.0401,0.3026,0.358
0.452000,0.1987,-0.0180,0.1885,0.274
0.456000,0.1866,-0.0555,0.0754,0.209
0.462000,0.1430,-0.0881,-0.0320,0.171
0.466000,0.1086,-0.1250,-0.0886,0.188
0.471000,0.0576,-0.1328,-0.1092,0.181
0.478000,-0.0022,-0.1357,-0.0750,0.155
0.481000,0.0122,-0.0697,-0.0268,0.076
0.486000,0.0219,-0.0233,-0.0265,0.042
0.491000,0.0341,0.0203,-0.0238,0.046
0.497000,0.0465,0.0255,-0.0354,0.064
0.501000,0.0542,0.0210,-0.0326,0.067
0.506000,0.0101,-0.0028,-0.0037,0.011
0.511000,0.0074,-0.0432,0.0202,0.048
0.516000,-0.0110,-0.0503,0.0676,0.085
0.521000,-0.0304,-0.0435,0.0791,0.095
0.529000,-0.0365,-0.0490,0.0715,0.094
0.532000,-0.0419,-0.0691,0.0498,0.095
0.537000,-0.0443,-0.0725,-0.0239,0.088
0.542000,-0.0417,-0.1234,-0.0472,0.139
0.546000,-0.0204,-0.1358,-0.1153,0.179
0.552000,0.0169,-0.1336,-0.1924,0.235
0.558000,0.0256,-0.1455,-0.2189,0.264
0.565000,0.0557,-0.1451,-0.2002,0.253
0.567000,0.0976,-0.1156,-0.1815,0.236
0.572000,0.1145,-0.0479,-0.2153,0.249
