time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.0349,-0.1255,0.6054,0.619
0.004000,0.0155,-0.1104,0.4867,0.499
0.005000,0.0880,-0.0868,0.3428,0.364
0.011000,0.1365,-0.0525,0.2238,0.267
0.015000,0.1804,-0.0160,0.1178,0.216
0.021000,0.1981,0.0252,-0.0157,0.200
0.026000,0.2253,0.0477,-0.1385,0.269
0.030000,0.2285,0.0664,-0.2434,0.340
0.036000,0.2005,0.1125,-0.3237,0.397
0.042000,0.1508,0.1101,-0.4410,0.479
0.045000,0.1388,0.1239,-0.5454,0.576
0.050000,0.0880,0.1017,-0.6059,0.621
0.057000,0.0368,0.0534,-0.6635,0.667
0.061000,0.0114,0.0218,-0.7014,0.702
0.065000,0.0065,-0.0189,-0.7223,0.723
0.072000,-0.0537,-0.0690,-0.7476,0.753
0.076000,-0.0971,-0.1327,-0.7108,0.730
0.082000,-0.1150,-0.1796,-0.6956,0.728
0.087000,-0.0883,-0.2048,-0.6923,0.727
0.093000,-0.0647,-0.2087,-0.6842,0.718
0.096000,-0.0367,-0.2295,-0.6547,0.695
0.101000,-0.0354,-0.2506,-0.5945,0.646
0.111000,-0.0297,-0.2745,-0.5418,0.608
0.111000,0.0020,-0.2516,-0.4444,0.511
0.116000,0.0451,-0.2084,-0.3430,0.404
0.121000,0.0616,-0.1097,-0.3017,0.327
0.126000,0.1060,0.0035,-0.2677,0.288
0.131000,0.1214,0.0738,-0.2103,0.254
0.136000,0.1221,0.1418,-0.1391,0.233
0.141000,0.0848,0.1549,-0.0684,0.189
0.146000,0.0288,0.1801,0.0040,0.182
0.151000,-0.0528,0.1690,0.0522,0.185
0.156000,-0.1213,0.1365,0.1331,0.226
0.162000,-0.2199,0.0798,0.1897,0.301
0.167000,-0.3056,0.0299,0.2314,0.385
0.172000,-0.3688,-0.0088,0.2846,0.466
0.177000,-0.3712,-0.0221,0.3516,0.512
0.182000,-0.3446,-0.0034,0.3823,0.515
0.187000,-0.3271,-0.0074,0.3723,0.496
