time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.2386,-0.1016,0.1329,0.291
0.004000,-0.1788,-0.0786,0.0435,0.200
0.008000,-0.1408,-0.0790,-0.0168,0.162
0.014000,-0.0814,-0.0786,-0.0835,0.141
0.018000,-0.0481,-0.0822,-0.0928,0.133
0.025000,-0.0169,-0.0823,-0.0947,0.127
0.034000,0.0458,-0.0692,-0.1252,0.150
0.034000,0.1019,-0.0407,-0.1743,0.206
0.039000,0.1633,-0.0278,-0.1994,0.259
0.050000,0.2085,0.0194,-0.1767,0.274
0.051000,0.2209,0.0553,-0.1423,0.269
0.055000,0.1906,0.0776,-0.1011,0.229
0.058000,0.1470,0.1101,-0.1006,0.209
0.065000,0.1085,0.1286,-0.0881,0.190
0.069000,0.0661,0.1236,-0.0425,0.146
0.074000,0.0245,0.0856,0.0074,0.089
0.079000,-0.0260,0.0314,0.0426,0.059
0.084000,-0.0906,-0.0106,0.0277,0.095
0.089000,-0.0887,-0.0263,-0.0179,0.094
0.095000,-0.0614,-0.0587,-0.0583,0.103
0.099000,-0.0089,-0.0650,-0.0628,0.091
0.105000,0.0664,-0.0978,-0.0553,0.130
0.109000,0.1289,-0.0996,-0.0336,0.166
0.115000,0.2071,-0.1088,-0.0429,0.238
0.119000,0.2340,-0.1205,-0.0308,0.265
0.125000,0.2289,-0.1110,-0.0400,0.258
0.129000,0.2137,-0.0873,-0.0420,0.235
0.135000,0.1887,-0.0735,0.0012,0.203
0.139000,0.1569,-0.0290,0.0179,0.161
0.150000,0.0802,-0.0369,0.0083,0.089
0.151000,-0.0314,-0.0233,-0.0107,0.041
0.156000,-0.1133,-0.0452,-0.0271,0.125
0.160000,-0.1800,-0.0428,-0.0339,0.188
0.165000,-0.2030,-0.0379,-0.0573,0.214
0.170000,-0.2159,-0.0184,-0.0711,0.228
0.175000,-0.1926,0.0036,-0.0918,0.213
0.180000,-0.1761,0.0160,-0.1029,0.205
0.186000,-0.1496,-0.0094,-0.0855,0.173
0.191000,-0.1135,-0.0205,-0.0778,0.139
0.195000,-0.0611,-0.0409,-0.0677,0.100
0.200000,-0.0348,-0.0399,-0.0412,0.067
0.206000,0.0197,-0.0249,-0.0172,0.036
0.211000,0.0596,-0.0247,0.0017,0.065
0.216000,0.0801,-0.0105,0.0157,0.082
0.220000,0.0866,-0.0157,0.0367,0.095
0.227000,0.0788,-0.0144,0.0883,0.119
0.231000,0.0406,-0.0204,0.1062,0.116
0.237000,-0.0116,-0.0197,0.0717,0.075
0.241000,-0.0302,-0.0311,0.0351,0.056
0.250000,-0.0559,-0.0520,-0.0107,0.077
0.251000,-0.0694,-0.0750,-0.0276,0.106
0.256000,-0.1235,-0.1098,-0.0420,0.170
0.261000,-0.1181,-0.1321,-0.1084,0.208
0.267000,-0.1230,-0.1350,-0.1552,0.240
0.271000,-0.0878,-0.1349,-0.2016,0.258
0.276000,-0.0441,-0.1250,-0.1881,0.230
0.281000,0.0134,-0.0885,-0.1699,0.192
0.287000,0.0392,-0.0898,-0.1566,0.185
0.291000,0.0525,-0.0501,-0.1481,0.165
0.297000,0.0725,-0.0555,-0.1372,0.165
0.302000,0.1018,-0.0652,-0.1049,0.160
0.306000,0.0978,-0.0509,-0.0682,0.130
0.312000,0.1155,-0.0483,-0.0223,0.127
0.317000,0.1261,-0.0336,-0.0077,0.131
