time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.0340,-0.0449,-0.1110,0.124
0.006000,-0.0518,-0.0549,-0.2269,0.239
0.011000,-0.0311,-0.0661,-0.3227,0.331
0.013000,0.0065,-0.0686,-0.3843,0.390
0.019000,0.0443,-0.0767,-0.4144,0.424
0.024000,0.0272,-0.0930,-0.4108,0.422
0.032000,0.0504,-0.0912,-0.4095,0.423
0.037000,0.0466,-0.1072,-0.4247,0.441
0.039000,0.0654,-0.0792,-0.4611,0.472
0.044000,0.0379,-0.0576,-0.4591,0.464
0.050000,0.0449,-0.0378,-0.4262,0.430
0.054000,0.0630,-0.0197,-0.3888,0.394
0.059000,0.0540,0.0012,-0.3018,0.307
0.064000,0.0733,0.0244,-0.2036,0.218
0.069000,0.0901,0.0903,-0.0968,0.160
0.074000,0.1019,0.1367,-0.0288,0.173
0.079000,0.1042,0.1803,0.0244,0.210
0.084000,0.0760,0.2017,0.0653,0.225
0.089000,0.0483,0.1891,0.1342,0.237
0.096000,0.0454,0.1548,0.1811,0.243
0.100000,0.0191,0.1533,0.1944,0.248
0.104000,-0.0182,0.1297,0.1861,0.228
0.110000,-0.0689,0.1078,0.1636,0.208
0.115000,-0.1000,0.0902,0.1459,0.199
0.120000,-0.1282,0.0765,0.1259,0.195
0.126000,-0.1158,0.0693,0.1345,0.191
0.136000,-0.0746,0.0827,0.1382,0.177
0.137000,-0.0406,0.0529,0.1442,0.159
0.140000,-0.0115,0.0561,0.1762,0.185
0.145000,0.0055,0.0306,0.1461,0.149
0.150000,0.0101,0.0148,0.0950,0.097
0.155000,0.0020,0.0062,0.0371,0.038
0.161000,0.0054,0.0169,0.0059,0.019
0.165000,-0.0106,-0.0077,0.0010,0.013
0.171000,-0.0031,-0.0200,-0.0133,0.024
0.175000,-0.0080,-0.0532,-0.0227,0.058
0.180000,-0.0231,-0.0429,-0.0676,0.083
0.186000,-0.0719,0.0007,-0.0742,0.103
0.191000,-0.0826,0.0134,-0.0735,0.111
0.195000,-0.0747,0.0262,-0.0539,0.096
0.201000,-0.0930,0.0223,-0.0059,0.096
0.205000,-0.0706,0.0374,0.0322,0.086
0.212000,-0.0908,0.0356,0.1032,0.142
0.216000,-0.1106,0.0575,0.1451,0.191
0.221000,-0.1179,0.0599,0.1653,0.212
0.227000,-0.1107,0.0929,0.1805,0.231
0.237000,-0.1320,0.0871,0.1885,0.246
0.237000,-0.1574,0.0668,0.1821,0.250
0.241000,-0.1489,0.0676,0.1970,0.256
0.246000,-0.1070,0.0868,0.1786,0.226
0.252000,-0.0721,0.1005,0.1650,0.206
0.256000,-0.0108,0.1209,0.1515,0.194
0.264000,0.0530,0.1385,0.1073,0.183
0.266000,0.1428,0.1437,0.0468,0.208
0.272000,0.2013,0.1419,0.0105,0.246
0.276000,0.2235,0.1115,-0.0800,0.262
0.282000,0.2190,0.0888,-0.1295,0.269
0.286000,0.2044,0.0430,-0.1666,0.267
0.292000,0.1894,0.0239,-0.1868,0.267
0.296000,0.1815,0.0292,-0.1925,0.266
0.303000,0.1732,0.0494,-0.2218,0.286
0.307000,0.1030,0.0865,-0.2865,0.317
0.313000,0.0900,0.1188,-0.2604,0.300
0.317000,0.0411,0.1037,-0.2678,0.290
0.322000,-0.0290,0.0747,-0.2536,0.266
0.326000,-0.0581,0.0654,-0.2705,0.284
0.333000,-0.0653,0.0493,-0.2491,0.262
0.337000,-0.0981,0.0527,-0.2493,0.273
0.343000,-0.1088,0.0636,-0.2470,0.277
0.354000,-0.1429,0.0746,-0.2399,0.289
0.355000,-0.1196,0.0597,-0.2258,0.262
0.357000,-0.0987,0.0686,-0.1880,0.223
0.363000,-0.0518,0.0678,-0.1173,0.145
0.370000,-0.0337,0.0572,-0.0353,0.075
0.372000,-0.0134,0.0512,0.0388,0.066
0.377000,-0.0171,0.0376,0.1122,0.120
0.382000,-0.0497,0.0306,0.1351,0.147
0.387000,-0.0774,0.0018,0.1719,0.189
0.393000,-0.0857,-0.0463,0.2156,0.237
0.398000,-0.0672,-0.0921,0.2540,0.278
0.403000,-0.0507,-0.1333,0.2566,0.294
0.407000,-0.0552,-0.1768,0.2424,0.305
0.414000,-0.0401,-0.2176,0.1928,0.293
0.420000,-0.0413,-0.2626,0.1721,0.317
0.423000,-0.0302,-0.2668,0.1326,0.300
0.428000,-0.0285,-0.2331,0.0959,0.254
0.433000,-0.0173,-0.1830,0.0713,0.197
0.439000,0.0222,-0.1521,0.0493,0.161
0.443000,0.0251,-0.1239,0.0465,0.135
0.452000,0.0391,-0.0841,0.0507,0.106
0.453000,0.0185,-0.0424,0.0620,0.077
0.459000,0.0019,-0.0440,0.0637,0.077
0.465000,-0.0110,-0.0339,0.0914,0.098
0.468000,-0.0343,-0.0384,0.1045,0.117
0.473000,-0.0726,-0.0693,0.1127,0.151
0.479000,-0.1062,-0.1073,0.1303,0.199
0.484000,-0.1419,-0.1572,0.1477,0.258
0.489000,-0.1417,-0.1688,0.1270,0.254
0.494000,-0.1699,-0.1424,0.1064,0.246
0.500000,-0.1240,-0.1301,0.1003,0.206
0.504000,-0.0871,-0.0726,0.1015,0.152
0.511000,-0.0209,-0.0438,0.1145,0.124
0.515000,0.0078,-0.0148,0.1323,0.133
0.520000,-0.0029,0.0120,0.1168,0.117
0.524000,-0.0032,-0.0175,0.0778,0.080
0.532000,-0.0339,-0.0035,0.0321,0.047
0.534000,-0.0524,-0.0079,-0.0107,0.054
0.540000,-0.0612,-0.0448,-0.0270,0.081
0.544000,-0.0560,-0.1259,-0.0194,0.139
0.557000,-0.0703,-0.1771,-0.0308,0.193
0.558000,-0.0644,-0.2206,-0.0611,0.238
0.559000,-0.0857,-0.2324,-0.0722,0.258
0.571000,-0.0810,-0.2249,-0.0238,0.240
0.573000,-0.0340,-0.1961,0.0195,0.200
0.574000,-0.0087,-0.1533,0.0719,0.170
0.582000,-0.0142,-0.1348,0.1143,0.177
0.584000,0.0280,-0.0715,0.1231,0.145
0.589000,0.0703,-0.0496,0.1414,0.166
0.594000,0.0960,-0.0259,0.1879,0.213
0.600000,0.1030,-0.0075,0.2174,0.241
0.605000,0.1103,0.0172,0.2324,0.258
0.610000,0.1368,-0.0180,0.2210,0.261
0.615000,0.1249,-0.0535,0.2169,0.256
0.620000,0.1105,-0.0559,0.1960,0.232
0.625000,0.0890,-0.0898,0.1896,0.228
0.638000,0.0509,-0.0643,0.1665,0.186
0.639000,-0.0037,-0.0702,0.1364,0.153
0.640000,-0.0390,-0.0597,0.1280,0.146
0.648000,-0.0593,-0.0375,0.1219,0.141
0.653000,-0.0241,-0.0037,0.1421,0.144
0.655000,0.0159,0.0299,0.1289,0.133
0.660000,0.0418,0.0752,0.0921,0.126
0.671000,0.0841,0.1250,0.0223,0.152
0.671000,0.1236,0.1484,-0.0492,0.199
0.675000,0.1580,0.1409,-0.0488,0.217
0.680000,0.1899,0.1430,-0.0912,0.255
0.686000,0.1835,0.1143,-0.1119,0.243
0.690000,0.1865,0.0669,-0.1419,0.244
0.696000,0.1300,-0.0133,-0.1811,0.223
0.701000,0.1069,-0.0429,-0.2295,0.257
0.706000,0.0932,-0.0933,-0.2728,0.303
0.710000,0.1076,-0.1266,-0.2896,0.334
0.715000,0.1070,-0.1403,-0.3347,0.378
0.721000,0.0768,-0.1606,-0.3581,0.400
0.726000,0.0676,-0.1422,-0.3741,0.406
0.735000,0.0365,-0.1400,-0.3614,0.389
0.736000,-0.0045,-0.1088,-0.3014,0.320
0.741000,-0.0431,-0.0370,-0.2465,0.253
0.747000,-0.0884,0.0204,-0.2039,0.223
0.751000,-0.1188,0.1086,-0.1474,0.218
0.756000,-0.1034,0.1654,-0.1008,0.220
0.761000,-0.1017,0.2170,-0.0308,0.242
