time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.0979,-0.0302,0.0385,0.109
0.003000,0.1442,-0.0229,0.0498,0.154
0.003000,0.2208,-0.0011,0.0160,0.221
0.006000,0.2258,0.0306,-0.0128,0.228
0.012000,0.2758,0.0173,-0.0295,0.278
0.017000,0.2825,0.0140,-0.0318,0.285
0.021000,0.2393,0.0041,-0.0292,0.241
0.026000,0.2203,-0.0056,-0.0386,0.224
0.031000,0.1778,-0.0031,-0.0241,0.179
0.038000,0.1451,-0.0078,0.0022,0.145
0.041000,0.0655,-0.0170,0.0116,0.069
0.046000,0.0033,-0.0168,0.0139,0.022
0.052000,-0.0796,-0.0191,0.0493,0.096
0.059000,-0.1163,-0.0405,0.1035,0.161
0.061000,-0.0859,-0.0571,0.1454,0.178
0.067000,-0.0526,-0.0525,0.1538,0.171
0.076000,-0.0003,-0.0526,0.1383,0.148
0.078000,0.0138,-0.0432,0.0969,0.107
0.082000,0.0206,-0.0529,0.0297,0.064
0.088000,0.0248,-0.0671,-0.0155,0.073
0.092000,0.0054,-0.0694,-0.0580,0.091
0.098000,0.0340,-0.0670,-0.0811,0.111
0.102000,0.0129,-0.0953,-0.0993,0.138
0.107000,-0.0149,-0.0830,-0.1362,0.160
0.112000,-0.0281,-0.0993,-0.1895,0.216
0.117000,-0.0388,-0.1129,-0.2328,0.262
0.122000,-0.0566,-0.1095,-0.2543,0.283
0.135000,-0.0480,-0.0962,-0.2377,0.261
0.136000,-0.0537,-0.0804,-0.2496,0.268
0.138000,-0.0051,-0.0499,-0.2686,0.273
0.142000,-0.0026,-0.0191,-0.2518,0.253
0.148000,0.0279,-0.0188,-0.2352,0.238
0.153000,0.0741,0.0130,-0.1996,0.213
0.158000,0.0884,0.0119,-0.1597,0.183
0.162000,0.1348,0.0446,-0.1272,0.191
0.167000,0.1727,0.0560,-0.0832,0.200
0.177000,0.1955,0.0486,-0.0514,0.208
0.178000,0.1845,0.0267,-0.0010,0.186
0.183000,0.1570,0.0237,0.0585,0.169
