time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.0087,-0.0138,0.1918,0.193
0.004000,-0.0626,-0.0241,0.1711,0.184
0.008000,-0.0833,-0.0421,0.1577,0.183
0.013000,-0.1349,-0.0699,0.1516,0.215
0.019000,-0.1553,-0.1051,0.1122,0.218
0.023000,-0.1469,-0.0997,0.0446,0.183
0.028000,-0.1386,-0.1062,-0.0342,0.178
0.033000,-0.1161,-0.1291,-0.0744,0.189
0.039000,-0.0847,-0.1090,-0.1238,0.185
0.043000,-0.0419,-0.1027,-0.1655,0.199
0.049000,-0.0041,-0.0746,-0.2093,0.222
0.054000,0.0246,-0.0459,-0.1885,0.196
0.059000,0.0776,-0.0097,-0.1538,0.173
0.064000,0.1501,0.0268,-0.1169,0.192
0.069000,0.1944,0.0639,-0.0804,0.220
0.073000,0.2221,0.0752,-0.0727,0.245
0.079000,0.2215,0.0918,-0.0412,0.243
0.083000,0.2093,0.1065,-0.0148,0.235
0.088000,0.2047,0.0980,-0.0194,0.228
0.094000,0.2052,0.0947,-0.0288,0.228
0.098000,0.1895,0.0918,-0.0404,0.214
0.103000,0.1409,0.0537,-0.0259,0.153
0.109000,0.0853,0.0256,-0.0232,0.092
0.114000,0.0300,-0.0021,-0.0278,0.041
0.119000,-0.0064,-0.0127,-0.0369,0.040
0.124000,-0.0405,-0.0019,-0.0698,0.081
0.129000,-0.0771,-0.0197,-0.0667,0.104
0.134000,-0.1066,-0.0325,-0.0446,0.120
0.138000,-0.1032,-0.0476,-0.0464,0.123
0.143000,-0.0865,-0.0602,-0.0552,0.119
0.149000,-0.0278,-0.0630,-0.0402,0.080
0.155000,0.0325,-0.0396,-0.0016,0.051
0.159000,0.0708,-0.0163,0.0534,0.090
0.164000,0.1207,0.0282,0.0675,0.141
0.169000,0.1274,0.0627,0.0649,0.156
0.175000,0.1226,0.1086,0.0789,0.182
0.179000,0.0851,0.1279,0.1189,0.194
0.184000,0.0606,0.1373,0.1561,0.217
0.189000,0.0326,0.1179,0.1430,0.188
0.195000,-0.0327,0.1220,0.1229,0.176
0.199000,-0.0640,0.1257,0.0768,0.161
0.205000,-0.0949,0.1076,0.0358,0.148
0.212000,-0.0950,0.0893,0.0308,0.134
0.216000,-0.1333,0.0613,0.0258,0.149
0.219000,-0.1502,0.0260,0.0327,0.156
0.224000,-0.1577,-0.0234,0.0656,0.172
0.230000,-0.1536,-0.0441,0.0817,0.180
0.236000,-0.1593,-0.0742,0.0977,0.201
0.239000,-0.1416,-0.0590,0.1016,0.184
0.245000,-0.1169,-0.0323,0.0771,0.144
0.250000,-0.1021,-0.0033,0.0599,0.118
0.256000,-0.0924,0.0325,0.0404,0.106
0.261000,-0.0712,0.0559,0.0164,0.092
0.265000,-0.0503,0.0604,0.0163,0.080
0.271000,-0.0487,0.0555,0.0044,0.074
0.275000,-0.0210,0.0315,-0.0098,0.039
0.280000,-0.0103,0.0244,-0.0334,0.043
0.286000,-0.0186,0.0198,-0.0686,0.074
0.291000,-0.0484,0.0106,-0.0798,0.094
0.296000,-0.0945,-0.0105,-0.0505,0.108
0.302000,-0.1403,-0.0195,-0.0239,0.144
0.306000,-0.1858,-0.0262,-0.0260,0.189
0.311000,-0.1905,-0.0211,-0.0470,0.197
0.317000,-0.1999,-0.0114,-0.0299,0.202
0.321000,-0.2096,-0.0306,-0.0058,0.212
0.325000,-0.2146,-0.0186,0.0299,0.217
0.331000,-0.1962,-0.0047,0.0559,0.204
0.336000,-0.1491,-0.0075,0.0864,0.173
0.341000,-0.0525,0.0064,0.1071,0.120
0.346000,0.0295,0.0203,0.1182,0.124
0.352000,0.1021,0.0415,0.1434,0.181
0.356000,0.1724,0.0579,0.1398,0.229
0.362000,0.2423,0.0671,0.1030,0.272
0.367000,0.3283,0.0955,0.0785,0.351
0.371000,0.3782,0.1071,0.0517,0.397
0.376000,0.3709,0.1093,0.0703,0.393
0.382000,0.3568,0.0829,0.0697,0.373
0.386000,0.2931,0.0663,0.0667,0.308
0.392000,0.2512,0.0428,0.0281,0.256
0.396000,0.2097,0.0050,0.0089,0.210
0.402000,0.1233,-0.0352,-0.0173,0.129
0.407000,0.0777,-0.1060,0.0041,0.132
0.412000,0.0319,-0.1455,-0.0054,0.149
0.418000,0.0164,-0.1636,0.0137,0.165
0.422000,0.0099,-0.1603,0.0374,0.165
0.427000,0.0055,-0.1595,0.0657,0.173
0.432000,0.0390,-0.1350,0.0889,0.166
0.437000,0.0506,-0.1037,0.1144,0.162
0.442000,0.0449,-0.0513,0.1231,0.141
0.447000,0.0743,-0.0089,0.0961,0.122
0.453000,0.0656,0.0569,0.1074,0.138
0.457000,0.0902,0.0839,0.1280,0.178
0.463000,0.0795,0.0870,0.1484,0.190
0.467000,0.0622,0.0686,0.1520,0.178
0.473000,0.0594,0.0547,0.1532,0.173
0.477000,0.0117,0.0573,0.1329,0.145
0.483000,-0.0045,0.0644,0.1200,0.136
0.488000,-0.0061,0.0570,0.1047,0.119
0.493000,-0.0094,0.0330,0.0848,0.091
0.499000,-0.0078,0.0159,0.0887,0.090
0.502000,-0.0204,-0.0249,0.0546,0.063
0.508000,-0.0186,-0.0464,0.0113,0.051
0.520000,-0.0194,-0.0608,0.0064,0.064
0.522000,0.0156,-0.0918,-0.0247,0.096
0.524000,0.0222,-0.1156,-0.0365,0.123
0.531000,0.0220,-0.1202,-0.0150,0.123
0.533000,0.0270,-0.0843,-0.0175,0.090
0.538000,0.0297,-0.0416,-0.0128,0.053
0.542000,0.0396,-0.0231,-0.0272,0.053
0.548000,0.0615,-0.0094,-0.0485,0.079
0.553000,0.0622,0.0043,-0.0579,0.085
0.558000,0.0345,-0.0105,-0.0529,0.064
0.563000,-0.0021,-0.0321,-0.0503,0.060
0.568000,-0.0099,-0.0273,-0.0573,0.064
0.573000,-0.0374,-0.0201,-0.0926,0.102
0.582000,-0.0366,-0.0079,-0.1585,0.163
0.584000,-0.0623,0.0043,-0.1834,0.194
0.588000,-0.0359,0.0145,-0.1772,0.181
