time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,0.2249,-0.0288,-0.2495,0.337
0.004000,0.2814,-0.0396,-0.3210,0.429
0.009000,0.2443,-0.0612,-0.3491,0.430
0.014000,0.2285,-0.0673,-0.3794,0.448
0.020000,0.1821,-0.0985,-0.3643,0.419
0.025000,0.1671,-0.1046,-0.3328,0.387
0.029000,0.1502,-0.0742,-0.2896,0.335
0.035000,0.1859,-0.0459,-0.2326,0.301
0.039000,0.2311,-0.0031,-0.1714,0.288
0.046000,0.2335,0.0442,-0.1273,0.270
0.050000,0.2120,0.0648,-0.0716,0.233
0.055000,0.1857,0.0756,-0.0212,0.202
0.059000,0.1664,0.0382,0.0360,0.174
0.065000,0.1543,0.0315,0.0926,0.183
0.070000,0.1065,0.0217,0.1702,0.202
0.075000,0.1325,0.0323,0.2235,0.262
0.080000,0.1486,0.0372,0.2478,0.291
0.085000,0.1313,0.0366,0.2506,0.285
0.090000,0.1401,0.0089,0.2438,0.281
0.098000,0.1225,-0.0168,0.2253,0.257
0.103000,0.0742,-0.0618,0.1737,0.199
0.105000,0.0119,-0.0709,0.1272,0.146
0.110000,-0.0044,-0.0562,0.0527,0.077
0.115000,-0.0133,-0.0318,0.0001,0.034
0.120000,-0.0599,-0.0239,-0.0283,0.070
0.126000,-0.0965,-0.0227,-0.0422,0.108
0.130000,-0.1351,-0.0089,-0.0466,0.143
0.135000,-0.1545,0.0528,-0.0509,0.171
0.141000,-0.1737,0.1451,-0.0646,0.235
0.147000,-0.1574,0.2157,-0.0996,0.285
0.151000,-0.1204,0.2265,-0.1153,0.281
0.156000,-0.0865,0.1919,-0.1356,0.250
0.160000,-0.0963,0.1193,-0.1534,0.217
0.166000,-0.1208,0.0349,-0.1970,0.234
0.171000,-0.1687,-0.0541,-0.1928,0.262
0.177000,-0.2271,-0.1688,-0.1816,0.336
0.182000,-0.3178,-0.2710,-0.0850,0.426
0.186000,-0.3819,-0.2537,-0.2171,0.507
0.191000,-0.4666,-0.2268,-0.2603,0.580
0.196000,-0.5643,-0.2590,-0.2533,0.671
0.201000,-0.6320,-0.2687,-0.2060,0.717
0.206000,-0.6722,-0.2748,-0.1402,0.740
0.212000,-0.6374,-0.2250,-0.0821,0.681
0.216000,-0.5784,-0.1531,-0.0317,0.599
0.221000,-0.4835,-0.0334,0.0065,0.485
0.227000,-0.3580,0.0743,0.0300,0.367
0.232000,-0.2170,0.1505,0.0462,0.268
0.237000,-0.0684,0.1597,0.0647,0.185
0.242000,0.0735,0.0998,0.0854,0.151
0.247000,0.1109,0.0706,0.1464,0.197
0.253000,0.1016,0.0597,0.1618,0.200
0.258000,0.0317,0.0665,0.2104,0.223
0.262000,-0.0148,0.0459,0.2990,0.303
0.267000,-0.0802,0.0452,0.3631,0.375
0.273000,-0.1397,0.0409,0.4528,0.476
0.278000,-0.1915,0.0331,0.4634,0.503
0.282000,-0.2212,0.1479,0.3600,0.448
0.287000,-0.2262,0.2181,0.2883,0.426
0.292000,-0.2721,0.2494,0.2835,0.465
0.304000,-0.3306,0.2138,0.2242,0.453
0.305000,-0.4124,0.1739,0.1724,0.480
0.307000,-0.5357,0.1016,0.1447,0.564
0.312000,-0.6494,0.0473,0.1455,0.667
0.317000,-0.7335,0.0229,0.1937,0.759
0.322000,-0.6182,0.0446,0.2366,0.663
0.327000,-0.2161,0.0886,0.1438,0.274
0.332000,0.2085,0.0901,0.0898,0.244
0.337000,0.6250,0.1210,-0.1347,0.651
0.343000,0.8971,0.1186,-0.2693,0.944
0.347000,1.1152,0.0595,-0.3148,1.160
0.353000,1.2456,-0.0039,-0.3646,1.298
0.358000,1.2624,-0.0598,-0.4209,1.332
0.364000,1.1290,-0.1154,-0.4458,1.219
0.368000,0.8925,-0.1687,-0.4229,1.002
0.372000,0.5742,-0.2125,-0.3241,0.693
0.378000,0.2550,-0.2446,-0.2165,0.414
0.383000,-0.0279,-0.2506,-0.0979,0.271
0.388000,-0.2968,-0.2307,0.0006,0.376
0.394000,-0.5050,-0.1968,0.0981,0.551
0.404000,-0.6231,-0.1489,0.1947,0.670
0.405000,-0.6504,-0.1251,0.2831,0.720
0.408000,-0.5773,-0.0511,0.3302,0.667
0.415000,-0.5281,-0.0106,0.3815,0.652
0.418000,-0.3776,0.0325,0.3681,0.528
0.423000,-0.1069,0.0381,0.3572,0.375
0.430000,0.2193,0.0063,0.2965,0.369
0.434000,0.5792,-0.0031,0.1629,0.602
0.438000,0.8755,0.0404,0.0210,0.877
0.443000,1.0336,0.0866,-0.0745,1.040
0.449000,1.0714,0.1517,-0.1739,1.096
0.454000,1.0099,0.1978,-0.3127,1.076
0.459000,0.8493,0.2007,-0.3861,0.954
0.464000,0.6194,0.1366,-0.3593,0.729
0.469000,0.3290,0.0392,-0.2803,0.434
0.475000,-0.0083,-0.0060,-0.1522,0.153
0.482000,-0.3052,-0.0711,-0.0013,0.313
0.485000,-0.4633,-0.0658,0.1649,0.496
0.490000,-0.4145,-0.0360,0.3084,0.518
0.496000,-0.2797,-0.0009,0.4104,0.497
0.499000,-0.1189,0.0915,0.4071,0.434
0.504000,-0.0430,0.1054,0.4205,0.436
0.509000,-0.1619,0.1223,0.4907,0.531
0.515000,-0.1766,0.0713,0.4750,0.512
0.519000,-0.1919,0.0434,0.4024,0.448
0.524000,-0.2547,-0.0205,0.3233,0.412
0.530000,-0.3331,-0.0983,0.2401,0.422
0.535000,-0.4313,-0.1707,0.1647,0.492
0.539000,-0.5462,-0.1967,0.0875,0.587
0.544000,-0.6652,-0.2242,0.0109,0.702
0.550000,-0.7639,-0.2856,-0.0604,0.818
0.555000,-0.8379,-0.3234,-0.1216,0.906
0.560000,-0.9207,-0.3730,-0.1418,1.004
0.565000,-0.8609,-0.3962,-0.1619,0.961
0.570000,-0.7698,-0.3952,-0.1746,0.883
0.575000,-0.5806,-0.3990,-0.1919,0.730
0.585000,-0.2888,-0.3837,-0.1923,0.517
0.586000,0.1567,-0.2951,-0.1713,0.376
0.596000,0.6665,-0.2170,-0.1197,0.711
0.597000,1.0670,-0.0645,-0.1660,1.082
0.603000,1.3108,0.1137,-0.2169,1.333
0.607000,1.3983,0.2857,-0.2509,1.449
0.610000,1.3956,0.3630,-0.2823,1.469
0.615000,1.2569,0.3835,-0.2376,1.335
0.620000,1.0343,0.3424,-0.1126,1.095
0.626000,0.7709,0.2796,-0.0265,0.821
0.630000,0.5620,0.2215,0.1112,0.614
0.635000,0.2901,0.1296,0.2622,0.412
0.640000,0.0101,0.0708,0.4144,0.421
0.653000,-0.2170,0.1188,0.5252,0.581
0.656000,-0.3785,0.2067,0.5876,0.729
0.657000,-0.4195,0.2776,0.5878,0.774
0.661000,-0.3900,0.2752,0.5761,0.748
