time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007000,-0.1524,-0.2809,0.2849,0.428
0.007000,-0.0526,-0.2334,0.4025,0.468
0.008000,0.0894,-0.1413,0.3452,0.384
0.013000,0.1952,-0.0668,0.3114,0.374
0.015000,0.2584,-0.0120,0.3389,0.426
0.021000,0.3032,0.0256,0.3132,0.437
0.033000,0.2939,0.0581,0.2917,0.418
0.033000,0.2526,0.0499,0.3145,0.406
0.036000,0.2149,0.0393,0.3310,0.397
0.041000,0.2094,0.0430,0.2844,0.356
0.045000,0.1904,0.0466,0.2416,0.311
0.051000,0.1770,0.0407,0.1644,0.245
0.065000,0.1737,0.0348,0.1218,0.215
0.066000,0.1446,0.0076,0.0825,0.167
0.066000,0.0822,-0.0076,0.0772,0.113
0.070000,0.0200,-0.0157,0.0627,0.068
0.076000,-0.0304,0.0096,0.0317,0.045
0.081000,-0.0646,0.0227,0.0178,0.071
0.086000,-0.1134,-0.0118,0.0015,0.114
0.090000,-0.1150,0.0014,-0.0056,0.115
0.096000,-0.1338,-0.0045,-0.0155,0.135
0.100000,-0.1458,-0.0126,-0.0447,0.153
0.105000,-0.1153,-0.0231,-0.0671,0.135
0.111000,-0.1352,-0.0167,-0.0807,0.158
0.117000,-0.1573,-0.0317,-0.0972,0.188
0.120000,-0.1720,-0.0346,-0.1288,0.218
0.126000,-0.1438,-0.0136,-0.1751,0.227
0.131000,-0.1108,0.0120,-0.1983,0.227
0.137000,-0.0634,0.0068,-0.2198,0.229
0.148000,0.0694,0.0895,-0.2062,0.235
0.148000,0.1397,0.1385,-0.1392,0.241
0.152000,0.0767,0.1420,-0.0879,0.184
0.157000,0.0497,0.1646,-0.1187,0.209
0.164000,0.0254,0.1966,-0.1143,0.229
0.166000,0.0130,0.1738,-0.0870,0.195
0.172000,0.0292,0.1584,-0.0725,0.177
0.177000,0.0262,0.1550,-0.1036,0.188
0.182000,-0.0079,0.1350,-0.1374,0.193
0.187000,-0.0800,0.0796,-0.1310,0.173
0.192000,-0.1327,0.0223,-0.1156,0.177
0.197000,-0.1853,-0.0440,-0.0980,0.214
0.201000,-0.2066,-0.0861,-0.0830,0.239
0.207000,-0.2186,-0.1515,-0.0849,0.279
0.212000,-0.2235,-0.1808,-0.0846,0.300
0.217000,-0.2144,-0.1814,-0.0890,0.295
0.221000,-0.1959,-0.1701,-0.0718,0.269
0.227000,-0.1775,-0.1376,-0.0785,0.238
0.232000,-0.1546,-0.1029,-0.0278,0.188
0.237000,-0.1556,-0.0734,0.0414,0.177
0.248000,-0.1255,-0.0393,0.0344,0.136
0.248000,-0.1242,0.0016,0.0395,0.130
0.253000,-0.1750,0.0160,0.0472,0.182
0.258000,-0.1850,0.0422,0.0434,0.195
0.262000,-0.1877,0.0562,0.0399,0.200
0.267000,-0.1713,0.0416,0.0059,0.176
0.272000,-0.1503,0.0223,-0.0132,0.152
0.278000,-0.1079,-0.0182,-0.0130,0.110
0.283000,-0.0684,-0.0655,0.0090,0.095
0.287000,-0.0625,-0.0840,-0.0117,0.105
0.293000,-0.0902,-0.1261,-0.0436,0.161
0.299000,-0.1178,-0.1584,-0.0584,0.206
0.302000,-0.1548,-0.1976,-0.0513,0.256
0.308000,-0.1559,-0.1772,0.0462,0.241
0.313000,-0.1238,-0.1855,-0.0493,0.228
0.318000,-0.0708,-0.1676,-0.1342,0.226
0.324000,-0.1086,-0.2045,-0.0116,0.232
0.328000,-0.1178,-0.2316,0.0197,0.261
0.334000,-0.1318,-0.1968,-0.1129,0.262
0.339000,-0.1221,-0.1956,-0.1447,0.272
0.343000,-0.1648,-0.1611,-0.0742,0.242
0.348000,-0.1716,-0.1387,-0.0781,0.234
0.353000,-0.1354,-0.0643,-0.1273,0.197
0.359000,-0.0876,0.0024,-0.1429,0.168
0.363000,-0.0160,0.0283,-0.0971,0.102
0.368000,0.0599,0.0421,-0.0734,0.104
0.373000,0.1306,0.0511,-0.0645,0.154
0.378000,0.1321,0.0412,-0.0346,0.143
0.384000,0.1363,0.0218,-0.0386,0.143
0.389000,0.1072,0.0170,-0.0193,0.110
0.393000,0.0453,0.0098,-0.0075,0.047
0.399000,-0.0187,0.0027,-0.0009,0.019
0.404000,-0.0680,0.0266,0.0194,0.076
