time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,0.0217,0.2754,-0.1074,0.296
0.005000,-0.0522,0.2269,-0.0891,0.249
0.009000,-0.1041,0.1527,0.0509,0.192
0.016000,-0.1984,0.0391,0.2282,0.305
0.018000,-0.2064,-0.0687,0.3348,0.399
0.023000,-0.1502,-0.1636,0.3423,0.408
0.029000,-0.0802,-0.2078,0.2752,0.354
0.033000,0.0130,-0.2401,0.1608,0.289
0.040000,0.0580,-0.2292,0.0876,0.252
0.044000,0.0931,-0.2348,0.0533,0.258
0.049000,0.1041,-0.2047,0.0408,0.233
0.054000,0.0794,-0.1909,-0.0143,0.207
0.060000,0.0572,-0.1578,-0.0995,0.195
0.066000,0.0376,-0.0723,-0.1579,0.178
0.069000,-0.0104,-0.0038,-0.1323,0.133
0.073000,-0.0437,0.0430,-0.0547,0.082
0.083000,-0.0055,0.0298,-0.0038,0.031
0.084000,0.0086,0.0543,0.0369,0.066
0.089000,0.0583,0.0541,0.0652,0.103
0.095000,0.0957,0.0154,0.0837,0.128
0.100000,0.0901,-0.0541,0.1017,0.146
0.104000,0.0584,-0.1490,0.1289,0.206
0.109000,-0.0490,-0.2333,0.2058,0.315
0.114000,-0.1175,-0.3212,0.2919,0.450
0.119000,-0.1142,-0.3725,0.3132,0.500
0.124000,-0.0469,-0.3617,0.2774,0.458
0.129000,0.0934,-0.3227,0.2323,0.408
0.135000,0.1994,-0.2608,0.1732,0.371
0.140000,0.2167,-0.1807,0.1048,0.301
0.145000,0.2054,-0.1184,0.0203,0.238
0.149000,0.1942,-0.0450,-0.0369,0.203
0.156000,0.1901,0.0297,-0.0814,0.209
0.160000,0.2218,0.1267,-0.0825,0.268
0.171000,0.2887,0.1792,-0.0383,0.342
0.172000,0.3291,0.1877,-0.0041,0.379
0.175000,0.3502,0.1787,-0.0034,0.393
0.181000,0.3212,0.1646,-0.0098,0.361
0.185000,0.2521,0.1051,-0.0374,0.276
0.191000,0.1527,0.0579,-0.0739,0.179
0.195000,0.0898,0.0204,-0.0413,0.101
0.202000,0.0559,-0.0574,-0.0235,0.083
0.205000,0.0579,-0.0778,-0.0414,0.105
0.211000,0.0600,-0.0629,-0.0547,0.103
0.215000,0.0952,0.0015,-0.0773,0.123
0.221000,0.1207,0.0578,-0.0997,0.167
0.225000,0.1484,0.1180,-0.0935,0.211
0.231000,0.1545,0.1679,-0.1090,0.253
0.236000,0.1202,0.1841,-0.0865,0.236
0.241000,0.0743,0.1738,-0.0900,0.209
0.247000,0.0573,0.1328,-0.0911,0.171
0.251000,-0.0047,0.1184,-0.0635,0.134
0.255000,-0.0851,0.0430,-0.0553,0.110
0.261000,-0.1460,-0.0216,-0.0680,0.163
0.267000,-0.2183,-0.0946,-0.0353,0.240
0.271000,-0.2828,-0.1235,-0.0100,0.309
0.275000,-0.2780,-0.1328,0.0461,0.312
0.282000,-0.2472,-0.1273,0.0495,0.282
0.289000,-0.2094,-0.1002,0.0642,0.241
0.291000,-0.1744,-0.0660,0.0810,0.203
0.299000,-0.1729,-0.0460,0.1327,0.223
0.302000,-0.1666,-0.0235,0.1456,0.222
0.307000,-0.0749,0.0199,0.1461,0.165
0.311000,0.0090,0.0602,0.1442,0.157
0.317000,0.0305,0.0618,0.1752,0.188
0.323000,0.0257,0.0511,0.2032,0.211
0.326000,-0.0146,0.0311,0.1758,0.179
0.332000,-0.0689,0.0230,0.1462,0.163
0.336000,-0.0942,-0.0061,0.1099,0.145
