time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.2184,-0.0763,0.4988,0.550
0.004000,0.0764,-0.0447,0.5513,0.558
0.004000,-0.0569,-0.0275,0.4490,0.453
0.010000,-0.1746,-0.0289,0.3133,0.360
0.014000,-0.2959,-0.0486,0.2146,0.369
0.020000,-0.3925,-0.0414,0.0851,0.404
0.024000,-0.3816,-0.0287,-0.0385,0.385
0.030000,-0.3187,-0.0203,-0.1102,0.338
0.034000,-0.2280,-0.0638,-0.1471,0.279
0.044000,-0.1310,-0.0803,-0.1588,0.221
0.044000,-0.0564,-0.1011,-0.0983,0.152
0.050000,0.0365,-0.1051,-0.0447,0.120
0.065000,0.1263,-0.1021,-0.0219,0.164
0.066000,0.1892,-0.0494,0.0058,0.196
0.066000,0.1755,-0.0094,0.0552,0.184
0.071000,0.1763,0.0061,0.0569,0.185
0.075000,0.1225,-0.0072,0.0471,0.131
0.080000,0.0905,-0.0159,0.0472,0.103
0.085000,0.0801,0.0227,0.0192,0.085
0.090000,0.0412,0.0775,0.0179,0.090
0.094000,0.0360,0.1290,0.0359,0.139
0.100000,0.0285,0.2153,0.0517,0.223
0.107000,0.0330,0.2458,0.0386,0.251
0.110000,0.0636,0.2542,0.0110,0.262
0.116000,0.0609,0.2147,-0.0097,0.223
0.121000,-0.0035,0.1424,0.0119,0.143
0.125000,-0.0175,0.0540,0.0328,0.066
0.130000,-0.0384,-0.0357,0.0127,0.054
0.135000,-0.0403,-0.0956,-0.0431,0.112
0.140000,-0.0469,-0.1759,-0.0986,0.207
0.145000,-0.0702,-0.2193,-0.0966,0.250
0.150000,-0.0791,-0.2284,-0.0946,0.260
0.155000,-0.0928,-0.2060,-0.0829,0.241
0.161000,-0.0970,-0.1738,-0.0828,0.216
0.166000,-0.0443,-0.0892,-0.0702,0.122
0.172000,0.0128,-0.0243,-0.0385,0.047
0.176000,0.0835,0.0516,0.0006,0.098
0.181000,0.1300,0.1216,0.0208,0.179
0.186000,0.1310,0.1500,0.0010,0.199
0.191000,0.1012,0.1372,-0.0088,0.171
0.195000,0.0527,0.1358,-0.0181,0.147
0.201000,0.0165,0.0888,-0.0035,0.090
0.206000,0.0187,0.0724,0.0181,0.077
0.211000,0.0162,0.0723,0.0319,0.081
0.216000,-0.0194,0.0481,0.0452,0.069
0.221000,-0.0547,0.0099,0.0603,0.082
0.226000,-0.1086,-0.0255,0.0486,0.122
0.231000,-0.1265,-0.0269,0.0010,0.129
0.236000,-0.1466,-0.0233,-0.0086,0.149
0.241000,-0.1928,-0.0097,-0.0183,0.194
