time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.008000,0.0939,-0.0509,-0.1521,0.186
0.008000,0.1372,-0.0070,-0.1982,0.241
0.009000,0.1233,0.0319,-0.2463,0.277
0.013000,0.1245,0.0590,-0.2774,0.310
0.015000,0.1692,0.0358,-0.2964,0.343
0.021000,0.1859,0.0386,-0.2866,0.344
0.031000,0.1745,0.0221,-0.2793,0.330
0.031000,0.1182,0.0214,-0.2792,0.304
0.035000,0.0840,0.0458,-0.2530,0.270
0.041000,0.0435,0.0756,-0.1795,0.200
0.046000,0.0391,0.0891,-0.1279,0.161
0.050000,0.0111,0.1218,-0.0981,0.157
0.064000,-0.0335,0.1612,-0.0758,0.181
0.065000,-0.0895,0.1597,0.0011,0.183
0.065000,-0.1004,0.1624,0.0464,0.196
0.071000,-0.0807,0.1594,0.0841,0.197
0.077000,-0.0256,0.1248,0.1050,0.165
0.080000,0.0046,0.1153,0.1422,0.183
0.086000,0.0081,0.0646,0.1387,0.153
0.091000,0.0061,0.0461,0.1305,0.139
0.095000,0.0320,0.0172,0.1104,0.116
0.102000,0.0219,0.0161,0.1071,0.110
0.106000,0.0044,0.0070,0.0705,0.071
0.111000,-0.0490,0.0259,0.0390,0.068
0.116000,-0.0880,0.0157,0.0172,0.091
0.122000,-0.1027,-0.0254,0.0241,0.108
0.126000,-0.1148,-0.0565,0.0095,0.128
0.132000,-0.1223,-0.0445,-0.0334,0.134
0.136000,-0.1495,-0.0248,-0.1069,0.185
0.142000,-0.1655,-0.0003,-0.1728,0.239
0.147000,-0.1439,0.0035,-0.1861,0.235
0.151000,-0.1207,-0.0017,-0.1636,0.203
0.157000,-0.1168,-0.0300,-0.1011,0.157
0.161000,-0.1395,-0.0292,-0.0723,0.160
0.166000,-0.1313,0.0124,-0.0439,0.139
0.171000,-0.1348,0.0374,-0.0037,0.140
0.177000,-0.1022,0.0670,0.0646,0.138
0.183000,-0.0597,0.0369,0.1277,0.146
0.187000,-0.0240,0.0091,0.1548,0.157
0.192000,0.0546,0.0002,0.2031,0.210
0.197000,0.1182,0.0433,0.1726,0.214
0.202000,0.1409,0.0998,0.0996,0.199
0.207000,0.1710,0.1055,0.0962,0.223
0.212000,0.1776,0.0751,0.1499,0.244
0.217000,0.1563,0.0208,0.1129,0.194
0.223000,0.1045,-0.0858,0.0692,0.152
0.227000,0.0388,-0.1559,-0.0287,0.163
0.233000,-0.0793,-0.1660,-0.1687,0.250
0.237000,-0.1950,-0.1545,-0.2886,0.381
0.242000,-0.2680,-0.1308,-0.4077,0.505
0.247000,-0.3152,-0.1233,-0.4048,0.528
0.252000,-0.3483,-0.1032,-0.3664,0.516
0.258000,-0.3650,-0.0661,-0.2832,0.467
0.262000,-0.3292,-0.0190,-0.1866,0.379
0.268000,-0.2668,-0.0215,-0.0669,0.276
0.273000,-0.1917,-0.0449,0.0164,0.198
0.278000,-0.0705,-0.0439,0.1513,0.173
0.283000,0.0482,-0.0146,0.1642,0.172
0.287000,0.1381,0.0525,0.1438,0.206
0.294000,0.2014,0.1022,0.1307,0.261
0.299000,0.1978,0.1010,0.0987,0.243
0.302000,0.1964,0.0516,0.1027,0.228
0.308000,0.1380,-0.0003,0.0876,0.163
0.314000,0.0705,-0.0236,0.0512,0.090
0.319000,0.0412,-0.0594,0.0461,0.086
0.324000,0.0314,-0.0453,0.0338,0.065
0.328000,0.0314,-0.0576,0.0336,0.074
0.335000,0.0193,-0.0532,-0.0142,0.058
0.339000,0.0281,-0.0344,-0.0687,0.082
0.344000,0.0156,-0.0225,-0.0563,0.063
0.349000,0.0152,-0.0126,0.0082,0.021
0.353000,-0.0182,-0.0096,0.0343,0.040
0.360000,-0.0730,0.0174,0.0268,0.080
0.363000,-0.1036,0.0493,0.0336,0.120
0.369000,-0.0838,0.0575,0.0879,0.134
0.374000,-0.0258,0.0375,0.1252,0.133
0.378000,0.0439,0.0485,0.1408,0.155
0.383000,0.0773,0.0330,0.1302,0.155
0.389000,0.1273,0.0295,0.1291,0.184
0.395000,0.1270,0.0115,0.1400,0.189
0.399000,0.1483,0.0242,0.1532,0.215
0.403000,0.1525,0.0176,0.1069,0.187
0.410000,0.1449,0.0204,0.0633,0.159
0.415000,0.1230,0.0134,0.0272,0.127
0.420000,0.0916,0.0159,0.0152,0.094
0.425000,0.0576,0.0087,-0.0039,0.058
0.429000,0.0450,0.0254,-0.0300,0.060
0.435000,0.0490,0.0515,-0.0370,0.080
0.440000,0.0814,0.0635,-0.0605,0.120
0.445000,0.1322,0.0826,-0.0767,0.174
0.449000,0.1063,0.0947,-0.0596,0.154
0.455000,0.0899,0.1378,-0.1043,0.195
0.463000,0.0476,0.1616,-0.0561,0.178
0.465000,0.0155,0.1591,-0.0178,0.161
0.469000,0.0340,0.1019,-0.0130,0.108
0.475000,0.0431,0.0520,-0.0176,0.070
0.480000,0.0097,0.0379,-0.0270,0.048
0.488000,-0.0021,-0.0048,-0.0505,0.051
0.493000,0.0267,-0.0449,-0.1284,0.139
0.495000,0.0485,-0.1133,-0.1534,0.197
0.500000,0.0418,-0.1645,-0.1805,0.248
0.506000,0.0160,-0.1914,-0.2098,0.284
0.510000,0.0019,-0.1869,-0.2507,0.313
0.515000,-0.0314,-0.1604,-0.3080,0.349
0.520000,-0.0482,-0.1218,-0.3150,0.341
0.525000,-0.0488,-0.0638,-0.2983,0.309
0.530000,-0.0665,-0.0340,-0.2486,0.260
0.535000,-0.1010,-0.0015,-0.1850,0.211
0.542000,-0.0740,0.0644,-0.1767,0.202
0.545000,-0.0545,0.0946,-0.0640,0.127
0.550000,-0.0496,0.1033,-0.0377,0.121
0.555000,0.0128,0.0479,0.0525,0.072
0.566000,0.0540,0.0331,0.1871,0.198
0.567000,0.1121,0.0207,0.2163,0.244
0.570000,0.1630,0.0200,0.1906,0.252
0.591000,0.1807,0.0333,0.1676,0.249
0.593000,0.1748,-0.0037,0.1496,0.230
0.593000,0.1364,-0.0408,0.1461,0.204
0.594000,0.0629,-0.1062,0.1212,0.173
0.596000,-0.0218,-0.1452,0.0728,0.164
0.600000,-0.0658,-0.1342,0.0106,0.150
0.605000,-0.1149,-0.0784,-0.0251,0.141
0.611000,-0.1661,-0.0301,-0.0226,0.170
0.616000,-0.1721,0.0133,0.0179,0.174
0.621000,-0.1926,0.0612,0.0604,0.211
