time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.1210,-0.0944,-0.0258,0.156
0.005000,-0.1132,-0.0983,-0.0721,0.166
0.008000,-0.0385,-0.0738,-0.0492,0.097
0.013000,-0.0135,-0.0374,0.0380,0.055
0.020000,0.0310,-0.0204,0.0607,0.071
0.023000,-0.0003,-0.0105,0.0241,0.026
0.038000,-0.0358,-0.0102,0.0068,0.038
0.039000,-0.0468,-0.0003,0.0040,0.047
0.039000,0.0186,-0.0190,-0.0059,0.027
0.044000,0.0361,-0.0281,-0.0512,0.069
0.049000,0.0269,-0.0727,-0.0727,0.106
0.054000,-0.0417,-0.0861,-0.1039,0.141
0.059000,-0.0131,-0.0875,-0.0660,0.110
0.064000,-0.0426,-0.1104,-0.0674,0.136
0.069000,-0.0917,-0.1166,-0.1475,0.209
0.074000,-0.1416,-0.1228,-0.1304,0.228
0.080000,-0.1159,-0.0815,-0.1446,0.202
0.084000,-0.1220,-0.0501,-0.0946,0.162
0.089000,-0.1022,-0.0262,-0.0118,0.106
0.095000,-0.0709,-0.0048,0.0065,0.071
0.099000,-0.0278,0.0330,0.0086,0.044
0.104000,-0.0298,0.0872,0.0371,0.099
0.110000,0.1458,0.1767,0.0554,0.236
0.114000,0.5097,0.2560,0.3732,0.682
0.120000,0.7156,0.3302,0.5572,0.965
0.124000,0.6184,0.3016,0.3700,0.781
0.131000,0.2977,0.2517,0.2131,0.444
0.135000,-0.0102,0.2378,0.0500,0.243
0.140000,-0.0347,0.2547,-0.0244,0.258
0.145000,0.0990,0.3307,0.0204,0.346
0.150000,0.2045,0.3609,0.1455,0.440
0.155000,0.1962,0.3385,0.1718,0.427
0.161000,0.0701,0.2544,0.0907,0.279
0.165000,-0.0160,0.2232,0.0334,0.226
0.171000,-0.0554,0.1684,0.0712,0.191
0.174000,-0.0361,0.1661,0.0942,0.194
0.180000,-0.0200,0.2019,0.0905,0.222
0.185000,-0.0448,0.2064,0.0817,0.226
0.190000,-0.0956,0.1920,0.0369,0.218
0.195000,-0.1616,0.0614,-0.0491,0.180
0.200000,-0.1210,-0.0157,-0.2896,0.314
0.205000,-0.0432,0.0742,-0.1574,0.179
0.211000,0.0622,0.1563,0.1411,0.220
0.215000,0.1685,0.1738,0.3049,0.389
0.220000,0.1561,0.0725,0.2251,0.283
0.226000,-0.1103,-0.0303,-0.0208,0.116
0.231000,-0.3940,-0.0231,-0.1133,0.411
0.236000,-0.4426,-0.0112,-0.0560,0.446
0.240000,-0.3620,0.0268,0.0410,0.365
0.245000,-0.1887,0.0004,0.0329,0.192
0.251000,-0.1155,-0.0494,0.1083,0.166
0.256000,-0.0800,-0.1130,0.0883,0.164
0.261000,-0.0700,-0.1451,0.0473,0.168
0.265000,-0.0405,-0.1437,0.0304,0.152
0.271000,0.0228,-0.1493,-0.0196,0.152
0.276000,0.0006,-0.1264,-0.0575,0.139
0.288000,0.0214,-0.0918,-0.1025,0.139
0.288000,0.0183,-0.0788,-0.0952,0.125
0.291000,-0.0328,-0.0731,-0.0766,0.111
0.297000,-0.1006,-0.1031,-0.0967,0.174
0.301000,-0.1212,-0.1210,-0.0956,0.196
0.308000,-0.1327,-0.1436,-0.1067,0.223
0.312000,-0.1210,-0.1518,-0.0799,0.210
0.316000,-0.1098,-0.1386,-0.0653,0.189
0.322000,-0.0942,-0.1255,-0.0247,0.159
0.327000,-0.0454,-0.0983,-0.0245,0.111
0.338000,0.0057,-0.0594,-0.0379,0.071
0.338000,0.0688,-0.0255,-0.0103,0.074
0.341000,0.1439,0.0390,-0.0442,0.156
0.347000,0.1669,0.0246,-0.0087,0.169
0.352000,0.1829,0.0033,-0.0396,0.187
0.356000,0.1417,-0.0297,-0.0746,0.163
0.362000,0.0936,-0.0696,-0.0571,0.130
0.367000,0.0550,-0.1234,-0.0681,0.151
0.373000,0.0851,-0.1744,-0.1006,0.219
0.377000,0.0884,-0.1681,-0.1257,0.228
0.383000,0.0698,-0.1120,-0.0936,0.162
0.389000,0.0605,-0.0849,-0.0474,0.115
