time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.5333,-0.1268,-0.0160,0.548
0.006000,-0.5553,-0.1735,0.0034,0.582
0.012000,-0.5107,-0.2076,0.0628,0.555
0.017000,-0.4356,-0.2008,0.0670,0.484
0.022000,-0.3587,-0.2037,0.0590,0.417
0.027000,-0.2208,-0.1540,0.0508,0.274
0.032000,-0.1504,-0.1259,0.0303,0.198
0.037000,-0.1115,-0.0717,0.0048,0.133
0.042000,-0.0801,-0.0176,-0.0749,0.111
0.047000,-0.0418,0.0317,-0.1653,0.173
0.052000,0.0387,0.0548,-0.2472,0.256
0.057000,0.0592,0.0712,-0.2613,0.277
0.062000,-0.0037,0.0428,-0.2178,0.222
0.075000,-0.0210,0.0434,-0.1173,0.127
0.076000,-0.0405,0.0300,-0.0413,0.065
0.077000,-0.0575,-0.0520,-0.0063,0.078
0.082000,-0.0815,-0.1097,0.0548,0.147
0.088000,-0.0696,-0.1291,0.1106,0.184
0.092000,-0.0602,-0.1343,0.1611,0.218
0.097000,-0.0699,-0.1658,0.2109,0.277
0.103000,-0.0532,-0.1618,0.2501,0.303
0.107000,-0.0247,-0.1535,0.2644,0.307
0.112000,0.0083,-0.1577,0.2660,0.309
0.118000,0.0602,-0.1314,0.2453,0.285
0.122000,0.0761,-0.1105,0.2076,0.247
0.129000,0.0302,-0.0946,0.1813,0.207
0.133000,0.0179,-0.0669,0.1244,0.142
0.137000,0.0153,-0.0539,0.0750,0.094
0.142000,0.0339,-0.0620,-0.0020,0.071
0.150000,0.0382,-0.0630,-0.0684,0.100
0.153000,0.0447,-0.0045,-0.0718,0.085
0.158000,0.0844,0.0697,-0.0153,0.111
0.164000,0.1760,0.1213,-0.0016,0.214
0.168000,0.2740,0.1527,0.0123,0.314
0.174000,0.3475,0.1689,0.0309,0.388
0.179000,0.3896,0.1890,0.0373,0.435
0.189000,0.3886,0.1892,0.0718,0.438
0.189000,0.3641,0.1768,0.0842,0.413
0.193000,0.3492,0.1851,0.0397,0.397
0.200000,0.3179,0.1782,0.0291,0.366
0.204000,0.2892,0.1209,-0.0119,0.314
0.208000,0.2039,0.0802,-0.0241,0.220
0.214000,0.1430,0.0298,0.0018,0.146
0.219000,0.0495,-0.0134,0.0627,0.081
0.224000,-0.0670,-0.0516,0.1062,0.136
0.229000,-0.1421,-0.0896,0.1680,0.238
0.234000,-0.1691,-0.1061,0.2032,0.285
0.238000,-0.1223,-0.1154,0.2116,0.270
0.245000,-0.0520,-0.1297,0.2054,0.248
0.250000,0.0343,-0.1345,0.1892,0.235
0.254000,0.1105,-0.1131,0.1514,0.219
0.259000,0.1148,-0.0682,0.1089,0.172
0.265000,0.1119,-0.0542,0.0406,0.131
0.269000,0.1257,0.0049,-0.0218,0.128
0.274000,0.1488,0.0729,-0.0811,0.184
0.278000,0.1907,0.1092,-0.1182,0.250
0.290000,0.2323,0.1615,-0.1240,0.309
0.291000,0.2166,0.1748,-0.1107,0.300
0.295000,0.1797,0.1758,-0.1191,0.278
0.299000,0.1099,0.1862,-0.1038,0.240
0.305000,0.0122,0.1656,-0.0649,0.178
0.309000,-0.0253,0.1547,-0.0240,0.159
0.315000,-0.0696,0.1533,0.0191,0.169
0.320000,-0.0589,0.1067,0.0549,0.134
0.325000,-0.0222,0.0792,0.1001,0.130
0.329000,-0.0025,0.0401,0.1210,0.127
0.335000,0.0148,0.0060,0.1485,0.149
0.339000,-0.0036,-0.0110,0.1396,0.140
0.345000,-0.0409,-0.0606,0.1115,0.133
0.350000,-0.1064,-0.0783,0.0383,0.138
0.354000,-0.1311,-0.0547,-0.0057,0.142
0.360000,-0.1509,-0.0568,-0.0445,0.167
0.365000,-0.1516,-0.0300,-0.0827,0.175
0.370000,-0.1191,-0.0004,-0.1087,0.161
0.376000,-0.1035,0.0196,-0.1248,0.163
0.381000,-0.0952,0.0139,-0.1171,0.152
0.386000,-0.1178,0.0370,-0.1119,0.167
0.391000,-0.0762,0.0579,-0.0852,0.128
0.396000,-0.0445,0.0788,-0.0464,0.102
0.401000,0.0083,0.0922,0.0113,0.093
0.405000,0.0179,0.0865,0.0350,0.095
0.410000,0.0038,0.0668,0.0724,0.099
0.417000,-0.0578,0.0311,0.0807,0.104
0.421000,-0.1022,0.0247,0.0908,0.139
0.427000,-0.1273,0.0068,0.0817,0.151
0.431000,-0.0975,0.0532,0.0394,0.118
0.436000,-0.0372,0.0921,-0.0045,0.099
0.440000,-0.0012,0.1140,-0.0595,0.129
0.445000,0.0084,0.1049,-0.0970,0.143
0.451000,0.0346,0.0816,-0.1197,0.149
0.457000,0.0485,0.0470,-0.1607,0.174
