time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.2134,-0.1478,-0.2213,0.341
0.006000,-0.1674,-0.1137,-0.2703,0.338
0.008000,-0.1241,-0.0987,-0.3103,0.348
0.019000,-0.1117,-0.0860,-0.3297,0.359
0.019000,-0.1180,-0.0732,-0.3358,0.363
0.023000,-0.1478,-0.0415,-0.3189,0.354
0.028000,-0.1795,-0.0384,-0.2933,0.346
0.035000,-0.1920,-0.0281,-0.2875,0.347
0.039000,-0.2352,-0.0273,-0.2229,0.325
0.044000,-0.2520,-0.0408,-0.1684,0.306
0.048000,-0.2426,-0.0519,-0.1141,0.273
0.053000,-0.2522,-0.0439,-0.0527,0.261
0.058000,-0.2094,-0.0431,0.0088,0.214
0.065000,-0.1812,-0.0377,0.0300,0.188
0.069000,-0.1342,-0.0514,0.0305,0.147
0.074000,-0.0780,-0.0580,0.0482,0.108
0.081000,-0.0034,-0.0384,0.0377,0.054
0.084000,0.0280,0.0023,0.0156,0.032
0.089000,0.0542,0.0143,-0.0157,0.058
0.094000,0.0444,0.0213,-0.0586,0.077
0.099000,0.0464,-0.0097,-0.0945,0.106
0.105000,0.0576,-0.0333,-0.1090,0.128
0.109000,0.0474,-0.0447,-0.1310,0.146
0.123000,0.0632,-0.0418,-0.1653,0.182
0.124000,0.0598,-0.0435,-0.1882,0.202
0.124000,0.0560,-0.0951,-0.1712,0.204
0.129000,0.0404,-0.1319,-0.1883,0.233
0.135000,0.0103,-0.1493,-0.1989,0.249
0.139000,0.0371,-0.1689,-0.2174,0.278
0.149000,0.0488,-0.1931,-0.2318,0.306
0.150000,0.0431,-0.2194,-0.2373,0.326
0.155000,0.0602,-0.2527,-0.2484,0.359
0.159000,0.0595,-0.2548,-0.1888,0.323
0.165000,0.1268,-0.1810,-0.0683,0.231
0.170000,0.1546,-0.1245,0.0131,0.199
0.175000,0.1361,-0.0711,0.1179,0.194
0.180000,0.1049,-0.0395,0.2414,0.266
0.185000,0.1039,-0.0227,0.3333,0.350
0.190000,0.0833,-0.0037,0.3516,0.361
0.197000,0.0935,0.0221,0.3656,0.378
0.200000,0.1061,0.0358,0.3824,0.398
0.205000,0.1406,0.0494,0.3901,0.418
0.210000,0.1591,0.0723,0.3607,0.401
0.215000,0.1263,0.1023,0.3368,0.374
0.220000,0.0855,0.1083,0.3162,0.345
0.226000,0.0582,0.1119,0.2772,0.305
0.240000,-0.0032,0.1109,0.2248,0.251
0.241000,-0.0059,0.0814,0.1492,0.170
0.241000,-0.0099,0.0903,0.1051,0.139
0.247000,0.0155,0.0755,0.0659,0.101
0.251000,0.0296,0.0587,0.0430,0.079
0.255000,0.0796,0.0563,0.0508,0.110
0.260000,0.1224,0.0754,0.0700,0.160
0.266000,0.1269,0.1133,0.1124,0.204
0.271000,0.1192,0.1462,0.1233,0.225
0.275000,0.1065,0.1646,0.1292,0.235
0.282000,0.0553,0.1899,0.1470,0.246
0.286000,0.0609,0.1935,0.1694,0.264
0.291000,0.0943,0.1852,0.1776,0.273
0.296000,0.1032,0.2077,0.1835,0.296
0.301000,0.1279,0.2109,0.1728,0.301
0.306000,0.0307,0.1475,0.1459,0.210
0.311000,0.0219,0.1701,0.1409,0.222
0.316000,0.0154,0.1757,0.0935,0.200
0.321000,0.0092,0.1553,0.0656,0.169
0.328000,0.0150,0.1255,0.0712,0.145
0.332000,-0.0121,0.0913,0.0720,0.117
0.336000,-0.0577,0.0431,0.0918,0.117
0.341000,-0.1168,0.0453,0.0375,0.131
0.347000,-0.1754,0.0854,-0.0047,0.195
0.351000,-0.2026,0.0802,-0.0113,0.218
0.356000,-0.2414,0.1036,0.0032,0.263
0.363000,-0.2471,0.0603,0.0481,0.259
0.367000,-0.2816,0.0743,0.0664,0.299
0.371000,-0.2733,0.0977,0.1223,0.315
0.377000,-0.2488,0.1374,0.1780,0.335
0.382000,-0.2181,0.1530,0.2026,0.335
0.388000,-0.2688,0.0924,0.1891,0.341
0.392000,-0.2410,0.0845,0.2236,0.339
0.397000,-0.1565,0.1027,0.1965,0.271
0.402000,-0.0297,0.0803,0.1249,0.151
0.407000,0.0061,0.0415,0.1210,0.128
0.413000,0.0252,-0.0683,0.1223,0.142
0.417000,0.0278,-0.1487,0.0574,0.162
0.422000,0.0141,-0.1786,-0.0138,0.180
0.427000,0.0220,-0.1868,-0.0987,0.212
0.432000,0.0085,-0.1736,-0.1213,0.212
0.438000,0.0167,-0.1699,-0.1414,0.222
0.443000,0.0344,-0.1567,-0.1570,0.224
0.448000,0.0875,-0.1412,-0.2013,0.261
0.453000,0.1308,-0.1234,-0.2077,0.275
0.458000,0.2095,-0.0795,-0.2003,0.301
0.463000,0.2544,0.0044,-0.1791,0.311
0.468000,0.3017,0.0687,-0.1653,0.351
0.473000,0.3442,0.1372,-0.1539,0.401
0.478000,0.3461,0.1529,-0.1947,0.426
0.483000,0.3248,0.1519,-0.1707,0.397
0.488000,0.3351,0.2126,-0.1273,0.417
0.494000,0.3724,0.2538,-0.1335,0.470
0.501000,0.3484,0.2139,-0.0961,0.420
0.504000,0.2804,0.1529,-0.0107,0.320
0.508000,0.1876,0.0924,0.0536,0.216
0.516000,0.1104,0.0561,0.0705,0.142
0.518000,0.0389,0.0462,0.0428,0.074
0.524000,-0.0295,0.0315,0.0251,0.050
0.535000,-0.0663,0.0123,0.0506,0.084
0.536000,-0.0816,-0.0116,0.0640,0.104
0.541000,-0.0756,-0.0448,0.0867,0.123
0.544000,-0.0771,-0.0397,0.0877,0.123
0.553000,-0.0670,-0.0204,0.0623,0.094
0.554000,-0.0548,0.0083,0.0561,0.079
0.558000,-0.0596,0.0058,0.0615,0.086
0.564000,-0.0408,0.0057,0.0692,0.081
0.568000,-0.0246,0.0009,0.0317,0.040
0.573000,-0.0134,-0.0372,0.0041,0.040
0.578000,-0.0190,-0.0844,0.0552,0.103
0.585000,-0.0629,-0.1456,0.0803,0.178
0.589000,-0.0713,-0.1708,0.1103,0.215
0.593000,-0.1227,-0.1792,0.1569,0.268
0.599000,-0.1579,-0.1664,0.1963,0.302
0.605000,-0.1508,-0.1846,0.2096,0.317
0.609000,-0.1564,-0.2479,0.2421,0.380
0.619000,-0.1868,-0.2965,0.2603,0.437
0.620000,-0.2227,-0.3069,0.2524,0.455
0.626000,-0.2044,-0.2888,0.2157,0.414
0.635000,-0.1204,-0.3041,0.1507,0.360
0.635000,-0.0112,-0.3050,0.0766,0.315
0.639000,0.1163,-0.3485,0.0428,0.370
0.644000,0.2359,-0.3393,-0.0367,0.415
0.650000,0.3219,-0.3443,-0.1042,0.483
0.655000,0.3581,-0.3467,-0.1602,0.523
0.660000,0.3449,-0.3251,-0.2091,0.518
0.666000,0.2922,-0.3392,-0.2323,0.504
0.670000,0.2477,-0.3078,-0.2514,0.468
0.679000,0.1874,-0.2790,-0.2877,0.442
0.683000,0.1615,-0.2384,-0.2909,0.409
0.685000,0.1241,-0.2075,-0.2399,0.341
0.690000,0.0921,-0.1959,-0.1538,0.266
0.696000,0.0914,-0.1605,-0.0972,0.209
0.701000,0.1096,-0.1208,-0.0695,0.177
0.706000,0.1158,-0.0647,-0.0181,0.134
0.710000,0.1101,-0.0448,0.0545,0.131
0.724000,0.1373,-0.0512,0.1196,0.189
0.726000,0.1406,-0.0434,0.1372,0.201
0.726000,0.1317,-0.0191,0.1242,0.182
0.747000,0.0705,-0.0235,0.0737,0.105
0.749000,-0.0022,-0.0375,0.0360,0.052
0.749000,-0.0600,-0.0704,0.0085,0.093
0.749000,-0.0864,-0.1079,-0.0185,0.139
0.750000,-0.1077,-0.1521,-0.0667,0.198
0.755000,-0.1288,-0.1366,-0.1382,0.233
0.760000,-0.1352,-0.1021,-0.1714,0.241
0.767000,-0.1413,-0.1225,-0.2118,0.283
0.771000,-0.1615,-0.0951,-0.2075,0.280
0.776000,-0.1745,-0.0513,-0.2277,0.291
0.781000,-0.1564,-0.0148,-0.2318,0.280
0.786000,-0.1550,0.0499,-0.2129,0.268
0.791000,-0.1323,0.1142,-0.1996,0.265
0.799000,-0.1194,0.1614,-0.1799,0.270
0.801000,-0.1590,0.1964,-0.1014,0.272
0.806000,-0.1870,0.2572,-0.0190,0.319
0.811000,-0.2246,0.2747,0.0602,0.360
0.818000,-0.2056,0.3157,0.1031,0.391
0.822000,-0.1921,0.3183,0.1649,0.407
0.826000,-0.1744,0.3374,0.2669,0.464
0.840000,-0.1906,0.3586,0.3546,0.539
0.841000,-0.1880,0.3557,0.3853,0.557
0.842000,-0.1713,0.3622,0.3879,0.558
0.864000,-0.1337,0.3804,0.3985,0.567
0.865000,-0.0914,0.3699,0.3715,0.532
0.866000,-0.0257,0.3903,0.3527,0.527
0.866000,0.0041,0.4009,0.3322,0.521
0.867000,0.0389,0.4376,0.3529,0.564
0.871000,0.0192,0.4431,0.3264,0.551
0.876000,0.0027,0.4153,0.2935,0.509
0.882000,-0.0085,0.3972,0.2589,0.474
0.887000,-0.0070,0.4054,0.2296,0.466
0.892000,-0.0216,0.4018,0.2221,0.460
0.898000,-0.0094,0.4124,0.2005,0.459
0.902000,0.0126,0.3898,0.2316,0.454
0.907000,0.0253,0.3863,0.2413,0.456
0.916000,-0.0070,0.3591,0.2609,0.444
0.918000,-0.0178,0.3012,0.2522,0.393
0.923000,-0.0381,0.2794,0.2559,0.381
0.927000,-0.0347,0.2362,0.2125,0.320
0.937000,-0.0768,0.1767,0.1605,0.251
0.938000,-0.0951,0.1319,0.1497,0.221
