time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.0446,0.0598,-0.2504,0.261
0.006000,-0.0793,0.0185,-0.2337,0.247
0.006000,-0.0969,-0.0140,-0.2384,0.258
0.014000,-0.1386,-0.0503,-0.2146,0.260
0.016000,-0.1829,-0.0739,-0.2099,0.288
0.022000,-0.1708,-0.0758,-0.2125,0.283
0.026000,-0.1143,-0.0727,-0.2009,0.242
0.031000,-0.0801,-0.0582,-0.1371,0.169
0.036000,-0.0346,-0.0466,-0.0620,0.085
0.042000,-0.0250,-0.0261,0.0148,0.039
0.046000,-0.0085,0.0052,0.0577,0.059
0.052000,0.0102,0.0379,0.1074,0.114
0.056000,0.0410,0.0790,0.1567,0.180
0.062000,0.0820,0.1142,0.2103,0.253
0.067000,0.1444,0.1646,0.2350,0.321
0.071000,0.1736,0.1590,0.2381,0.335
0.077000,0.1625,0.1432,0.2009,0.295
0.083000,0.1112,0.1121,0.1781,0.238
0.087000,0.0913,0.0450,0.1627,0.192
0.092000,0.0547,0.0039,0.1045,0.118
0.097000,-0.0077,-0.0306,0.0825,0.088
0.102000,-0.0509,-0.0251,0.0558,0.080
0.108000,-0.0915,-0.0320,0.0792,0.125
0.112000,-0.1413,0.0224,0.0905,0.169
0.118000,-0.1644,0.0762,0.1184,0.216
0.123000,-0.1636,0.0891,0.1317,0.228
0.127000,-0.1369,0.0993,0.1141,0.204
0.132000,-0.1297,0.1213,0.0942,0.201
0.137000,-0.0921,0.1292,0.0911,0.183
0.144000,-0.0599,0.1227,0.1046,0.172
0.147000,-0.0254,0.1332,0.1132,0.177
0.152000,-0.0074,0.1320,0.1290,0.185
0.158000,-0.0154,0.1261,0.0782,0.149
0.163000,-0.0279,0.1278,0.0420,0.137
0.168000,-0.0378,0.0868,0.0062,0.095
0.173000,-0.0828,0.0843,-0.0127,0.119
0.179000,-0.0698,0.0535,-0.0100,0.089
0.185000,-0.0375,0.0611,-0.0238,0.076
0.188000,-0.0077,0.0400,-0.0352,0.054
0.193000,0.0292,0.0145,-0.0489,0.059
0.198000,0.0254,-0.0227,-0.0791,0.086
0.204000,0.0759,-0.0333,-0.0852,0.119
0.209000,0.0877,-0.0365,-0.1294,0.161
0.213000,0.0874,-0.0632,-0.1589,0.192
0.218000,0.1036,-0.0631,-0.1502,0.193
0.223000,0.0816,-0.0793,-0.1605,0.197
0.229000,0.0335,-0.0881,-0.1613,0.187
0.233000,-0.0120,-0.0701,-0.1596,0.175
0.238000,-0.0620,-0.0544,-0.1556,0.176
0.247000,-0.0807,-0.0362,-0.1540,0.178
0.249000,-0.0728,0.0033,-0.1026,0.126
0.254000,-0.0600,0.0497,-0.0278,0.083
0.259000,-0.0421,0.0599,0.0180,0.075
0.265000,-0.0384,0.0555,0.0538,0.086
0.268000,-0.0251,0.0554,0.0514,0.080
0.275000,-0.0409,0.0216,0.0560,0.073
0.279000,0.0118,0.0159,0.0772,0.080
0.285000,0.0540,-0.0118,0.0768,0.095
0.289000,0.1074,-0.0494,0.0525,0.129
0.294000,0.1694,-0.0636,0.0260,0.183
0.299000,0.1661,-0.1042,-0.0003,0.196
0.304000,0.1407,-0.1331,-0.0360,0.197
0.310000,0.1319,-0.1719,-0.0287,0.219
0.315000,0.1470,-0.1607,-0.0571,0.225
0.320000,0.1358,-0.1544,-0.0876,0.224
0.325000,0.0819,-0.1342,-0.1250,0.201
0.329000,0.0212,-0.1401,-0.1407,0.200
0.334000,-0.0101,-0.1575,-0.1325,0.206
0.340000,-0.0145,-0.1173,-0.1101,0.162
0.345000,0.0150,-0.0840,-0.0688,0.110
0.351000,0.0280,-0.0482,-0.0610,0.083
0.355000,0.0389,-0.0218,-0.0485,0.066
0.362000,0.0505,0.0004,-0.0431,0.066
0.365000,0.0956,0.0134,-0.0211,0.099
0.371000,0.1171,0.0457,-0.0111,0.126
0.375000,0.1361,0.0783,-0.0226,0.159
0.381000,0.1382,0.0822,-0.0434,0.167
0.385000,0.1282,0.0505,-0.0546,0.148
