time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.0833,0.0607,0.4757,0.487
0.006000,-0.0848,-0.0058,0.4073,0.416
0.010000,-0.0634,-0.0845,0.3394,0.355
0.014000,-0.0099,-0.1157,0.2578,0.283
0.019000,0.0115,-0.1208,0.0818,0.146
0.024000,0.0080,-0.0498,-0.1117,0.123
0.030000,-0.0006,-0.0406,-0.2798,0.283
0.034000,-0.0779,-0.0827,-0.4181,0.433
0.039000,-0.1568,-0.1182,-0.5147,0.551
0.045000,-0.2564,-0.1089,-0.6105,0.671
0.050000,-0.4192,-0.0952,-0.6652,0.792
0.055000,-0.5372,-0.0606,-0.6409,0.838
0.062000,-0.6101,-0.0216,-0.5527,0.823
0.068000,-0.6101,0.0024,-0.4698,0.770
0.070000,-0.5309,-0.0147,-0.4018,0.666
0.074000,-0.4088,0.0102,-0.3272,0.524
0.080000,-0.2634,0.0479,-0.2556,0.370
0.086000,-0.1230,0.0839,-0.2153,0.262
0.090000,0.0172,0.0822,-0.1421,0.165
0.095000,0.1242,0.0857,-0.0813,0.171
0.100000,0.1669,0.0655,-0.0376,0.183
0.105000,0.2005,0.0335,0.0225,0.205
0.110000,0.1490,0.0134,0.0844,0.172
0.115000,0.0792,0.0141,0.1245,0.148
0.120000,0.0412,0.0259,0.1167,0.126
0.127000,-0.0129,0.0319,0.1185,0.123
0.132000,-0.0520,0.0132,0.1226,0.134
0.135000,-0.1169,0.0051,0.1124,0.162
0.140000,-0.1934,0.0458,0.0667,0.210
0.146000,-0.2250,0.0967,-0.0239,0.246
0.150000,-0.1932,0.1199,-0.1327,0.263
0.155000,-0.1418,0.1182,-0.2242,0.290
0.168000,-0.1282,0.1229,-0.3624,0.404
0.168000,-0.0905,0.1079,-0.4545,0.476
0.171000,-0.0526,0.1495,-0.5103,0.534
0.177000,-0.0260,0.2122,-0.5847,0.623
0.181000,-0.0224,0.2673,-0.6680,0.720
0.186000,-0.0318,0.3105,-0.6913,0.759
0.191000,-0.0779,0.3326,-0.7215,0.798
0.196000,-0.1437,0.3078,-0.7444,0.818
0.202000,-0.2143,0.2986,-0.7481,0.833
0.207000,-0.2705,0.2598,-0.7231,0.815
0.213000,-0.3169,0.2443,-0.6723,0.782
0.216000,-0.3131,0.2801,-0.6004,0.733
0.221000,-0.2688,0.3290,-0.5267,0.677
0.226000,-0.2339,0.3456,-0.3989,0.577
0.231000,-0.1844,0.3494,-0.2507,0.468
0.237000,-0.1206,0.3067,-0.0894,0.341
0.242000,-0.0232,0.2746,0.0944,0.291
0.246000,0.0672,0.2410,0.3052,0.395
0.252000,0.1393,0.1746,0.5285,0.574
0.257000,0.2740,0.1631,0.7097,0.778
0.268000,0.4040,0.1368,0.8300,0.933
0.268000,0.4958,0.1450,0.9161,1.052
0.271000,0.5376,0.1304,0.9729,1.119
0.279000,0.5347,0.0930,1.0031,1.141
0.283000,0.5558,0.0636,0.9760,1.125
0.287000,0.4987,0.0797,0.9087,1.040
0.292000,0.4281,0.0768,0.8443,0.950
0.297000,0.3367,0.0908,0.7446,0.822
0.302000,0.2124,0.0526,0.6457,0.682
0.307000,0.0576,0.0506,0.5783,0.583
0.312000,-0.0914,0.0162,0.5685,0.576
0.317000,-0.1720,0.0183,0.6156,0.639
0.329000,-0.1583,0.0261,0.6385,0.658
0.329000,-0.0647,-0.0220,0.6399,0.644
0.332000,0.1132,-0.0751,0.6389,0.653
0.338000,0.3035,-0.1382,0.6189,0.703
0.343000,0.4706,-0.2157,0.6063,0.797
0.348000,0.6315,-0.2763,0.5439,0.878
0.352000,0.7550,-0.3273,0.4726,0.949
0.358000,0.8366,-0.3803,0.3948,1.000
0.363000,0.8474,-0.3998,0.2631,0.973
0.367000,0.7918,-0.4143,0.0897,0.898
0.373000,0.6782,-0.4448,-0.0607,0.813
0.378000,0.5113,-0.4935,-0.2051,0.740
0.383000,0.3119,-0.4961,-0.4243,0.723
0.388000,0.0871,-0.5074,-0.6226,0.808
0.394000,-0.0856,-0.4606,-0.7575,0.891
0.398000,-0.1899,-0.4392,-0.8391,0.966
0.403000,-0.1649,-0.4144,-0.8487,0.959
0.409000,-0.0799,-0.3740,-0.7871,0.875
0.413000,0.0935,-0.3351,-0.6808,0.765
0.419000,0.2912,-0.2643,-0.5422,0.670
0.424000,0.4615,-0.1619,-0.3952,0.629
0.429000,0.5836,-0.0950,-0.2303,0.635
0.433000,0.6558,-0.0635,-0.0715,0.663
0.439000,0.6500,-0.0628,0.0551,0.655
0.444000,0.6258,-0.1168,0.1261,0.649
0.449000,0.5333,-0.1680,0.1988,0.593
0.453000,0.4078,-0.1981,0.2282,0.508
0.459000,0.2777,-0.2430,0.2241,0.432
