time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001000,0.1760,0.0222,0.0044,0.177
0.002000,0.1623,0.0198,-0.0326,0.167
0.008000,0.1505,0.0078,-0.0392,0.156
0.019000,0.1238,-0.0066,-0.0510,0.134
0.020000,0.1180,-0.0448,-0.0422,0.133
0.023000,0.0947,-0.0946,-0.0438,0.141
0.029000,0.0610,-0.1275,-0.0722,0.159
0.032000,0.0123,-0.1745,-0.0795,0.192
0.037000,-0.0273,-0.1999,-0.0564,0.209
0.043000,-0.0126,-0.2013,-0.0220,0.203
0.048000,0.0183,-0.2052,-0.0118,0.206
0.053000,0.0630,-0.2233,-0.0349,0.235
0.058000,0.0908,-0.1652,-0.0390,0.193
0.070000,0.0924,-0.1385,-0.0073,0.167
0.070000,0.0897,-0.1025,-0.0279,0.139
0.073000,0.1538,-0.0667,-0.0506,0.175
0.080000,0.1659,-0.0192,-0.0349,0.171
0.084000,0.1165,0.0160,-0.0501,0.128
0.089000,0.0583,0.0296,-0.0649,0.092
0.093000,0.0388,0.0384,-0.0580,0.080
0.098000,0.0222,0.0163,-0.0415,0.050
0.103000,-0.0109,-0.0175,-0.0676,0.071
0.109000,-0.0316,-0.0296,-0.0669,0.080
0.114000,-0.0330,-0.0392,-0.0491,0.071
0.118000,-0.0124,-0.0510,-0.0289,0.060
0.124000,-0.0106,-0.0342,0.0134,0.038
0.130000,0.0033,-0.0388,0.0395,0.055
0.133000,-0.0037,-0.0148,0.0425,0.045
0.138000,0.0563,0.0020,0.0248,0.062
0.144000,0.1426,0.0805,0.0460,0.170
0.149000,0.2171,0.1061,0.0226,0.243
0.153000,0.2555,0.1197,-0.0334,0.284
0.158000,0.1915,0.1118,-0.0649,0.231
0.170000,0.1300,0.1017,-0.0794,0.183
0.171000,0.0658,0.1057,-0.0698,0.143
0.174000,0.0419,0.0931,-0.0817,0.131
0.179000,0.0314,0.0520,-0.0863,0.106
0.184000,0.0062,0.0468,-0.0621,0.078
0.190000,0.0043,0.0321,-0.0165,0.036
0.194000,0.0044,0.0247,0.0387,0.046
0.199000,0.0255,0.0078,0.0679,0.073
