time,gFx,gFy,gFz,TgF
0.006000,-0.0688,0.0293,1.0285,1.031
0.006000,-0.0688,0.0293,1.0197,1.022
0.006000,-0.0630,0.0302,1.0099,1.012
0.007000,-0.0620,0.0302,1.0051,1.007
0.007000,-0.0601,0.0273,1.0002,1.002
0.008000,-0.0561,0.0283,0.9933,0.995
0.008000,-0.0571,0.0254,0.9904,0.992
0.008000,-0.0581,0.0273,0.9865,0.989
0.012000,-0.0571,0.0293,0.9855,0.988
0.013000,-0.0542,0.0215,0.9806,0.982
0.015000,-0.0591,0.0215,0.9885,0.990
0.017000,-0.0581,0.0185,0.9963,0.998
0.030000,-0.0620,0.0185,1.0041,1.006
0.031000,-0.0649,0.0156,1.0119,1.014
0.031000,-0.0659,0.0215,1.0148,1.017
0.031000,-0.0679,0.0244,1.0138,1.016
0.032000,-0.0708,0.0254,1.0129,1.016
0.032000,-0.0679,0.0234,1.0109,1.013
0.035000,-0.0659,0.0283,1.0080,1.011
0.038000,-0.0659,0.0293,1.0080,1.011
0.040000,-0.0718,0.0244,1.0099,1.013
0.042000,-0.0688,0.0263,1.0090,1.012
0.045000,-0.0737,0.0273,1.0119,1.015
0.047000,-0.0737,0.0312,1.0138,1.017
0.050000,-0.0757,0.0283,1.0138,1.017
0.052000,-0.0796,0.0283,1.0148,1.018
0.056000,-0.0815,0.0312,1.0129,1.017
0.057000,-0.0796,0.0332,1.0158,1.019
0.060000,-0.0796,0.0351,1.0168,1.020
0.062000,-0.0747,0.0351,1.0178,1.021
0.065000,-0.0669,0.0381,1.0090,1.012
0.067000,-0.0659,0.0371,1.0041,1.007
0.071000,-0.0620,0.0371,1.0041,1.007
0.073000,-0.0601,0.0371,1.0021,1.005
0.075000,-0.0601,0.0361,1.0021,1.005
0.077000,-0.0601,0.0342,1.0041,1.006
0.080000,-0.0620,0.0351,1.0051,1.008
0.082000,-0.0591,0.0361,1.0041,1.006
0.085000,-0.0610,0.0361,1.0051,1.008
0.089000,-0.0630,0.0351,1.0031,1.006
0.090000,-0.0610,0.0332,1.0012,1.004
0.092000,-0.0659,0.0342,0.9992,1.002
0.095000,-0.0649,0.0342,0.9982,1.001
0.097000,-0.0659,0.0361,1.0031,1.006
0.100000,-0.0708,0.0351,1.0021,1.005
0.102000,-0.0688,0.0322,1.0060,1.009
0.105000,-0.0669,0.0322,1.0060,1.009
0.107000,-0.0679,0.0332,1.0080,1.011
0.110000,-0.0620,0.0293,1.0119,1.014
0.112000,-0.0591,0.0322,1.0109,1.013
0.115000,-0.0571,0.0302,1.0109,1.013
0.117000,-0.0532,0.0302,1.0138,1.016
0.122000,-0.0513,0.0342,1.0197,1.022
0.122000,-0.0503,0.0332,1.0207,1.022
0.125000,-0.0513,0.0312,1.0265,1.028
0.127000,-0.0513,0.0322,1.0265,1.028
0.130000,-0.0581,0.0273,1.0265,1.029
0.132000,-0.0630,0.0273,1.0226,1.025
0.135000,-0.0718,0.0263,1.0246,1.027
0.138000,-0.0767,0.0215,1.0168,1.020
0.140000,-0.0806,0.0234,1.0158,1.019
0.142000,-0.0825,0.0215,1.0129,1.016
0.145000,-0.0825,0.0263,1.0158,1.019
0.147000,-0.0825,0.0283,1.0207,1.024
0.150000,-0.0825,0.0293,1.0236,1.027
0.152000,-0.0845,0.0302,1.0246,1.029
0.155000,-0.0806,0.0293,1.0217,1.025
0.157000,-0.0815,0.0293,1.0256,1.029
0.160000,-0.0854,0.0273,1.0236,1.028
0.162000,-0.0835,0.0293,1.0226,1.026
0.165000,-0.0815,0.0244,1.0246,1.028
0.167000,-0.0825,0.0273,1.0178,1.021
0.172000,-0.0806,0.0254,1.0148,1.018
0.173000,-0.0776,0.0215,1.0119,1.015
0.175000,-0.0718,0.0244,1.0148,1.018
0.177000,-0.0698,0.0234,1.0138,1.017
0.180000,-0.0649,0.0215,1.0109,1.013
0.182000,-0.0659,0.0244,1.0178,1.020
0.185000,-0.0640,0.0234,1.0119,1.014
0.188000,-0.0630,0.0244,1.0119,1.014
0.190000,-0.0659,0.0234,1.0012,1.004
0.192000,-0.0669,0.0234,1.0031,1.006
0.195000,-0.0659,0.0185,1.0021,1.004
0.197000,-0.0630,0.0175,1.0012,1.003
0.200000,-0.0649,0.0166,1.0080,1.010
0.202000,-0.0640,0.0146,1.0129,1.015
0.205000,-0.0688,0.0175,1.0099,1.012
0.207000,-0.0747,0.0156,1.0168,1.020
0.209000,-0.0757,0.0185,1.0178,1.021
0.212000,-0.0806,0.0215,1.0158,1.019
0.214000,-0.0835,0.0234,1.0178,1.021
0.217000,-0.0825,0.0244,1.0099,1.014
0.219000,-0.0845,0.0283,1.0060,1.010
0.222000,-0.0796,0.0234,1.0070,1.010
0.224000,-0.0786,0.0254,1.0051,1.008
