time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,0.0846,-0.0929,-0.0997,0.160
0.006000,0.1833,-0.1222,-0.1186,0.250
0.006000,0.2688,-0.1251,-0.0852,0.308
0.012000,0.3177,-0.1179,-0.0614,0.344
0.015000,0.3140,-0.0959,-0.0521,0.332
0.020000,0.3134,-0.0661,-0.0498,0.324
0.025000,0.2802,-0.0167,-0.0688,0.289
0.030000,0.2838,0.0217,-0.1041,0.303
0.035000,0.2718,0.0683,-0.1365,0.312
0.040000,0.2212,0.1017,-0.1210,0.272
0.046000,0.1773,0.1031,-0.1054,0.231
0.050000,0.0779,0.0631,-0.1088,0.148
0.056000,-0.0122,0.0128,-0.0906,0.092
0.071000,-0.1146,-0.0074,-0.0819,0.141
0.071000,-0.1846,-0.0030,-0.0970,0.209
0.072000,-0.2182,0.0208,-0.1094,0.245
0.076000,-0.2252,0.0519,-0.1312,0.266
0.082000,-0.1726,0.0472,-0.1242,0.218
0.085000,-0.1132,0.0257,-0.0747,0.138
0.092000,-0.0447,-0.0056,-0.0231,0.051
0.096000,0.0186,-0.0656,0.0184,0.071
0.100000,0.0856,-0.0995,-0.0022,0.131
0.105000,0.1271,-0.1720,-0.0322,0.216
0.111000,0.1336,-0.1899,-0.0408,0.236
0.117000,0.1314,-0.2061,-0.0446,0.248
0.121000,0.0991,-0.2109,-0.0700,0.243
0.126000,0.0892,-0.2256,-0.0691,0.252
0.131000,0.0927,-0.1595,-0.0540,0.192
0.138000,0.1148,-0.1175,-0.0390,0.169
0.142000,0.1056,-0.0374,-0.0407,0.119
0.146000,0.1156,0.0451,-0.0542,0.135
0.151000,0.1324,0.1253,-0.0533,0.190
0.158000,0.1297,0.1724,-0.0522,0.222
0.161000,0.1129,0.1915,-0.0226,0.223
0.166000,0.0894,0.1872,0.0044,0.208
0.171000,0.0446,0.1668,0.0266,0.175
0.178000,0.0004,0.1372,0.0082,0.137
0.181000,-0.0289,0.0983,0.0209,0.105
0.186000,-0.0832,0.0619,0.0691,0.125
0.192000,-0.1125,0.0134,0.1073,0.156
0.197000,-0.1291,-0.0352,0.1072,0.171
0.201000,-0.1377,-0.0531,0.1023,0.180
0.206000,-0.1080,-0.0643,0.1117,0.168
0.211000,-0.0923,-0.0546,0.0948,0.143
0.217000,-0.0645,-0.0454,0.1065,0.132
0.221000,-0.0576,0.0012,0.1371,0.149
0.227000,-0.0243,0.0187,0.1365,0.140
0.232000,0.0067,0.0782,0.1501,0.169
0.237000,0.0590,0.0775,0.1303,0.163
0.241000,0.0584,0.0955,0.0703,0.132
0.247000,0.0736,0.0988,0.0203,0.125
0.251000,0.0477,0.0805,-0.0532,0.108
0.260000,0.0284,0.0550,-0.0738,0.096
0.262000,0.0324,-0.0063,-0.0920,0.098
0.268000,0.0666,-0.0719,-0.1220,0.156
0.273000,0.0452,-0.1181,-0.1660,0.209
0.282000,0.0068,-0.1450,-0.1954,0.243
0.283000,-0.0080,-0.1479,-0.1961,0.246
0.287000,-0.0014,-0.1152,-0.1896,0.222
0.293000,-0.0090,-0.1208,-0.1690,0.208
0.298000,0.0028,-0.0930,-0.1461,0.173
0.302000,0.0031,-0.0819,-0.1401,0.162
0.308000,0.0064,-0.0255,-0.1197,0.123
0.312000,-0.0326,0.0165,-0.0900,0.097
0.319000,-0.0592,0.0586,-0.0509,0.098
0.324000,-0.0477,0.0629,-0.0502,0.093
0.328000,-0.0457,0.0866,-0.0398,0.106
0.333000,-0.0013,0.0961,-0.0580,0.112
0.339000,-0.0000,0.0967,-0.0142,0.098
0.343000,0.0224,0.0858,0.0529,0.103
0.348000,0.0541,0.0965,0.0935,0.145
0.353000,0.0804,0.0833,0.1146,0.163
