time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,0.0174,0.0414,-0.1971,0.202
0.005000,0.0260,0.0008,-0.1980,0.200
0.009000,0.0386,-0.0126,-0.1893,0.194
0.014000,0.0678,-0.0085,-0.1950,0.207
0.018000,0.0824,-0.0372,-0.1507,0.176
0.023000,0.1281,-0.0482,-0.1257,0.186
0.029000,0.1451,-0.0512,-0.1270,0.199
0.034000,0.1764,-0.0558,-0.1353,0.229
0.038000,0.1694,-0.0312,-0.1388,0.221
0.044000,0.1462,-0.0110,-0.1517,0.211
0.049000,0.0854,0.0047,-0.1146,0.143
0.054000,0.0186,0.0326,-0.0469,0.060
0.059000,-0.0564,0.0294,0.0250,0.068
0.064000,-0.0993,0.0476,0.0798,0.136
0.070000,-0.1508,0.0561,0.0842,0.182
0.074000,-0.1638,0.0548,0.0911,0.195
0.079000,-0.1504,0.0581,0.0717,0.176
0.084000,-0.1416,0.0566,0.0834,0.174
0.091000,-0.1255,0.0525,0.0879,0.162
0.096000,-0.0952,0.0174,0.0591,0.113
0.099000,-0.0911,-0.0009,0.0306,0.096
0.105000,-0.0584,-0.0497,0.0070,0.077
0.111000,-0.0308,-0.0697,-0.0068,0.077
0.114000,-0.0065,-0.0916,-0.0300,0.097
0.119000,0.0263,-0.0965,-0.0864,0.132
0.124000,0.0369,-0.0913,-0.0877,0.132
0.130000,0.0230,-0.0764,-0.0724,0.108
0.136000,-0.0082,-0.0566,-0.0667,0.088
0.141000,-0.0281,-0.0580,-0.0683,0.094
0.145000,-0.0486,-0.0568,-0.0532,0.092
0.150000,-0.0407,-0.0244,-0.0098,0.048
0.156000,-0.0187,-0.0016,0.0189,0.027
0.161000,0.0007,0.0567,0.0594,0.082
0.166000,0.0033,0.0792,0.0971,0.125
0.170000,0.0370,0.1060,0.1108,0.158
0.176000,0.0471,0.1183,0.1196,0.175
0.180000,0.0816,0.1375,0.1332,0.208
0.186000,0.0715,0.1252,0.1182,0.186
0.191000,0.0361,0.1054,0.1176,0.162
0.202000,0.0136,0.0875,0.1123,0.143
0.202000,-0.0225,0.0929,0.0809,0.125
0.207000,-0.0842,0.0669,0.0213,0.110
0.211000,-0.1143,0.0427,-0.0094,0.122
0.216000,-0.0871,-0.0007,-0.0351,0.094
0.221000,-0.0648,-0.0064,-0.0345,0.074
0.227000,-0.0380,-0.0144,-0.0528,0.067
0.231000,0.0262,-0.0319,-0.1067,0.114
0.236000,0.0866,-0.0158,-0.1483,0.172
0.242000,0.1341,-0.0068,-0.1682,0.215
0.249000,0.1690,-0.0094,-0.1761,0.244
0.251000,0.2056,-0.0023,-0.1626,0.262
0.256000,0.2464,-0.0021,-0.1492,0.288
0.261000,0.2508,0.0199,-0.1525,0.294
0.268000,0.2024,0.0183,-0.1511,0.253
0.272000,0.1588,0.0123,-0.1331,0.208
0.277000,0.0817,0.0044,-0.1247,0.149
0.281000,0.0214,0.0157,-0.1141,0.117
0.288000,-0.0577,0.0272,-0.1059,0.124
0.291000,-0.1172,0.0341,-0.1097,0.164
0.302000,-0.1621,0.0267,-0.0613,0.175
0.302000,-0.1753,0.0315,-0.0393,0.182
0.307000,-0.1430,0.0317,-0.0055,0.147
0.311000,-0.1199,0.0248,0.0280,0.126
0.317000,-0.0512,0.0514,0.0613,0.095
0.322000,0.0053,0.0420,0.0634,0.076
0.328000,0.0643,0.0495,0.1012,0.130
0.332000,0.0828,0.0473,0.1387,0.168
0.337000,0.0893,0.0237,0.1736,0.197
0.343000,0.1239,0.0121,0.1511,0.196
0.347000,0.1151,0.0217,0.1549,0.194
0.352000,0.0801,0.0263,0.1586,0.180
0.357000,0.0452,0.0353,0.1789,0.188
0.362000,0.0008,0.0414,0.2085,0.213
0.367000,-0.0409,0.0257,0.2211,0.226
0.373000,-0.0731,0.0475,0.1838,0.203
0.380000,-0.0698,0.0566,0.1348,0.162
0.382000,-0.1074,0.0461,0.1122,0.162
0.387000,-0.1329,0.0042,0.1041,0.169
0.393000,-0.1319,-0.0142,0.1387,0.192
0.398000,-0.0829,-0.0399,0.1588,0.184
0.402000,-0.0436,-0.0397,0.1764,0.186
0.409000,0.0195,-0.0471,0.1796,0.187
0.415000,0.0824,-0.0214,0.1543,0.176
0.418000,0.1543,-0.0033,0.1339,0.204
0.423000,0.2091,0.0217,0.1469,0.256
0.429000,0.2611,0.0014,0.1243,0.289
0.433000,0.2750,-0.0069,0.1089,0.296
0.438000,0.2676,0.0015,0.0771,0.278
0.443000,0.2390,0.0123,0.0313,0.241
0.448000,0.1679,0.0256,-0.0188,0.171
0.453000,0.0587,0.0126,-0.0899,0.108
0.459000,-0.0455,0.0140,-0.1534,0.161
0.463000,-0.1640,0.0037,-0.1974,0.257
0.469000,-0.2396,0.0007,-0.2102,0.319
0.474000,-0.2845,-0.0164,-0.1874,0.341
0.478000,-0.2796,-0.0164,-0.1696,0.327
0.484000,-0.2015,-0.0423,-0.1495,0.254
0.489000,-0.0793,-0.0227,-0.1011,0.131
0.494000,0.0014,-0.0123,-0.0650,0.066
0.505000,0.1100,0.0030,-0.0316,0.115
0.506000,0.1988,0.0161,-0.0031,0.199
0.509000,0.2280,0.0508,0.0252,0.235
0.521000,0.2294,0.0828,0.0747,0.255
0.522000,0.2106,0.0933,0.1048,0.253
0.524000,0.1954,0.0749,0.1443,0.254
0.531000,0.1293,0.0519,0.1242,0.187
0.534000,0.0626,0.0169,0.1020,0.121
0.539000,0.0331,0.0008,0.1703,0.173
0.544000,0.0056,0.0463,0.0242,0.053
0.549000,-0.0836,0.0294,-0.0921,0.128
0.555000,-0.1579,-0.0187,-0.0556,0.168
0.559000,-0.2293,-0.0810,-0.0337,0.246
0.564000,-0.2811,-0.1290,-0.0666,0.316
0.569000,-0.3187,-0.1864,-0.0660,0.375
0.576000,-0.3375,-0.2010,-0.0726,0.399
0.579000,-0.3112,-0.1707,-0.0412,0.357
0.584000,-0.2354,-0.1527,-0.0100,0.281
0.590000,-0.1602,-0.1016,0.0161,0.190
0.602000,-0.0930,-0.0512,-0.0102,0.107
0.604000,-0.0263,-0.0275,-0.0008,0.038
0.605000,0.0139,0.0007,0.0371,0.040
0.611000,0.0229,-0.0569,0.0700,0.093
0.623000,0.0839,-0.0713,0.0361,0.116
0.625000,0.0873,-0.0548,-0.0213,0.105
0.625000,0.0666,-0.0312,-0.0759,0.106
0.632000,0.0152,-0.0100,-0.0896,0.091
0.636000,-0.0712,-0.0436,-0.1198,0.146
0.639000,-0.1069,-0.0269,-0.1355,0.175
0.646000,-0.1375,-0.0269,-0.1321,0.193
0.650000,-0.1558,-0.0029,-0.1287,0.202
0.655000,-0.1667,0.0046,-0.1062,0.198
0.660000,-0.1131,0.0170,-0.0816,0.141
0.665000,-0.0526,0.0509,-0.0310,0.079
0.670000,-0.0136,0.0827,0.0145,0.085
0.675000,0.0559,0.0957,0.0312,0.115
0.680000,0.0846,0.1019,0.0477,0.141
0.686000,0.1175,0.0941,0.0593,0.162
0.691000,0.1522,0.0632,0.0328,0.168
0.707000,0.1741,0.0349,0.0208,0.179
0.708000,0.1624,-0.0021,-0.0054,0.162
0.708000,0.1314,-0.0100,-0.0171,0.133
0.711000,0.0719,-0.0295,-0.0407,0.088
0.722000,0.0057,-0.0724,-0.0688,0.100
0.723000,-0.0459,-0.0912,-0.0919,0.137
0.726000,-0.0996,-0.1003,-0.0745,0.160
0.731000,-0.1509,-0.0903,-0.0762,0.192
0.736000,-0.1596,-0.0708,-0.0946,0.199
0.741000,-0.1663,-0.0512,-0.1177,0.210
0.746000,-0.1473,-0.0176,-0.1002,0.179
0.751000,-0.1331,0.0161,-0.0805,0.156
0.756000,-0.1119,0.0353,-0.0182,0.119
0.761000,-0.0861,0.0521,0.0080,0.101
0.767000,-0.0434,0.0763,0.0221,0.090
0.771000,0.0327,0.0578,0.0291,0.073
0.777000,0.1088,0.0633,0.0076,0.126
0.783000,0.1491,0.0617,0.0005,0.161
0.787000,0.1395,0.0173,-0.0064,0.141
0.791000,0.0992,0.0066,-0.0157,0.101
0.804000,0.0330,0.0006,-0.0273,0.043
0.805000,-0.0213,0.0087,-0.0579,0.062
0.807000,-0.0496,0.0284,-0.1001,0.115
0.823000,-0.0800,0.0123,-0.0755,0.111
0.825000,-0.0818,-0.0085,-0.0297,0.087
0.826000,-0.0812,0.0015,-0.0104,0.082
0.827000,-0.0212,0.0187,-0.0103,0.030
0.834000,0.0403,0.0455,-0.0221,0.065
0.837000,0.0748,0.0532,-0.0481,0.104
0.842000,0.1350,0.0829,-0.0358,0.162
0.847000,0.1852,0.0841,-0.0213,0.204
0.852000,0.1993,0.0856,0.0050,0.217
0.857000,0.2158,0.0756,0.0216,0.230
0.863000,0.2014,0.0992,0.0286,0.226
0.868000,0.1466,0.0965,0.0142,0.176
0.872000,0.0542,0.1057,0.0165,0.120
0.878000,-0.0422,0.0837,0.0282,0.098
0.882000,-0.1022,0.0711,0.0470,0.133
0.888000,-0.1021,0.0488,0.0775,0.137
0.892000,-0.1657,0.0334,0.1078,0.200
0.904000,-0.1475,0.0034,0.1188,0.189
0.905000,-0.1125,-0.0314,0.1440,0.185
0.909000,-0.0803,-0.0403,0.0883,0.126
0.919000,-0.0555,-0.0352,0.0377,0.076
0.921000,-0.0379,-0.0355,0.0445,0.068
0.923000,-0.0272,-0.0335,0.0395,0.058
0.930000,0.0122,-0.0390,0.0582,0.071
0.933000,0.0112,0.0031,0.0388,0.040
0.938000,0.0554,0.0187,0.0433,0.073
0.943000,0.0660,0.0174,0.0098,0.069
0.949000,0.0433,0.0590,0.0098,0.074
0.953000,-0.0004,0.0693,-0.0068,0.070
0.958000,0.0014,0.0819,-0.0161,0.083
0.964000,-0.0063,0.0660,-0.0562,0.087
0.969000,-0.0117,0.0597,-0.0865,0.106
0.973000,-0.0458,0.0252,-0.1070,0.119
0.980000,-0.0826,-0.0093,-0.1180,0.144
0.983000,-0.1051,-0.0433,-0.1122,0.160
0.988000,-0.1231,-0.0864,-0.1232,0.194
0.993000,-0.1078,-0.0912,-0.1436,0.201
1.000000,-0.1114,-0.0861,-0.1352,0.195
1.004000,-0.0935,-0.0502,-0.1151,0.157
1.009000,-0.0779,-0.0190,-0.0927,0.123
1.020000,-0.0311,0.0002,-0.0681,0.075
1.021000,-0.0010,0.0149,-0.0698,0.071
1.025000,0.0427,0.0060,-0.0667,0.079
1.037000,0.0738,-0.0216,-0.0755,0.108
1.039000,0.0927,-0.0344,-0.0558,0.114
1.040000,0.0761,-0.0301,-0.0362,0.089
1.044000,0.0597,-0.0447,0.0046,0.075
1.049000,0.0696,-0.0116,-0.0048,0.071
1.054000,0.0346,-0.0069,-0.0045,0.036
1.059000,-0.0169,0.0025,-0.0161,0.023
1.064000,-0.0656,0.0119,-0.0324,0.074
1.070000,-0.1069,-0.0238,-0.0320,0.114
1.074000,-0.1481,-0.0164,-0.0505,0.157
1.082000,-0.1770,-0.0518,-0.0333,0.187
1.084000,-0.1748,-0.0679,0.0004,0.187
1.090000,-0.1560,-0.1052,0.0386,0.192
1.095000,-0.1112,-0.0735,0.0360,0.138
1.100000,-0.0479,-0.0469,0.0193,0.070
1.105000,0.0148,0.0031,0.0098,0.018
1.110000,0.0744,0.0337,0.0146,0.083
1.124000,0.0927,0.0497,0.0217,0.107
1.125000,0.1368,0.0440,0.0168,0.145
1.126000,0.1234,0.0311,0.0167,0.128
1.149000,0.1122,0.0206,0.0380,0.120
1.150000,0.0559,0.0268,0.0614,0.087
1.151000,0.0046,0.0233,0.0561,0.061
