time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.1859,-0.0237,-0.4528,0.490
0.003000,0.1111,-0.0388,-0.3896,0.407
0.009000,0.0178,-0.0662,-0.3506,0.357
0.013000,-0.0560,-0.0587,-0.2953,0.306
0.019000,-0.1203,-0.0217,-0.2784,0.304
0.030000,-0.1536,-0.0079,-0.1903,0.245
0.031000,-0.1730,0.0014,-0.0864,0.193
0.033000,-0.1355,0.0389,-0.0523,0.150
0.039000,-0.1199,0.0543,0.0196,0.133
0.044000,-0.0661,0.0286,0.1027,0.125
0.049000,-0.0434,-0.0263,0.2396,0.245
0.057000,-0.0180,-0.0436,0.2947,0.298
0.059000,0.0147,-0.0622,0.3612,0.367
0.064000,0.0191,-0.0533,0.3677,0.372
0.069000,0.0003,-0.0362,0.3694,0.371
0.076000,-0.0153,-0.0301,0.4138,0.415
0.079000,-0.0109,0.0082,0.3818,0.382
0.085000,0.0387,0.0360,0.3216,0.326
0.092000,0.0926,0.0555,0.2618,0.283
0.096000,0.0724,0.0576,0.1882,0.210
0.099000,0.0046,0.0638,0.1318,0.146
0.106000,-0.0911,0.0339,0.0900,0.133
0.110000,-0.1458,0.0087,0.0771,0.165
0.115000,-0.1788,0.0001,0.0310,0.181
0.119000,-0.1902,-0.0012,-0.0147,0.191
0.125000,-0.1871,-0.0523,-0.0410,0.199
0.129000,-0.1746,-0.1028,-0.0504,0.209
0.134000,-0.1814,-0.1335,-0.0764,0.238
0.140000,-0.1832,-0.1516,-0.0902,0.254
0.146000,-0.1520,-0.1521,-0.1609,0.269
0.149000,-0.0879,-0.1257,-0.2191,0.267
0.155000,-0.0197,-0.0985,-0.2316,0.252
0.161000,0.0266,-0.0802,-0.2487,0.263
0.167000,0.0299,-0.0445,-0.2300,0.236
0.171000,0.0096,-0.0272,-0.1734,0.176
0.176000,0.0043,0.0218,-0.1362,0.138
0.180000,0.0012,0.0807,-0.1229,0.147
0.187000,-0.0280,0.1160,-0.0931,0.151
0.192000,-0.0502,0.1326,-0.0517,0.151
0.195000,-0.0419,0.1399,-0.0059,0.146
0.200000,-0.0364,0.1211,0.0443,0.134
0.207000,-0.0099,0.1234,0.1011,0.160
0.211000,0.0609,0.1109,0.1146,0.171
0.215000,0.0859,0.0882,0.1469,0.192
0.220000,0.0846,0.0673,0.1932,0.221
0.226000,0.0572,0.0764,0.2319,0.251
0.231000,0.0493,0.0561,0.2204,0.233
0.236000,0.0370,0.0538,0.2374,0.246
0.241000,0.0114,0.0033,0.2566,0.257
0.247000,-0.0035,-0.0306,0.2758,0.278
0.251000,-0.0672,-0.0242,0.2355,0.246
0.257000,-0.1536,-0.0110,0.1718,0.231
0.261000,-0.2199,0.0046,0.0801,0.234
0.267000,-0.2718,-0.0012,-0.0226,0.273
0.270000,-0.2759,-0.0042,-0.0960,0.292
0.276000,-0.2042,-0.0043,-0.0976,0.226
0.282000,-0.1259,-0.0110,-0.0990,0.161
0.287000,-0.0912,-0.0269,-0.0602,0.113
0.293000,-0.0404,-0.0041,-0.0358,0.054
0.297000,0.0168,0.0306,-0.0141,0.038
0.302000,0.0802,0.0986,-0.0400,0.133
0.306000,0.0881,0.1187,-0.0182,0.149
0.313000,0.1168,0.1245,-0.0014,0.171
0.317000,0.1306,0.0944,0.0389,0.166
0.322000,0.1370,0.0667,0.0575,0.163
0.327000,0.1263,0.0628,0.0546,0.151
0.332000,0.1179,0.0371,0.0208,0.125
0.337000,0.0550,-0.0102,0.0038,0.056
0.342000,-0.0405,-0.0838,0.0083,0.093
0.348000,-0.1351,-0.1335,0.0033,0.190
0.351000,-0.1953,-0.1736,-0.0230,0.262
0.357000,-0.2597,-0.1804,-0.0397,0.319
0.362000,-0.2164,-0.1586,-0.0514,0.273
0.368000,-0.1945,-0.1298,-0.0987,0.254
0.372000,-0.1418,-0.0960,-0.1169,0.207
0.378000,-0.1154,-0.0570,-0.1516,0.199
0.382000,-0.0986,-0.0035,-0.1622,0.190
0.389000,-0.0675,0.0195,-0.1395,0.156
0.394000,-0.0293,0.0430,-0.1168,0.128
0.397000,-0.0101,0.0597,-0.0776,0.098
0.403000,0.0166,0.0768,-0.0530,0.095
0.408000,0.0459,0.0821,-0.0095,0.095
0.412000,0.0518,0.0589,0.0171,0.080
0.419000,0.0937,0.0431,0.0197,0.105
0.422000,0.1117,0.0227,-0.0061,0.114
0.428000,0.1080,-0.0117,-0.0436,0.117
0.432000,0.0926,-0.0553,-0.0713,0.129
0.438000,0.0723,-0.1012,-0.0917,0.154
0.443000,0.0400,-0.1300,-0.0977,0.167
0.449000,0.0102,-0.1493,-0.1036,0.182
0.454000,-0.0172,-0.1232,-0.0882,0.153
0.458000,-0.0067,-0.1069,-0.1013,0.147
0.464000,-0.0060,-0.0571,-0.0954,0.111
0.469000,-0.0295,-0.0005,-0.0896,0.094
0.473000,-0.0411,0.0416,-0.0790,0.098
0.479000,-0.0434,0.0765,-0.0329,0.094
0.484000,-0.0174,0.0711,-0.0323,0.080
0.499000,0.0109,0.0824,0.0110,0.084
0.500000,0.0578,0.0793,0.0540,0.112
0.502000,0.0354,0.0927,0.0847,0.130
0.504000,0.0366,0.0939,0.0677,0.121
0.516000,0.0375,0.0874,0.0768,0.122
0.518000,0.0572,0.0615,0.1096,0.138
0.519000,0.0671,-0.0076,0.1468,0.162
0.525000,0.0770,-0.0649,0.1717,0.199
0.529000,0.0725,-0.1081,0.1631,0.209
0.533000,0.0587,-0.1163,0.1593,0.206
0.540000,0.0806,-0.1107,0.1437,0.198
0.543000,0.0405,-0.0916,0.1233,0.159
0.549000,0.0055,-0.0661,0.1007,0.121
0.554000,0.0137,-0.0578,0.0759,0.096
0.559000,0.0383,-0.0046,0.0678,0.078
0.564000,0.0629,0.0243,0.0623,0.092
0.569000,0.0875,0.0933,0.0758,0.149
0.575000,0.0958,0.1093,0.1058,0.180
0.579000,0.0596,0.1299,0.1261,0.191
0.585000,0.0336,0.1076,0.1178,0.163
0.601000,0.0150,0.0876,0.0906,0.127
0.602000,-0.0197,0.0535,0.0707,0.091
0.603000,-0.0208,0.0409,0.0629,0.078
0.607000,-0.0173,0.0281,0.0171,0.037
0.619000,-0.0214,0.0175,-0.0118,0.030
0.620000,-0.0305,-0.0359,-0.0618,0.078
0.620000,-0.0329,-0.0700,-0.0544,0.095
0.627000,-0.0547,-0.0614,-0.0496,0.096
0.630000,-0.0670,-0.0722,-0.0567,0.114
0.634000,-0.0934,-0.0380,-0.0518,0.113
0.640000,-0.0884,-0.0162,-0.0304,0.095
0.645000,-0.0406,0.0173,-0.0139,0.046
0.649000,0.0233,0.0316,-0.0213,0.045
0.654000,0.0745,0.0315,-0.0358,0.088
0.660000,0.1276,0.0175,0.0021,0.129
0.666000,0.1706,0.0207,0.0231,0.173
0.670000,0.1920,0.0291,0.0179,0.195
0.675000,0.2035,0.0281,0.0079,0.206
0.680000,0.1722,0.0371,-0.0090,0.176
0.686000,0.1508,0.0654,-0.0495,0.172
0.701000,0.1173,0.0652,-0.0612,0.148
0.703000,0.1053,0.0770,-0.0681,0.147
0.709000,0.0743,0.0793,-0.0535,0.121
0.710000,0.0316,0.0648,-0.0272,0.077
0.710000,0.0511,0.0693,-0.0130,0.087
0.718000,0.0418,0.0235,0.0248,0.054
0.720000,0.0017,-0.0246,0.0052,0.025
0.727000,-0.0597,-0.0680,-0.0070,0.091
0.730000,-0.0950,-0.0685,-0.0573,0.130
0.735000,-0.1371,-0.0952,-0.0667,0.180
0.741000,-0.1266,-0.0955,-0.0618,0.170
0.746000,-0.1090,-0.1053,-0.0855,0.174
0.750000,-0.0795,-0.1148,-0.1041,0.174
0.758000,-0.0455,-0.1049,-0.1226,0.168
0.761000,-0.0332,-0.0779,-0.1528,0.175
0.766000,-0.0569,-0.0414,-0.1518,0.167
0.770000,-0.0542,-0.0259,-0.1295,0.143
0.776000,-0.0872,-0.0077,-0.1120,0.142
0.781000,-0.0818,-0.0008,-0.0994,0.129
0.786000,-0.0600,0.0111,-0.0893,0.108
0.800000,-0.0237,0.0259,-0.0720,0.080
0.802000,-0.0067,0.0267,-0.0691,0.074
0.802000,-0.0065,0.0275,-0.0520,0.059
0.809000,-0.0465,0.0046,-0.0469,0.066
0.821000,-0.0788,-0.0179,-0.0299,0.086
0.822000,-0.0866,-0.0239,-0.0036,0.090
0.823000,-0.0588,-0.0276,-0.0226,0.069
0.828000,-0.0381,-0.0363,0.0037,0.053
0.832000,-0.0291,-0.0383,0.0226,0.053
0.837000,-0.0175,-0.0427,0.0295,0.055
0.843000,-0.0204,-0.0473,0.0126,0.053
0.847000,0.0004,-0.0331,0.0076,0.034
0.852000,0.0114,-0.0211,-0.0020,0.024
0.858000,-0.0038,0.0146,0.0098,0.018
0.862000,-0.0258,0.0192,0.0239,0.040
0.867000,-0.0356,0.0240,0.0451,0.062
0.872000,0.0021,0.0408,0.0423,0.059
0.877000,-0.0033,0.0433,0.0182,0.047
0.882000,0.0293,0.0433,-0.0033,0.052
0.887000,0.0403,0.0625,-0.0484,0.089
0.901000,0.0679,0.0339,-0.0361,0.084
0.903000,0.0908,0.0054,-0.0335,0.097
0.903000,0.1233,-0.0181,-0.0379,0.130
0.923000,0.1320,-0.0249,-0.0494,0.143
0.925000,0.1219,-0.0247,-0.0680,0.142
0.925000,0.1311,-0.0364,-0.0603,0.149
0.926000,0.1168,-0.0626,-0.0478,0.141
0.927000,0.0409,-0.0696,-0.0759,0.111
0.933000,-0.0274,-0.0456,-0.1108,0.123
0.937000,-0.1095,-0.0339,-0.1408,0.182
0.943000,-0.1886,-0.0341,-0.1230,0.228
0.948000,-0.2291,-0.0343,-0.1006,0.253
0.953000,-0.2503,-0.0297,-0.0712,0.262
0.960000,-0.1951,-0.0371,-0.0421,0.203
0.963000,-0.1118,-0.0205,-0.0275,0.117
0.968000,0.0109,0.0176,-0.0462,0.051
0.974000,0.1111,0.0176,-0.0339,0.117
0.978000,0.2385,0.0300,-0.0288,0.242
0.983000,0.3196,0.0379,-0.0190,0.322
0.988000,0.3665,0.0416,-0.0187,0.369
0.994000,0.3964,0.0172,-0.0303,0.398
0.999000,0.4069,0.0004,-0.0228,0.408
1.003000,0.3530,0.0103,-0.0177,0.354
1.016000,0.2545,0.0015,-0.0032,0.254
1.018000,0.1586,0.0048,0.0065,0.159
1.019000,0.0205,0.0035,-0.0077,0.022
1.037000,-0.0766,0.0046,-0.0217,0.080
1.038000,-0.1307,0.0295,-0.0262,0.136
1.039000,-0.1633,0.0210,0.0287,0.167
1.039000,-0.1739,0.0077,0.0974,0.199
1.045000,-0.2103,-0.0128,0.1560,0.262
1.049000,-0.2319,-0.0142,0.1643,0.285
1.055000,-0.2152,-0.0231,0.1417,0.259
1.059000,-0.1985,-0.0156,0.1358,0.241
1.064000,-0.1626,-0.0370,0.1656,0.235
1.069000,-0.1456,-0.0322,0.1809,0.234
1.076000,-0.1474,-0.0610,0.1985,0.255
1.079000,-0.1225,-0.0447,0.2112,0.248
1.085000,-0.0975,-0.0572,0.1906,0.222
1.089000,-0.0655,-0.0438,0.1725,0.190
1.098000,-0.0594,-0.0614,0.1902,0.208
1.099000,-0.0314,-0.0527,0.1793,0.189
1.105000,-0.0129,-0.0109,0.1566,0.157
1.113000,-0.0162,0.0163,0.1341,0.136
1.115000,-0.0171,0.0222,0.0951,0.099
1.119000,-0.0300,0.0376,0.0708,0.086
1.125000,-0.0239,0.0408,0.0965,0.107
1.130000,-0.0273,0.0419,0.0864,0.100
1.135000,-0.0166,0.0338,0.0478,0.061
1.141000,-0.0252,0.0568,0.0239,0.067
1.146000,-0.0436,0.0393,-0.0284,0.065
1.150000,-0.0671,0.0222,-0.0470,0.085
1.155000,-0.0601,0.0126,-0.0844,0.104
1.162000,-0.0322,-0.0302,-0.1002,0.109
1.166000,-0.0475,-0.0559,-0.0850,0.112
1.170000,-0.0390,-0.0671,-0.0557,0.096
1.175000,-0.0377,-0.0568,-0.0480,0.083
1.180000,-0.0221,-0.0394,-0.0570,0.073
1.186000,0.0009,-0.0291,-0.0279,0.040
1.193000,0.0239,-0.0308,-0.0061,0.040
1.197000,0.0351,0.0030,0.0321,0.048
1.200000,0.0251,0.0248,0.0368,0.051
1.207000,0.0156,0.0512,0.0462,0.071
1.218000,-0.0057,0.0486,0.0437,0.066
1.220000,-0.0385,0.0482,0.0340,0.070
1.222000,-0.0663,0.0024,0.0173,0.069
1.237000,-0.0916,-0.0006,0.0031,0.092
1.238000,-0.0905,0.0082,-0.0134,0.092
1.238000,-0.0891,-0.0023,-0.0084,0.089
1.246000,-0.0311,-0.0131,-0.0462,0.057
1.247000,0.0379,-0.0076,-0.0790,0.088
1.251000,0.0534,-0.0163,-0.1068,0.121
1.255000,0.0780,-0.0367,-0.1012,0.133
1.260000,0.0592,-0.0166,-0.0696,0.093
1.266000,0.0854,0.0174,-0.0524,0.102
1.270000,0.1016,0.0513,-0.0283,0.117
1.277000,0.1221,0.0945,-0.0020,0.154
1.281000,0.1090,0.1305,0.0050,0.170
1.286000,0.0792,0.1659,0.0452,0.189
1.300000,0.0733,0.1630,0.0756,0.194
1.302000,0.0677,0.1812,0.0820,0.210
1.308000,0.0645,0.1656,0.0788,0.194
1.319000,0.0428,0.1665,0.0874,0.193
1.320000,0.0453,0.1171,0.0676,0.143
1.321000,0.0264,0.0723,0.0692,0.103
1.322000,-0.0019,0.0371,0.0043,0.037
1.330000,0.0009,0.0138,-0.0388,0.041
1.332000,-0.0034,0.0027,-0.0624,0.063
1.337000,0.0088,-0.0108,-0.0788,0.080
1.342000,-0.0457,-0.0238,-0.1021,0.114
1.346000,-0.0501,-0.0223,-0.1252,0.137
1.351000,-0.0402,0.0009,-0.1363,0.142
1.359000,-0.0352,0.0338,-0.1139,0.124
1.362000,-0.0136,0.0455,-0.0894,0.101
1.367000,0.0434,0.0716,-0.0484,0.097
1.372000,0.0689,0.0762,-0.0054,0.103
1.378000,0.0705,0.0760,0.0491,0.115
1.383000,0.0578,0.0683,0.0866,0.125
1.389000,0.0454,0.0532,0.1070,0.128
1.396000,0.0424,0.0497,0.1249,0.141
1.398000,0.0134,0.0339,0.1189,0.124
1.403000,-0.0110,0.0320,0.0939,0.100
1.409000,0.0100,-0.0059,0.0833,0.084
1.413000,0.0286,-0.0201,0.0775,0.085
