time,gFx,gFy,gFz,TgF
0.003000,0.0171,0.0019,0.9767,0.977
0.003000,0.0200,0.0039,0.9601,0.960
0.003000,0.0230,0.0019,0.9396,0.940
0.003000,0.0239,0.0039,0.9347,0.935
0.005000,0.0191,0.0019,0.9318,0.932
0.010000,0.0181,-0.0000,0.9269,0.927
0.011000,0.0230,-0.0059,0.9279,0.928
0.013000,0.0288,-0.0059,0.9220,0.923
0.015000,0.0376,-0.0117,0.9250,0.926
0.017000,0.0464,-0.0137,0.9357,0.937
0.020000,0.0532,-0.0147,0.9582,0.960
0.022000,0.0620,-0.0225,0.9826,0.985
0.032000,0.0640,-0.0235,1.0158,1.018
0.033000,0.0591,-0.0235,1.0490,1.051
0.033000,0.0532,-0.0176,1.0744,1.076
0.033000,0.0464,-0.0117,1.0900,1.091
0.035000,0.0405,-0.0059,1.0998,1.101
0.037000,0.0347,-0.0000,1.1066,1.107
0.042000,0.0376,0.0009,1.1008,1.101
0.042000,0.0386,0.0078,1.0939,1.095
0.045000,0.0386,0.0097,1.0842,1.085
0.047000,0.0415,0.0078,1.0764,1.077
0.050000,0.0415,0.0097,1.0617,1.063
0.052000,0.0376,0.0058,1.0510,1.052
0.055000,0.0327,0.0039,1.0402,1.041
0.057000,0.0288,-0.0000,1.0295,1.030
0.060000,0.0288,-0.0059,1.0265,1.027
0.062000,0.0337,-0.0078,1.0168,1.017
0.065000,0.0376,-0.0020,1.0129,1.014
0.067000,0.0493,0.0009,1.0060,1.007
0.070000,0.0542,0.0049,1.0041,1.006
0.072000,0.0601,0.0078,0.9943,0.996
0.075000,0.0640,0.0136,0.9797,0.982
0.078000,0.0601,0.0127,0.9660,0.968
0.080000,0.0611,0.0156,0.9455,0.948
0.082000,0.0552,0.0117,0.9367,0.938
0.085000,0.0503,0.0107,0.9279,0.929
0.087000,0.0425,0.0078,0.9269,0.928
0.091000,0.0366,0.0039,0.9220,0.923
0.092000,0.0298,-0.0049,0.9181,0.919
0.095000,0.0259,-0.0127,0.9211,0.922
0.097000,0.0269,-0.0147,0.9259,0.926
0.100000,0.0230,-0.0157,0.9377,0.938
0.102000,0.0259,-0.0157,0.9474,0.948
0.105000,0.0249,-0.0117,0.9660,0.966
0.108000,0.0288,-0.0108,0.9738,0.974
0.110000,0.0288,-0.0117,0.9865,0.987
0.112000,0.0249,-0.0098,0.9855,0.986
0.114000,0.0151,-0.0127,0.9953,0.995
0.117000,0.0064,-0.0108,1.0070,1.007
0.120000,0.0025,-0.0078,1.0158,1.016
0.122000,-0.0024,-0.0108,1.0246,1.025
0.124000,-0.0102,-0.0098,1.0275,1.028
0.127000,-0.0161,-0.0117,1.0256,1.026
0.130000,-0.0210,-0.0117,1.0207,1.021
0.132000,-0.0220,-0.0108,1.0207,1.021
0.134000,-0.0190,-0.0098,1.0197,1.020
0.137000,-0.0132,-0.0049,1.0197,1.020
0.143000,-0.0102,-0.0020,1.0226,1.023
0.144000,-0.0015,0.0009,1.0207,1.021
0.144000,-0.0034,0.0039,1.0197,1.020
0.147000,0.0064,0.0039,1.0138,1.014
0.150000,0.0083,0.0127,1.0158,1.016
0.152000,0.0132,0.0166,1.0109,1.011
0.155000,0.0151,0.0146,1.0119,1.012
0.157000,0.0220,0.0185,1.0090,1.009
0.160000,0.0220,0.0215,1.0129,1.013
0.162000,0.0210,0.0166,1.0148,1.015
0.164000,0.0181,0.0127,1.0138,1.014
0.167000,0.0181,0.0058,1.0129,1.013
0.170000,0.0151,0.0058,1.0119,1.012
0.172000,0.0132,0.0039,1.0051,1.005
0.174000,0.0132,0.0049,1.0002,1.000
0.177000,0.0171,0.0068,0.9914,0.992
