time,gFx,gFy,gFz,TgF
0.007000,0.0689,0.0009,1.0002,1.003
0.008000,0.0786,-0.0020,1.0021,1.005
0.008000,0.0835,-0.0030,1.0031,1.007
0.008000,0.0952,-0.0059,1.0031,1.008
0.009000,0.1001,-0.0088,1.0002,1.005
0.009000,0.1070,-0.0108,1.0002,1.006
0.009000,0.1118,-0.0137,0.9992,1.006
0.009000,0.1138,-0.0157,1.0080,1.015
0.010000,0.1157,-0.0166,1.0099,1.017
0.010000,0.1197,-0.0196,1.0158,1.023
0.010000,0.1216,-0.0196,1.0168,1.024
0.010000,0.1206,-0.0176,1.0148,1.022
0.016000,0.1206,-0.0215,1.0129,1.020
0.016000,0.1148,-0.0196,1.0090,1.016
0.018000,0.1148,-0.0186,1.0090,1.016
0.029000,0.1099,-0.0196,1.0031,1.009
0.029000,0.1070,-0.0166,0.9992,1.005
0.030000,0.1030,-0.0205,0.9914,0.997
0.030000,0.1001,-0.0186,0.9875,0.993
0.031000,0.1040,-0.0205,0.9826,0.988
0.031000,0.1011,-0.0157,0.9845,0.990
0.035000,0.1021,-0.0157,0.9767,0.982
0.037000,0.0982,-0.0117,0.9777,0.983
0.040000,0.1001,-0.0088,0.9748,0.980
0.042000,0.0991,-0.0059,0.9748,0.980
0.045000,0.0943,-0.0039,0.9719,0.976
0.048000,0.0933,-0.0039,0.9679,0.972
0.052000,0.0923,0.0029,0.9689,0.973
0.052000,0.0884,0.0019,0.9728,0.977
0.055000,0.0864,0.0009,0.9699,0.974
0.057000,0.0825,0.0039,0.9758,0.979
0.059000,0.0796,0.0058,0.9728,0.976
0.064000,0.0786,0.0019,0.9738,0.977
0.065000,0.0796,0.0019,0.9679,0.971
0.067000,0.0806,0.0049,0.9699,0.973
0.070000,0.0845,0.0029,0.9719,0.976
0.072000,0.0864,0.0019,0.9767,0.981
0.075000,0.0884,-0.0010,0.9797,0.984
0.078000,0.0933,-0.0010,0.9758,0.980
0.081000,0.0991,-0.0030,0.9826,0.988
0.083000,0.0962,-0.0059,0.9894,0.994
0.088000,0.1030,-0.0088,0.9963,1.002
0.088000,0.1030,-0.0108,1.0021,1.007
0.090000,0.1030,-0.0137,1.0070,1.012
0.092000,0.1011,-0.0166,1.0138,1.019
0.095000,0.0982,-0.0137,1.0197,1.025
0.099000,0.0923,-0.0176,1.0236,1.028
0.100000,0.0943,-0.0186,1.0256,1.030
0.103000,0.0894,-0.0186,1.0178,1.022
0.105000,0.0884,-0.0215,1.0197,1.024
0.107000,0.0855,-0.0254,1.0236,1.027
0.110000,0.0796,-0.0244,1.0187,1.022
0.112000,0.0816,-0.0284,1.0138,1.018
0.115000,0.0816,-0.0293,1.0119,1.016
0.117000,0.0796,-0.0332,1.0148,1.018
0.120000,0.0786,-0.0313,1.0109,1.014
0.122000,0.0806,-0.0254,1.0119,1.015
0.125000,0.0796,-0.0284,1.0129,1.016
0.128000,0.0806,-0.0244,1.0090,1.012
0.129000,0.0796,-0.0205,1.0129,1.016
0.132000,0.0816,-0.0215,1.0070,1.011
0.136000,0.0816,-0.0215,1.0060,1.010
0.137000,0.0825,-0.0215,0.9972,1.001
0.140000,0.0796,-0.0225,0.9953,0.999
0.142000,0.0796,-0.0225,0.9894,0.993
0.145000,0.0767,-0.0235,0.9924,0.996
0.148000,0.0777,-0.0235,0.9885,0.992
0.149000,0.0786,-0.0215,0.9943,0.998
0.153000,0.0786,-0.0196,0.9963,1.000
0.154000,0.0786,-0.0186,0.9963,1.000
0.158000,0.0777,-0.0196,0.9992,1.002
0.160000,0.0757,-0.0186,0.9982,1.001
0.165000,0.0718,-0.0196,1.0041,1.007
0.166000,0.0698,-0.0225,1.0031,1.006
0.170000,0.0650,-0.0205,1.0021,1.004
0.170000,0.0620,-0.0196,1.0012,1.003
0.173000,0.0630,-0.0157,0.9963,0.998
0.176000,0.0620,-0.0176,0.9972,0.999
0.178000,0.0620,-0.0157,0.9963,0.998
0.181000,0.0601,-0.0088,0.9933,0.995
0.182000,0.0620,-0.0088,0.9924,0.994
0.185000,0.0679,-0.0108,0.9924,0.995
0.187000,0.0708,-0.0088,0.9953,0.998
0.191000,0.0757,-0.0127,0.9963,0.999
0.193000,0.0737,-0.0157,1.0002,1.003
0.195000,0.0786,-0.0147,1.0002,1.003
0.207000,0.0777,-0.0147,0.9992,1.002
0.207000,0.0777,-0.0147,0.9982,1.001
0.208000,0.0747,-0.0137,0.9972,1.000
0.208000,0.0747,-0.0147,0.9943,0.997
0.208000,0.0747,-0.0137,0.9845,0.987
0.211000,0.0767,-0.0108,0.9875,0.991
0.216000,0.0786,-0.0108,0.9836,0.987
0.216000,0.0796,-0.0069,0.9865,0.990
0.217000,0.0855,-0.0039,0.9875,0.991
0.220000,0.0913,-0.0098,0.9885,0.993
0.222000,0.0894,-0.0117,0.9904,0.995
0.225000,0.0952,-0.0147,0.9933,0.998
0.227000,0.0923,-0.0108,0.9972,1.002
0.231000,0.0943,-0.0117,1.0021,1.007
0.232000,0.0962,-0.0166,1.0070,1.012
0.235000,0.0952,-0.0137,1.0060,1.011
0.240000,0.0913,-0.0157,1.0090,1.013
0.240000,0.0943,-0.0127,1.0099,1.014
0.242000,0.0904,-0.0137,1.0090,1.013
0.245000,0.0894,-0.0176,1.0060,1.010
0.247000,0.0835,-0.0196,1.0060,1.010
0.249000,0.0806,-0.0205,1.0051,1.008
0.252000,0.0777,-0.0186,1.0021,1.005
0.255000,0.0728,-0.0205,0.9953,0.998
0.258000,0.0669,-0.0176,0.9904,0.993
0.259000,0.0708,-0.0196,0.9875,0.990
