time,gFx,gFy,gFz,TgF
0.002000,0.0435,0.0088,0.9074,0.908
0.002000,0.0484,0.0058,0.9201,0.921
0.003000,0.0513,0.0088,0.9318,0.933
0.003000,0.0493,0.0049,0.9435,0.945
0.003000,0.0464,0.0068,0.9592,0.960
0.010000,0.0513,0.0039,0.9621,0.963
0.011000,0.0523,0.0009,0.9738,0.975
0.011000,0.0513,-0.0000,0.9777,0.979
0.014000,0.0464,-0.0049,0.9845,0.986
0.016000,0.0503,-0.0059,0.9865,0.988
0.020000,0.0474,-0.0078,0.9914,0.993
0.021000,0.0425,-0.0108,0.9982,0.999
0.032000,0.0386,-0.0186,1.0090,1.010
0.033000,0.0327,-0.0166,1.0256,1.026
0.033000,0.0357,-0.0166,1.0383,1.039
0.033000,0.0386,-0.0147,1.0471,1.048
0.034000,0.0386,-0.0137,1.0500,1.051
0.037000,0.0464,-0.0147,1.0529,1.054
0.039000,0.0484,-0.0098,1.0490,1.050
0.041000,0.0523,-0.0088,1.0539,1.055
0.044000,0.0552,-0.0069,1.0529,1.054
0.046000,0.0513,-0.0030,1.0558,1.057
0.048000,0.0484,-0.0049,1.0578,1.059
0.051000,0.0454,-0.0039,1.0607,1.062
0.053000,0.0396,-0.0088,1.0568,1.058
0.057000,0.0386,-0.0157,1.0568,1.058
0.059000,0.0396,-0.0157,1.0568,1.058
0.061000,0.0435,-0.0137,1.0627,1.064
0.063000,0.0484,-0.0108,1.0637,1.065
0.066000,0.0523,-0.0078,1.0676,1.069
0.070000,0.0552,-0.0078,1.0617,1.063
0.075000,0.0581,-0.0010,1.0617,1.063
0.076000,0.0620,-0.0010,1.0471,1.049
0.077000,0.0601,-0.0049,1.0383,1.040
0.080000,0.0601,-0.0030,1.0197,1.021
0.082000,0.0581,-0.0069,0.9982,1.000
0.084000,0.0562,-0.0088,0.9806,0.982
0.086000,0.0562,-0.0108,0.9601,0.962
0.090000,0.0591,-0.0098,0.9396,0.942
0.093000,0.0611,-0.0127,0.9328,0.935
0.095000,0.0650,-0.0108,0.9308,0.933
0.097000,0.0669,-0.0108,0.9250,0.927
0.099000,0.0747,-0.0108,0.9259,0.929
0.101000,0.0786,-0.0098,0.9269,0.930
0.104000,0.0796,-0.0108,0.9299,0.933
0.108000,0.0757,-0.0088,0.9377,0.941
0.109000,0.0757,-0.0098,0.9504,0.953
0.112000,0.0708,-0.0108,0.9640,0.967
0.114000,0.0659,-0.0108,0.9738,0.976
0.116000,0.0650,-0.0137,0.9855,0.988
0.119000,0.0532,-0.0137,0.9894,0.991
0.122000,0.0425,-0.0098,0.9953,0.996
0.127000,0.0357,-0.0117,1.0031,1.004
0.128000,0.0327,-0.0098,1.0002,1.001
0.129000,0.0298,-0.0098,1.0080,1.008
0.132000,0.0288,-0.0127,1.0158,1.016
0.134000,0.0298,-0.0127,1.0197,1.020
0.137000,0.0347,-0.0157,1.0275,1.028
0.139000,0.0396,-0.0176,1.0265,1.027
0.142000,0.0405,-0.0157,1.0295,1.030
0.144000,0.0425,-0.0166,1.0353,1.036
0.147000,0.0435,-0.0137,1.0344,1.035
0.149000,0.0435,-0.0176,1.0353,1.036
0.151000,0.0415,-0.0166,1.0334,1.034
0.155000,0.0376,-0.0137,1.0334,1.034
0.159000,0.0308,-0.0137,1.0431,1.044
0.160000,0.0269,-0.0176,1.0480,1.049
0.162000,0.0239,-0.0166,1.0529,1.053
0.164000,0.0191,-0.0176,1.0558,1.056
0.166000,0.0181,-0.0157,1.0598,1.060
0.169000,0.0151,-0.0166,1.0578,1.058
0.172000,0.0132,-0.0176,1.0588,1.059
0.175000,0.0200,-0.0137,1.0549,1.055
0.177000,0.0239,-0.0098,1.0510,1.051
0.179000,0.0318,-0.0108,1.0431,1.044
0.182000,0.0386,-0.0059,1.0422,1.043
0.184000,0.0474,-0.0078,1.0334,1.034
0.186000,0.0562,-0.0049,1.0265,1.028
0.189000,0.0591,-0.0049,1.0138,1.016
0.192000,0.0659,-0.0078,1.0041,1.006
0.194000,0.0708,-0.0078,0.9894,0.992
0.196000,0.0777,-0.0059,0.9845,0.988
0.199000,0.0825,-0.0108,0.9777,0.981
0.201000,0.0874,-0.0078,0.9728,0.977
0.204000,0.0933,-0.0030,0.9758,0.980
0.210000,0.0952,-0.0020,0.9738,0.978
0.211000,0.0923,-0.0000,0.9689,0.973
0.211000,0.0894,0.0049,0.9738,0.978
0.214000,0.0845,0.0049,0.9748,0.978
0.216000,0.0757,0.0029,0.9865,0.989
0.219000,0.0689,0.0019,0.9914,0.994
0.222000,0.0669,-0.0020,0.9953,0.998
0.224000,0.0591,-0.0049,0.9953,0.997
0.226000,0.0571,-0.0059,0.9992,1.001
