time,gFx,gFy,gFz,TgF
0.454000,-0.0249,0.0781,0.9992,1.003
0.454000,-0.0259,0.0761,0.9933,0.997
0.457000,-0.0259,0.0761,1.0021,1.005
0.459000,-0.0298,0.0742,1.0021,1.005
0.462000,-0.0327,0.0703,1.0041,1.007
0.465000,-0.0347,0.0683,1.0080,1.011
0.466000,-0.0337,0.0713,1.0129,1.016
0.469000,-0.0317,0.0683,1.0099,1.013
0.471000,-0.0356,0.0674,1.0119,1.015
0.474000,-0.0337,0.0674,1.0090,1.012
0.476000,-0.0366,0.0615,1.0109,1.013
0.481000,-0.0395,0.0693,1.0099,1.013
0.482000,-0.0366,0.0703,1.0060,1.009
0.485000,-0.0386,0.0635,1.0031,1.006
0.485000,-0.0405,0.0615,1.0002,1.003
0.489000,-0.0405,0.0595,1.0060,1.009
0.491000,-0.0425,0.0547,1.0109,1.013
0.495000,-0.0464,0.0527,1.0119,1.014
0.496000,-0.0483,0.0527,1.0090,1.011
0.498000,-0.0493,0.0527,1.0099,1.013
0.501000,-0.0464,0.0527,1.0158,1.018
0.504000,-0.0474,0.0556,1.0158,1.018
0.506000,-0.0395,0.0566,1.0158,1.018
0.509000,-0.0337,0.0586,1.0207,1.023
0.511000,-0.0337,0.0615,1.0187,1.021
0.514000,-0.0327,0.0615,1.0187,1.021
0.516000,-0.0249,0.0635,1.0246,1.027
0.519000,-0.0259,0.0644,1.0226,1.025
0.521000,-0.0259,0.0654,1.0217,1.024
0.524000,-0.0249,0.0625,1.0226,1.025
0.526000,-0.0278,0.0605,1.0207,1.023
0.530000,-0.0288,0.0605,1.0207,1.023
0.531000,-0.0298,0.0586,1.0168,1.019
0.534000,-0.0288,0.0605,1.0207,1.023
0.537000,-0.0308,0.0586,1.0158,1.018
0.539000,-0.0308,0.0576,1.0207,1.023
0.542000,-0.0308,0.0576,1.0197,1.022
0.548000,-0.0317,0.0566,1.0187,1.021
0.549000,-0.0308,0.0556,1.0187,1.021
0.550000,-0.0347,0.0576,1.0178,1.020
0.551000,-0.0356,0.0566,1.0168,1.019
0.555000,-0.0356,0.0527,1.0109,1.013
0.556000,-0.0327,0.0595,1.0119,1.014
0.559000,-0.0376,0.0586,1.0099,1.012
0.563000,-0.0347,0.0605,1.0070,1.009
0.564000,-0.0366,0.0644,1.0021,1.005
0.566000,-0.0366,0.0605,0.9972,1.000
0.568000,-0.0366,0.0615,0.9953,0.998
0.571000,-0.0395,0.0576,0.9953,0.998
0.574000,-0.0376,0.0595,0.9953,0.998
0.576000,-0.0356,0.0644,0.9933,0.996
0.579000,-0.0327,0.0674,0.9924,0.995
0.581000,-0.0278,0.0683,0.9894,0.992
0.584000,-0.0288,0.0644,0.9924,0.995
0.586000,-0.0288,0.0664,0.9924,0.995
0.589000,-0.0356,0.0654,0.9924,0.995
0.591000,-0.0327,0.0674,0.9972,1.000
0.594000,-0.0356,0.0635,1.0021,1.005
0.597000,-0.0415,0.0605,1.0051,1.008
0.599000,-0.0454,0.0615,1.0070,1.010
0.601000,-0.0474,0.0605,1.0119,1.015
0.604000,-0.0454,0.0576,1.0129,1.016
0.606000,-0.0454,0.0605,1.0148,1.018
0.609000,-0.0444,0.0635,1.0187,1.022
0.611000,-0.0444,0.0644,1.0207,1.024
0.614000,-0.0464,0.0625,1.0217,1.025
0.616000,-0.0483,0.0644,1.0256,1.029
0.619000,-0.0474,0.0635,1.0226,1.026
0.621000,-0.0464,0.0635,1.0246,1.028
0.624000,-0.0444,0.0605,1.0217,1.024
0.626000,-0.0444,0.0586,1.0197,1.022
0.628000,-0.0444,0.0556,1.0236,1.026
0.631000,-0.0435,0.0605,1.0207,1.023
0.634000,-0.0415,0.0644,1.0138,1.017
0.636000,-0.0405,0.0674,1.0129,1.016
0.639000,-0.0405,0.0664,1.0070,1.010
0.641000,-0.0425,0.0674,1.0060,1.009
0.644000,-0.0444,0.0703,1.0051,1.008
0.646000,-0.0435,0.0674,1.0012,1.004
0.648000,-0.0435,0.0664,1.0031,1.006
0.651000,-0.0454,0.0674,1.0031,1.006
0.654000,-0.0483,0.0713,1.0012,1.005
0.656000,-0.0493,0.0693,0.9982,1.002
0.659000,-0.0532,0.0693,1.0041,1.008
0.661000,-0.0552,0.0713,1.0021,1.006
0.664000,-0.0542,0.0752,0.9992,1.003
0.666000,-0.0561,0.0732,0.9914,0.996
0.669000,-0.0581,0.0742,0.9933,0.998
0.671000,-0.0552,0.0732,0.9865,0.991
0.674000,-0.0542,0.0732,0.9845,0.989
0.676000,-0.0561,0.0742,0.9855,0.990
0.679000,-0.0571,0.0713,0.9836,0.988
0.680000,-0.0591,0.0674,0.9836,0.988
0.685000,-0.0591,0.0644,0.9816,0.986
0.686000,-0.0601,0.0625,0.9797,0.983
0.689000,-0.0610,0.0644,0.9826,0.987
0.691000,-0.0591,0.0605,0.9845,0.988
0.693000,-0.0630,0.0595,0.9806,0.984
0.700000,-0.0601,0.0586,0.9826,0.986
0.700000,-0.0601,0.0615,0.9806,0.984
0.706000,-0.0610,0.0605,0.9816,0.985
0.707000,-0.0542,0.0605,0.9806,0.984
0.707000,-0.0542,0.0556,0.9767,0.980
0.709000,-0.0542,0.0527,0.9797,0.983
0.711000,-0.0552,0.0517,0.9836,0.986
0.714000,-0.0513,0.0498,0.9875,0.990
0.722000,-0.0522,0.0488,0.9943,0.997
0.723000,-0.0552,0.0478,0.9963,0.999
0.724000,-0.0552,0.0478,0.9982,1.001
0.724000,-0.0532,0.0488,1.0012,1.004
0.726000,-0.0561,0.0478,1.0012,1.004
0.731000,-0.0552,0.0468,0.9992,1.002
0.733000,-0.0591,0.0468,1.0021,1.005
0.734000,-0.0630,0.0468,0.9992,1.002
0.736000,-0.0640,0.0488,1.0012,1.004
0.739000,-0.0698,0.0508,0.9982,1.002
0.741000,-0.0757,0.0547,0.9992,1.004
0.745000,-0.0786,0.0517,0.9992,1.004
0.747000,-0.0835,0.0576,1.0002,1.005
0.748000,-0.0845,0.0595,0.9953,1.001
0.751000,-0.0884,0.0566,0.9992,1.005
0.753000,-0.0913,0.0586,0.9963,1.002
0.756000,-0.0894,0.0625,0.9933,0.999
0.758000,-0.0894,0.0615,0.9914,0.997
0.761000,-0.0913,0.0615,0.9894,0.996
0.764000,-0.0913,0.0586,0.9816,0.988
0.766000,-0.0942,0.0605,0.9777,0.984
0.768000,-0.1001,0.0586,0.9767,0.984
0.771000,-0.1001,0.0605,0.9777,0.985
0.773000,-0.1040,0.0625,0.9777,0.985
0.776000,-0.1060,0.0615,0.9748,0.982
0.779000,-0.1079,0.0576,0.9679,0.976
0.781000,-0.1021,0.0625,0.9719,0.979
0.785000,-0.1011,0.0605,0.9738,0.981
0.786000,-0.1021,0.0635,0.9709,0.978
0.788000,-0.1001,0.0654,0.9728,0.980
0.791000,-0.1001,0.0654,0.9738,0.981
0.794000,-0.0991,0.0683,0.9777,0.985
0.796000,-0.1021,0.0674,0.9797,0.987
0.799000,-0.1040,0.0674,0.9806,0.988
0.802000,-0.1060,0.0664,0.9816,0.990
0.804000,-0.1099,0.0674,0.9885,0.997
0.806000,-0.1079,0.0664,0.9943,1.002
0.809000,-0.1040,0.0654,0.9943,1.002
0.811000,-0.1050,0.0693,0.9963,1.004
0.817000,-0.1079,0.0654,1.0002,1.008
0.818000,-0.1069,0.0654,1.0051,1.013
0.820000,-0.1069,0.0664,1.0090,1.017
0.821000,-0.1060,0.0635,1.0138,1.021
0.826000,-0.1069,0.0605,1.0158,1.023
0.827000,-0.1069,0.0576,1.0197,1.027
0.830000,-0.1030,0.0547,1.0207,1.027
0.831000,-0.0962,0.0527,1.0207,1.027
0.833000,-0.0933,0.0527,1.0256,1.031
0.835000,-0.0991,0.0488,1.0402,1.046
0.838000,-0.0923,0.0576,1.0490,1.055
0.841000,-0.0894,0.0605,1.0441,1.050
0.843000,-0.0854,0.0605,1.0451,1.050
0.846000,-0.0854,0.0625,1.0500,1.055
0.848000,-0.0923,0.0595,1.0539,1.060
0.851000,-0.0952,0.0556,1.0549,1.061
0.853000,-0.0923,0.0527,1.0588,1.064
0.855000,-0.0962,0.0527,1.0588,1.064
0.858000,-0.0962,0.0527,1.0598,1.065
0.862000,-0.0962,0.0556,1.0578,1.064
0.862000,-0.0962,0.0595,1.0539,1.060
0.866000,-0.0981,0.0547,1.0480,1.054
0.868000,-0.0972,0.0566,1.0461,1.052
0.871000,-0.1001,0.0605,1.0471,1.054
0.874000,-0.1040,0.0605,1.0451,1.052
0.876000,-0.1069,0.0635,1.0402,1.048
0.878000,-0.1079,0.0625,1.0324,1.040
0.881000,-0.1118,0.0635,1.0334,1.041
0.883000,-0.1138,0.0605,1.0285,1.037
0.886000,-0.1167,0.0605,1.0265,1.035
0.889000,-0.1157,0.0654,1.0256,1.034
0.891000,-0.1118,0.0644,1.0236,1.032
0.893000,-0.1177,0.0674,1.0246,1.034
0.896000,-0.1157,0.0635,1.0207,1.029
0.898000,-0.1138,0.0644,1.0158,1.024
0.901000,-0.1147,0.0654,1.0148,1.023
0.903000,-0.1157,0.0625,1.0109,1.019
0.905000,-0.1167,0.0635,1.0099,1.019
0.908000,-0.1187,0.0605,1.0099,1.019
0.912000,-0.1187,0.0625,1.0119,1.021
0.913000,-0.1216,0.0635,1.0109,1.020
0.915000,-0.1265,0.0635,1.0207,1.030
0.918000,-0.1304,0.0625,1.0285,1.039
0.921000,-0.1294,0.0605,1.0353,1.045
0.923000,-0.1353,0.0605,1.0412,1.052
0.925000,-0.1343,0.0595,1.0461,1.056
0.929000,-0.1323,0.0556,1.0431,1.053
0.930000,-0.1304,0.0547,1.0471,1.057
0.933000,-0.1372,0.0517,1.0510,1.061
0.936000,-0.1323,0.0498,1.0529,1.062
0.939000,-0.1362,0.0517,1.0519,1.062
0.940000,-0.1333,0.0478,1.0500,1.059
0.944000,-0.1333,0.0517,1.0480,1.058
0.947000,-0.1353,0.0459,1.0490,1.059
0.948000,-0.1372,0.0468,1.0500,1.060
0.950000,-0.1274,0.0488,1.0510,1.060
0.953000,-0.1284,0.0517,1.0568,1.066
0.956000,-0.1284,0.0517,1.0529,1.062
0.958000,-0.1362,0.0498,1.0549,1.065
0.960000,-0.1431,0.0488,1.0724,1.083
0.967000,-0.1401,0.0556,1.0676,1.078
0.968000,-0.1401,0.0586,1.0715,1.082
0.970000,-0.1401,0.0625,1.0637,1.075
0.971000,-0.1421,0.0615,1.0676,1.079
0.973000,-0.1470,0.0644,1.0646,1.077
0.979000,-0.1519,0.0576,1.0637,1.076
0.981000,-0.1587,0.0566,1.0754,1.088
0.982000,-0.1607,0.0459,1.0842,1.097
0.983000,-0.1567,0.0410,1.0871,1.099
0.985000,-0.1665,0.0381,1.0930,1.106
0.988000,-0.1685,0.0351,1.0969,1.110
0.991000,-0.1694,0.0381,1.0949,1.109
0.994000,-0.1685,0.0429,1.0978,1.112
0.996000,-0.1675,0.0420,1.0988,1.112
0.999000,-0.1646,0.0439,1.0959,1.109
1.001000,-0.1646,0.0439,1.0998,1.113
1.003000,-0.1577,0.0498,1.0969,1.109
1.006000,-0.1587,0.0595,1.0891,1.102
1.008000,-0.1567,0.0615,1.0803,1.093
1.011000,-0.1558,0.0625,1.0676,1.081
1.013000,-0.1470,0.0615,1.0519,1.064
1.017000,-0.1470,0.0683,1.0392,1.052
1.018000,-0.1450,0.0722,1.0236,1.036
1.020000,-0.1421,0.0791,1.0031,1.016
1.023000,-0.1460,0.0810,0.9885,1.002
1.025000,-0.1450,0.0849,0.9728,0.987
1.029000,-0.1489,0.0879,0.9552,0.971
1.030000,-0.1489,0.0888,0.9396,0.955
1.034000,-0.1480,0.0918,0.9259,0.942
1.035000,-0.1528,0.0879,0.9093,0.926
1.038000,-0.1577,0.0830,0.9015,0.919
1.041000,-0.1714,0.0713,0.8957,0.915
1.044000,-0.1919,0.0654,0.8976,0.920
1.047000,-0.2007,0.0654,0.8976,0.922
1.048000,-0.2105,0.0693,0.8937,0.921
1.050000,-0.2153,0.0732,0.8879,0.917
1.054000,-0.2202,0.0761,0.8888,0.919
1.056000,-0.2193,0.0781,0.8869,0.917
1.058000,-0.2212,0.0761,0.8898,0.920
1.063000,-0.2232,0.0781,0.8927,0.924
1.065000,-0.2212,0.0810,0.8996,0.930
1.066000,-0.2241,0.0869,0.9084,0.940
1.069000,-0.2163,0.0957,0.9035,0.934
1.071000,-0.2153,0.0898,0.9054,0.935
1.074000,-0.2163,0.0801,0.9123,0.941
1.075000,-0.2173,0.0801,0.9191,0.948
1.082000,-0.2134,0.0761,0.9240,0.951
1.082000,-0.2056,0.0732,0.9259,0.951
1.083000,-0.2085,0.0635,0.9220,0.947
1.086000,-0.2085,0.0605,0.9220,0.947
1.088000,-0.2085,0.0566,0.9240,0.949
1.091000,-0.2056,0.0508,0.9279,0.952
1.093000,-0.2075,0.0478,0.9259,0.950
1.100000,-0.2095,0.0410,0.9328,0.957
1.101000,-0.2124,0.0429,0.9308,0.956
1.102000,-0.2134,0.0449,0.9328,0.958
1.110000,-0.2124,0.0478,0.9308,0.956
1.111000,-0.2095,0.0449,0.9328,0.957
1.111000,-0.2075,0.0498,0.9269,0.951
1.112000,-0.2085,0.0547,0.9269,0.952
1.114000,-0.2105,0.0556,0.9220,0.947
1.115000,-0.2153,0.0537,0.9220,0.948
1.117000,-0.2232,0.0517,0.9240,0.952
1.121000,-0.2251,0.0527,0.9269,0.955
1.123000,-0.2329,0.0498,0.9191,0.949
1.125000,-0.2378,0.0488,0.9269,0.958
1.129000,-0.2427,0.0478,0.9269,0.959
1.131000,-0.2427,0.0498,0.9308,0.963
1.133000,-0.2407,0.0527,0.9279,0.960
1.135000,-0.2427,0.0547,0.9299,0.963
1.138000,-0.2476,0.0508,0.9357,0.969
1.140000,-0.2486,0.0488,0.9396,0.973
1.143000,-0.2564,0.0449,0.9445,0.980
1.145000,-0.2564,0.0410,0.9494,0.984
1.148000,-0.2612,0.0390,0.9523,0.988
1.151000,-0.2583,0.0410,0.9552,0.990
1.152000,-0.2603,0.0390,0.9562,0.992
1.155000,-0.2642,0.0322,0.9367,0.974
1.158000,-0.2603,0.0342,0.9367,0.973
1.162000,-0.2564,0.0351,0.9328,0.968
1.163000,-0.2525,0.0390,0.9318,0.966
1.166000,-0.2476,0.0439,0.9357,0.969
1.167000,-0.2407,0.0488,0.9465,0.978
1.170000,-0.2319,0.0537,0.9513,0.981
1.173000,-0.2310,0.0517,0.9533,0.982
1.176000,-0.2310,0.0478,0.9592,0.988
1.177000,-0.2388,0.0459,0.9592,0.989
1.180000,-0.2515,0.0381,0.9689,1.002
1.183000,-0.2652,0.0488,0.9806,1.017
1.185000,-0.2691,0.0664,0.9816,1.020
1.188000,-0.2759,0.0644,0.9816,1.022
1.190000,-0.2808,0.0586,0.9865,1.027
1.193000,-0.2818,0.0488,0.9875,1.028
1.196000,-0.2827,0.0429,0.9845,1.025
1.199000,-0.2808,0.0439,0.9855,1.026
1.200000,-0.2720,0.0410,0.9787,1.017
1.203000,-0.2730,0.0429,0.9728,1.011
1.205000,-0.2671,0.0429,0.9679,1.005
1.208000,-0.2739,0.0400,0.9650,1.004
1.211000,-0.2759,0.0420,0.9640,1.004
1.217000,-0.2808,0.0439,0.9592,1.000
1.218000,-0.2876,0.0468,0.9660,1.009
1.219000,-0.2925,0.0517,0.9738,1.018
1.226000,-0.2954,0.0527,0.9758,1.021
1.226000,-0.2896,0.0537,0.9758,1.019
1.227000,-0.2847,0.0586,0.9777,1.020
1.227000,-0.2827,0.0586,0.9787,1.020
1.231000,-0.2779,0.0605,0.9777,1.018
1.237000,-0.2749,0.0615,0.9689,1.009
1.237000,-0.2798,0.0664,0.9806,1.022
1.238000,-0.2818,0.0664,0.9738,1.016
1.240000,-0.2847,0.0635,0.9748,1.017
1.243000,-0.2827,0.0644,0.9679,1.010
1.246000,-0.2837,0.0625,0.9709,1.013
1.247000,-0.2837,0.0615,0.9738,1.016
1.250000,-0.2857,0.0605,0.9689,1.012
1.252000,-0.2837,0.0556,0.9679,1.010
1.255000,-0.2808,0.0547,0.9650,1.007
1.258000,-0.2837,0.0605,0.9650,1.008
1.260000,-0.2827,0.0547,0.9650,1.007
1.264000,-0.2837,0.0566,0.9670,1.009
1.265000,-0.2798,0.0537,0.9660,1.007
1.268000,-0.2866,0.0527,0.9660,1.009
1.270000,-0.2847,0.0478,0.9611,1.004
1.273000,-0.2886,0.0459,0.9650,1.008
1.275000,-0.2915,0.0400,0.9611,1.005
1.277000,-0.2954,0.0400,0.9572,1.003
1.280000,-0.3003,0.0371,0.9582,1.005
1.282000,-0.3032,0.0390,0.9640,1.011
1.285000,-0.3052,0.0381,0.9670,1.015
1.288000,-0.3101,0.0390,0.9738,1.023
1.290000,-0.3120,0.0400,0.9777,1.027
1.293000,-0.3169,0.0400,0.9728,1.024
1.296000,-0.3189,0.0420,0.9816,1.033
1.297000,-0.3159,0.0420,0.9758,1.026
1.300000,-0.3179,0.0439,0.9758,1.027
1.302000,-0.3140,0.0468,0.9787,1.029
1.305000,-0.3130,0.0439,0.9787,1.028
1.308000,-0.3111,0.0439,0.9767,1.026
1.310000,-0.3101,0.0439,0.9797,1.029
1.313000,-0.3120,0.0420,0.9816,1.031
1.315000,-0.3150,0.0400,0.9787,1.029
1.318000,-0.3179,0.0400,0.9836,1.034
1.320000,-0.3179,0.0400,0.9885,1.039
1.323000,-0.3238,0.0390,0.9855,1.038
1.325000,-0.3247,0.0381,0.9836,1.036
1.330000,-0.3306,0.0381,0.9845,1.039
1.332000,-0.3277,0.0361,0.9836,1.037
1.333000,-0.3277,0.0351,0.9806,1.035
1.336000,-0.3296,0.0312,0.9826,1.037
1.337000,-0.3374,0.0322,0.9875,1.044
1.340000,-0.3433,0.0293,0.9836,1.042
1.343000,-0.3462,0.0283,0.9855,1.045
1.350000,-0.3491,0.0283,0.9885,1.049
1.351000,-0.3491,0.0332,0.9894,1.050
1.352000,-0.3511,0.0342,0.9904,1.051
1.352000,-0.3491,0.0361,0.9972,1.057
1.355000,-0.3491,0.0371,0.9933,1.054
1.357000,-0.3472,0.0371,0.9953,1.055
1.360000,-0.3482,0.0390,0.9914,1.051
1.368000,-0.3433,0.0429,0.9914,1.050
1.369000,-0.3452,0.0439,0.9963,1.055
1.370000,-0.3491,0.0439,0.9894,1.050
1.370000,-0.3511,0.0420,0.9885,1.050
1.374000,-0.3579,0.0429,0.9836,1.048
